Num_Acc;place;catu;grav;sexe;trajet;secu;locp;actp;etatp;an_nais;num_veh;age
201100000004;1.0;1;4;1;5.0;21.0;0.0;0.0;0.0;1971.0;A01;51.0
201100000004;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;1980.0;B02;42.0
201100000004;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1980.0;C03;42.0
201100000006;1.0;1;3;1;1.0;21.0;0.0;0.0;0.0;1988.0;A01;34.0
201100000006;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1952.0;B02;70.0
201100000020;1.0;1;3;2;9.0;41.0;0.0;0.0;0.0;1974.0;B02;48.0
201100000020;1.0;1;1;2;1.0;11.0;0.0;0.0;0.0;1988.0;A01;34.0
201100000022;1.0;1;1;2;5.0;11.0;0.0;0.0;0.0;1980.0;A01;42.0
201100000022;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;1995.0;B02;27.0
201100000035;1.0;1;1;1;4.0;11.0;0.0;0.0;0.0;1987.0;B02;35.0
201100000035;1.0;1;3;1;4.0;1.0;0.0;0.0;0.0;1965.0;A01;57.0
201100000037;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1988.0;A01;34.0
201100000037;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1954.0;B02;68.0
201100000044;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1984.0;A01;38.0
201100000044;1.0;1;3;1;0.0;1.0;0.0;0.0;0.0;2006.0;B02;16.0
201100000060;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;1956.0;B02;66.0
201100000060;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1928.0;A01;94.0
201100000098;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1965.0;B02;57.0
201100000098;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1966.0;A01;56.0
201100000099;1.0;1;1;1;4.0;1.0;0.0;0.0;0.0;1992.0;A01;30.0
201100000099;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1970.0;B02;52.0
201100000155;1.0;1;1;1;5.0;13.0;0.0;0.0;0.0;1981.0;A01;41.0
201100000155;1.0;1;3;2;9.0;91.0;0.0;0.0;0.0;2001.0;B02;21.0
201100000170;1.0;1;2;1;5.0;1.0;0.0;0.0;0.0;1998.0;A01;24.0
201100000170;1.0;1;1;1;4.0;11.0;0.0;0.0;0.0;1959.0;B02;63.0
201100000188;1.0;1;1;2;1.0;11.0;0.0;0.0;0.0;1990.0;A01;32.0
201100000188;1.0;1;4;1;1.0;1.0;0.0;0.0;0.0;1987.0;B02;35.0
201100000195;1.0;1;3;1;1.0;1.0;0.0;0.0;0.0;1976.0;A01;46.0
201100000195;1.0;1;1;1;1.0;11.0;0.0;0.0;0.0;1986.0;B02;36.0
201100000202;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;1970.0;A01;52.0
201100000202;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1973.0;B02;49.0
201100000217;1.0;1;1;2;1.0;11.0;0.0;0.0;0.0;1979.0;A01;43.0
201100000217;1.0;1;2;2;9.0;42.0;0.0;0.0;0.0;1938.0;B02;84.0
201100000239;1.0;1;1;2;5.0;11.0;0.0;0.0;0.0;1987.0;A01;35.0
201100000239;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;1955.0;B02;67.0
201100000251;1.0;1;1;2;5.0;11.0;0.0;0.0;0.0;1970.0;B02;52.0
201100000251;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;1995.0;A01;27.0
201100000275;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1947.0;B02;75.0
201100000275;1.0;1;1;2;1.0;11.0;0.0;0.0;0.0;1969.0;A01;53.0
201100000283;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1991.0;A01;31.0
201100000283;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;1932.0;B02;90.0
201100000292;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1926.0;A01;96.0
201100000292;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;1998.0;B02;24.0
201100000313;1.0;1;1;2;5.0;11.0;0.0;0.0;0.0;1942.0;A01;80.0
201100000313;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1970.0;B02;52.0
201100000322;1.0;1;1;1;3.0;13.0;0.0;0.0;0.0;1926.0;A01;96.0
201100000322;1.0;1;2;1;5.0;1.0;0.0;0.0;0.0;1938.0;B02;84.0
201100000331;1.0;1;1;2;3.0;11.0;0.0;0.0;0.0;1948.0;B02;74.0
201100000331;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1946.0;A01;76.0
201100000332;1.0;1;1;1;1.0;11.0;0.0;0.0;0.0;1971.0;A01;51.0
201100000332;1.0;1;3;1;0.0;21.0;0.0;0.0;0.0;1981.0;B02;41.0
201100000347;1.0;1;1;2;0.0;11.0;0.0;0.0;0.0;1992.0;A01;30.0
201100000347;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;2001.0;B02;21.0
201100000348;1.0;1;1;1;9.0;11.0;0.0;0.0;0.0;1927.0;A01;95.0
201100000348;1.0;1;3;2;9.0;1.0;0.0;0.0;0.0;1964.0;B02;58.0
201100000351;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1961.0;A01;61.0
201100000351;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;1969.0;B02;53.0
201100000359;1.0;1;4;1;5.0;1.0;0.0;0.0;0.0;1985.0;A01;37.0
201100000359;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1990.0;B02;32.0
201100000359;2.0;2;1;2;0.0;11.0;0.0;0.0;0.0;1963.0;B02;59.0
201100000372;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1990.0;A01;32.0
