Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
201100000004;3;39.0;;;2.0;0.0;8.0;400.0;0.0;1.0;1.0;0.0;58.0;1.0;0.0;1.0;0.0
201100000006;3;39.0;;;2.0;0.0;7.0;250.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201100000020;4;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
201100000022;5;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
201100000035;3;17.0;;;2.0;2.0;8.0;300.0;0.0;1.0;1.0;0.0;52.0;1.0;0.0;1.0;0.0
201100000037;3;11.0;;;2.0;3.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201100000044;4;0.0;;;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;45.0;1.0;0.0;1.0;0.0
201100000060;4;0.0;;;2.0;2.0;0.0;0.0;0.0;4.0;1.0;0.0;52.0;1.0;0.0;1.0;99.0
201100000098;3;36.0;;;2.0;0.0;10.0;400.0;0.0;1.0;2.0;0.0;51.0;1.0;0.0;1.0;0.0
201100000099;4;0.0;;;2.0;1.0;0.0;0.0;0.0;1.0;4.0;0.0;34.0;1.0;0.0;1.0;99.0
201100000155;3;643.0;;;2.0;0.0;7.0;840.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;4.0;99.0
201100000170;3;115.0;;;2.0;2.0;20.0;750.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201100000188;4;0.0;;;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;80.0;1.0;0.0;1.0;99.0
201100000195;3;117.0;;A;2.0;2.0;0.0;300.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;1.0;99.0
201100000202;3;942.0;;;2.0;0.0;35.0;30.0;0.0;3.0;2.0;0.0;70.0;1.0;0.0;1.0;99.0
201100000217;3;7.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;66.0;1.0;0.0;1.0;99.0
201100000239;4;0.0;;;2.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;0.0;1.0;0.0
201100000251;3;37.0;;;2.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;64.0;1.0;0.0;1.0;0.0
201100000275;3;166.0;;;2.0;0.0;17.0;300.0;0.0;0.0;2.0;0.0;76.0;1.0;0.0;1.0;0.0
201100000283;3;176.0;;E;2.0;2.0;7.0;6.0;0.0;1.0;1.0;0.0;64.0;1.0;0.0;1.0;0.0
201100000292;3;52.0;;;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201100000313;3;901.0;;;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;40.0;1.0;5.0;1.0;0.0
201100000322;3;343.0;;;0.0;2.0;45.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;99.0
201100000331;3;940.0;;;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;99.0
201100000332;3;940.0;;;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;99.0
201100000347;3;192.0;;;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;58.0;1.0;0.0;1.0;0.0
201100000348;3;943.0;;;2.0;2.0;59.0;700.0;0.0;1.0;1.0;0.0;80.0;1.0;0.0;1.0;0.0
201100000351;3;77.0;;;2.0;2.0;48.0;200.0;0.0;1.0;1.0;0.0;72.0;2.0;0.0;1.0;99.0
201100000359;3;940.0;;;2.0;0.0;89.0;0.0;0.0;0.0;1.0;0.0;120.0;1.0;0.0;1.0;0.0
201100000372;3;203.0;;E;2.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
201100000387;3;101.0;;;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;65.0;1.0;0.0;1.0;0.0
201100000397;3;916.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;77.0;1.0;0.0;1.0;0.0
201100000424;3;120.0;;;2.0;1.0;10.0;100.0;0.0;1.0;1.0;0.0;65.0;1.0;5.0;1.0;99.0
201100000432;3;1.0;;;1.0;1.0;16.0;370.0;0.0;1.0;2.0;0.0;80.0;1.0;5.0;1.0;99.0
201100000446;3;138.0;;;2.0;2.0;3.0;800.0;0.0;2.0;1.0;0.0;64.0;1.0;0.0;1.0;0.0
201100000474;3;1235.0;;;3.0;0.0;7.0;700.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201100000502;4;;;;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;31.0;1.0;0.0;1.0;99.0
201100000515;4;2.0;;;2.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;41.0;1.0;0.0;0.0;99.0
201100000561;4;0.0;;;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;73.0;1.0;0.0;1.0;99.0
201100000565;4;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;5.0;1.0;99.0
201100000599;4;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;3.0
201100000633;3;12.0;;;2.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;57.0;1.0;0.0;1.0;0.0
201100000663;3;19.0;;;2.0;2.0;17.0;300.0;0.0;1.0;1.0;0.0;51.0;1.0;0.0;1.0;99.0
201100000672;3;977.0;;;2.0;2.0;32.0;750.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201100000691;3;86.0;;;2.0;2.0;22.0;0.0;0.0;0.0;1.0;0.0;62.0;1.0;0.0;1.0;0.0
201100000713;3;321.0;;;2.0;2.0;6.0;500.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201100000717;3;71.0;;;2.0;2.0;12.0;0.0;0.0;2.0;1.0;0.0;75.0;0.0;0.0;1.0;0.0
201100000719;3;732.0;;;2.0;2.0;2.0;400.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
201100000724;3;960.0;;;2.0;1.0;7.0;109.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0
201100000727;4;;;;2.0;2.0;;0.0;0.0;2.0;0.0;0.0;70.0;1.0;0.0;4.0;0.0
201100000766;3;17.0;;;2.0;0.0;23.0;400.0;0.0;1.0;1.0;0.0;52.0;1.0;0.0;1.0;0.0
201100000767;3;91.0;;;2.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;59.0;1.0;0.0;1.0;3.0
201100000774;4;;;;2.0;2.0;;;0.0;1.0;0.0;0.0;70.0;2.0;0.0;1.0;99.0
201100000777;3;594.0;;;2.0;0.0;2.0;970.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
