Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
201100000004;11;9;22;1515;1;2;1;1.0;5.0;11;rue de Touraine;M;5051861.0;293043.0;590
201100000006;11;11;14;1745;5;2;1;1.0;2.0;11;RUE NATIONALE;M;5052684.0;293423.0;590
201100000020;11;1;27;1800;5;2;1;1.0;3.0;256;8 rue Calmette Guerin;M;5055818.0;313667.0;590
201100000022;11;9;1;1945;2;2;1;1.0;1.0;256;Rue Jules Ferry;M;5055448.0;312660.0;590
201100000035;11;4;23;1115;1;1;1;1.0;2.0;159;route de coppenaxfort;M;5096744.0;223993.0;590
201100000037;11;7;8;1615;1;1;1;1.0;1.0;94;route de Gravelines;M;5095868.0;218583.0;590
201100000044;11;8;15;1330;1;2;1;1.0;3.0;200;keurs straete;M;5089535.0;234680.0;590
201100000060;11;5;11;1400;1;1;1;1.0;3.0;73;Chemin du monts des cats;M;5078713.0;267061.0;590
201100000098;11;1;22;1145;1;1;1;1.0;1.0;482;route de Linselles;M;5072196.0;302526.0;590
201100000099;11;5;31;1300;1;2;1;1.0;1.0;611;Ch de la gde Champreuill;M;5068509.0;297949.0;590
201100000155;11;8;28;1700;1;2;1;1.0;1.0;55;rue du Catteau;M;5009182.0;358890.0;590
201100000170;11;8;26;1500;1;2;1;1.0;3.0;545;RUE DE L ARBRE DE GUISE;M;5005597.0;353921.0;590
201100000188;11;9;7;1900;1;2;1;1.0;1.0;449;Rue François HERBO;M;5047730.0;324602.0;590
201100000195;11;11;23;715;3;1;1;5.0;1.0;617;Route de PONT SUR SAMBRE;M;5025049.0;385199.0;590
201100000202;11;10;1;1845;1;2;1;7.0;1.0;619;CD942, 54 route de BAVAY;M;5025797.0;365474.0;590
201100000217;11;8;29;830;1;2;1;1.0;2.0;80;rue de bancourt;M;0.0;0.0;620
201100000239;11;8;14;1045;1;1;1;1.0;1.0;609;;M;5037100.0;272700.0;620
201100000251;11;8;29;1730;1;2;3;1.0;1.0;42;rue des chardonnerets;M;0.0;0.0;620
201100000275;11;3;6;830;1;2;1;7.0;3.0;706;RUE DU MOULIN L AVOUE;M;0.0;0.0;620
201100000283;11;7;12;1045;1;1;1;8.0;2.0;338;;M;5064800.0;285300.0;620
201100000292;11;3;26;1700;1;2;1;1.0;1.0;773;route de Carly;M;0.0;0.0;620
201100000313;11;4;2;1830;1;1;6;1.0;1.0;207;;M;0.0;0.0;620
201100000322;11;10;11;1130;1;2;1;2.0;2.0;670;Route principale Sehen;M;0.0;0.0;620
201100000331;11;5;15;1000;1;2;1;1.0;3.0;318;cd 940 camping de la pin;M;5054100.0;162500.0;620
201100000332;11;10;10;1845;1;2;6;1.0;1.0;318;rond point cit? BEL AIR;M;0.0;0.0;620
201100000347;11;6;30;1730;1;2;1;1.0;1.0;431;31 grand rue;M;0.0;0.0;620
201100000348;11;8;2;1000;1;2;1;7.0;1.0;684;Route Nationale 43;M;5069600.0;236200.0;620
201100000351;11;12;11;800;2;1;1;1.0;2.0;811;;M;0.0;0.0;620
201100000359;11;8;12;1600;1;1;1;1.0;2.0;645;;M;0.0;0.0;620
201100000372;11;1;27;1730;1;1;2;1.0;3.0;837;;M;5066700.0;203100.0;620
201100000387;11;4;24;1545;1;2;1;1.0;1.0;258;rue de St Pol, RD101;M;5036000.0;226800.0;620
201100000397;11;9;27;2100;3;1;1;1.0;1.0;416;;M;0.0;0.0;620
201100000424;11;5;13;1845;1;1;1;1.0;3.0;530;;M;0.0;0.0;800
201100000432;11;11;22;1345;1;2;6;7.0;3.0;212;rond point de la marine;M;0.0;0.0;800
201100000446;11;1;23;1045;1;1;2;1.0;3.0;791;;M;0.0;0.0;800
201100000474;11;12;7;1845;4;2;1;1.0;1.0;11;Rue pierre Brossolette;M;0.0;0.0;800
201100000502;11;8;24;1645;1;2;1;1.0;1.0;721;QUAI DU ROMMEREL;M;0.0;0.0;800
201100000515;11;6;1;1145;1;2;1;1.0;3.0;228;Rue de la dune;M;0.0;0.0;800
201100000561;11;4;3;1530;1;2;1;1.0;3.0;685;Rue Chivot;M;0.0;0.0;800
201100000565;11;10;13;1415;1;2;6;1.0;2.0;685;ROND POINT SAINT MEDARD;M;0.0;0.0;800
201100000599;11;12;13;815;3;2;1;2.0;1.0;16;Rue Auguste SOUFFLET;M;0.0;0.0;800
201100000633;11;12;2;1830;3;1;1;1.0;1.0;237;;M;0.0;0.0;20
201100000663;11;11;11;1350;1;2;3;1.0;3.0;550;37 rue de la vallee;M;0.0;0.0;20
201100000672;11;4;10;1530;1;2;1;1.0;6.0;346;Rue de la gare;M;0.0;0.0;20
201100000691;11;5;15;915;1;1;1;1.0;2.0;555;;M;0.0;0.0;20
201100000713;11;3;22;2110;3;1;1;1.0;2.0;359;;M;0.0;0.0;20
201100000717;11;6;5;1415;1;1;1;1.0;1.0;420;;M;0.0;0.0;20
201100000719;11;8;18;1400;1;2;9;1.0;3.0;355;rue émile malezieux;M;0.0;0.0;20
201100000724;11;7;8;2300;3;1;1;1.0;6.0;95;;M;0.0;0.0;20
201100000727;11;7;28;1530;1;2;1;1.0;1.0;334;RUE DE LA REPUBLIQUE;M;0.0;0.0;20
201100000766;11;8;4;1000;1;1;1;1.0;1.0;687;;M;4930900.0;321400.0;20
201100000767;11;8;14;1935;1;2;3;1.0;6.0;71;rue de la fabrique;M;0.0;0.0;20
201100000774;11;12;5;1735;5;2;4;3.0;1.0;810;avenue de la gare;M;4924686.0;308732.0;20
201100000777;11;4;10;1805;1;2;3;1.0;6.0;743;CD 954;M;0.0;0.0;20
201100000795;11;4;8;1655;1;1;9;1.0;3.0;830;;M;0.0;0.0;20
201100000807;11;6;14;1400;1;2;9;1.0;6.0;381;15 ROUTE DE BLANGY;M;0.0;0.0;20
201100000927;11;8;14;945;1;2;6;2.0;1.0;104;ROUTE DE MONTDIDIER;M;0.0;0.0;600
201100000956;11;12;2;1645;2;2;2;1.0;1.0;456;CARREFOUR D152 ET D528;M;0.0;0.0;600
201100000980;11;12;24;1130;1;2;6;1.0;3.0;151;intersection RD81 / RD66;M;0.0;0.0;600
201100000989;11;3;28;1515;1;1;1;1.0;1.0;125;;M;0.0;0.0;600
201100001008;11;2;22;1600;1;2;3;1.0;1.0;603;Grande rue;M;0.0;0.0;600
201100001033;11;4;25;1015;1;1;1;7.0;3.0;212;;M;0.0;0.0;600
201100001051;11;2;28;2100;5;1;6;1.0;1.0;589;;M;0.0;0.0;600
201100001091;11;5;8;1100;1;2;1;7.0;3.0;509;;M;0.0;0.0;600
201100001094;11;8;18;815;1;2;1;1.0;1.0;509;rue pasteur;M;4931100.0;257900.0;600
201100001123;11;9;16;1615;1;2;1;1.0;6.0;624;R THIERRY;M;4987928.0;121897.0;760
201100001148;11;4;5;1745;1;1;1;1.0;1.0;750;LE PETIT MARAIS;M;4945770.0;82032.0;760
201100001219;11;4;12;930;1;1;1;1.0;2.0;67;;M;4949100.0;161300.0;760
201100001287;11;11;12;1;3;2;1;1.0;2.0;306;HAMEAU DE FUMECON;M;4897490.0;115867.0;270
201100001378;11;12;23;2015;3;1;1;3.0;5.0;226;;M;4931460.0;160332.0;270
201100001439;11;4;25;1530;1;2;1;1.0;1.0;322;RUE DU QUESNEAU;M;4923220.0;107332.0;270
201100001452;11;4;13;1015;1;2;3;1.0;3.0;428;RUE DE LA LIBERATION;M;4914380.0;90254.0;270
201100001469;11;6;13;800;2;1;1;1.0;2.0;263;;M;4937830.0;56077.0;270
201100001477;11;3;30;1745;1;1;1;2.0;2.0;228;;M;4935860.0;68874.0;270
201100001497;11;5;24;1945;2;1;3;1.0;3.0;47;Carcé;M;4802107.0;-172154.0;350
201100001500;11;1;19;1400;1;2;2;1.0;1.0;94;rue de tanouarn;M;4835744.0;-171484.0;350
201100001503;11;2;28;1745;1;1;2;1.0;3.0;193;;M;4823972.0;-171215.0;350
201100001514;11;4;10;1600;1;1;2;1.0;1.0;143;;M;4824900.0;-200300.0;350
201100001519;11;8;1;1715;1;1;1;1.0;3.0;297;;M;4821400.0;-217400.0;350
201100001521;11;8;22;1930;1;1;1;2.0;3.0;171;;M;4827900.0;-203399.0;350
201100001523;11;10;1;1930;1;1;1;1.0;1.0;234;;M;0.0;0.0;350
201100001529;11;12;11;1230;1;1;1;8.0;3.0;117;;M;4815200.0;-223500.0;350
201100001543;11;10;1;1630;1;1;1;1.0;2.0;240;;M;4808300.0;-177000.0;350
201100001549;11;12;20;900;1;1;6;8.0;1.0;240;;M;0.0;0.0;350
201100001667;11;11;19;930;1;1;1;1.0;3.0;222;;M;4854800.0;-156000.0;350
201100001676;11;7;4;845;1;1;1;1.0;6.0;360;;M;0.0;0.0;350
201100001678;11;7;3;915;1;2;6;1.0;3.0;360;BOULEVARD DES ROCHERS;M;0.0;0.0;350
201100001682;11;9;26;1100;1;2;1;1.0;3.0;360;boulevard chateaubriant;M;4812600.0;-121000.0;350
201100001689;11;1;18;900;1;1;1;1.0;2.0;254;;M;0.0;0.0;350
201100001713;11;8;2;1845;1;1;3;1.0;2.0;88;;M;4798300.0;-157100.0;350
201100001726;11;4;18;1330;1;1;4;1.0;3.0;7;RD4/RUE DU MENIC;M;4860220.0;-283922.0;220
201100001742;11;3;22;1545;1;1;3;1.0;3.0;151;CARGOUET;M;4845312.0;-259705.0;220
201100001743;11;4;15;1845;1;2;3;1.0;3.0;98;RUE PEMINIER/HORTENSIAS;M;4843268.0;-253772.0;220
201100001755;11;3;17;1845;1;1;3;1.0;1.0;203;CARDREUX;M;4834331.0;-277522.0;220
201100001766;11;8;4;1800;1;2;1;1.0;1.0;275;;M;4814100.0;-269900.0;220
201100001774;11;12;12;1100;1;2;6;7.0;3.0;136;rond point du bois solei;M;4817500.0;-275300.0;220
201100001785;11;8;30;1215;1;2;3;1.0;3.0;162;chemin de kérano;M;4876899.0;-305178.0;220
201100001792;11;7;3;900;1;1;6;1.0;2.0;81;Rd Pt des Grands Champs;M;4848167.0;-264573.0;220
201100001814;11;6;19;1230;1;1;2;1.0;3.0;180;LES QUATRE ROUTES;M;4844235.0;-223109.0;220
201100001818;11;7;22;1600;1;1;1;1.0;1.0;118;;M;4845300.0;-200700.0;220
201100001839;11;2;9;1530;1;2;1;1.0;2.0;172;42 RUE DU PONT;M;4852259.0;-223256.0;220
201100001841;11;2;12;1345;1;1;1;1.0;2.0;190;L'HIPPODROME;M;4853243.0;-205619.0;220
201100001843;11;3;25;915;1;1;1;1.0;1.0;209;;M;4858000.0;-214000.0;220
201100001845;11;4;10;845;1;2;1;1.0;6.0;143;le bourg de TREGON;M;0.0;0.0;220
201100001854;11;8;15;1830;1;2;1;1.0;1.0;179;rue es accacias;M;4864000.0;-240900.0;220
201100001866;11;7;10;1245;1;2;3;1.0;7.0;183;RUE DU JEGUET/ROSEAUX;M;4817882.0;-257895.0;220
201100001877;11;10;14;1700;1;2;1;1.0;1.0;70;RUE DU 19 MARS 1962;M;4856700.0;-314900.0;220
201100001898;11;6;29;1115;1;1;1;1.0;2.0;207;;M;0.0;0.0;220
201100001920;11;8;20;1145;1;1;2;1.0;3.0;152;FEUNTEUN VIN;M;4875720.0;-327886.0;220
201100001921;11;8;24;1530;1;1;4;1.0;2.0;196;;M;4875744.0;-315311.0;220
201100001927;11;11;27;1215;1;1;1;1.0;1.0;199;;M;4878500.0;-318300.0;220
201100001938;11;6;7;1800;1;1;1;1.0;1.0;8;;M;4806605.0;-455759.0;290
201100001951;11;5;1;1645;1;2;1;1.0;3.0;46;route de br?huel;M;4808407.0;-431361.0;290
201100001954;11;10;27;1630;1;2;1;8.0;3.0;46;avenue de la gare;M;4809394.0;-434129.0;290
201100001959;11;2;22;730;5;2;9;2.0;1.0;58;RESIDENCE DE KERVIHAN;M;4789961.0;-402043.0;290
201100001966;11;8;7;1130;1;1;1;1.0;1.0;58;;M;4789867.0;-401399.0;290
201100001974;11;12;9;1745;3;1;1;1.0;3.0;58;;M;4788420.0;-400635.0;290
201100001980;11;5;4;1445;1;1;1;1.0;3.0;284;;M;4782141.0;-425870.0;290
201100002014;11;5;4;1430;1;1;3;1.0;3.0;195;;M;4861612.0;-451330.0;290
201100002023;11;3;13;730;2;1;1;1.0;6.0;149;;M;4846026.0;-458090.0;290
201100002027;11;11;5;1315;1;2;6;1.0;3.0;178;RUE Yves TALARMIN;M;4854114.0;-465654.0;290
201100002034;11;9;23;1815;1;2;1;1.0;3.0;302;CD 770 rue de Brest;M;4825884.0;-408122.0;290
201100002035;11;9;29;715;2;2;6;1.0;1.0;26;Quai cosmao;M;4819676.0;-409345.0;290
201100002037;11;10;29;930;1;1;1;1.0;3.0;44;;M;4819161.0;-417268.0;290
201100002081;11;3;29;1745;1;2;9;1.0;1.0;265;Route de Penprat;M;4855830.0;-387984.0;290
201100002082;11;4;29;2215;3;1;1;1.0;6.0;163;;M;4853434.0;-387301.0;290
201100002087;11;4;17;1800;1;2;1;1.0;1.0;259;RUE DU QUAI DE PEMPOUL;M;4868211.0;-397044.0;290
201100002089;11;4;27;1130;1;2;6;1.0;1.0;271;Roz Avel;M;4860516.0;-412341.0;290
201100002090;11;7;14;1515;1;1;1;1.0;1.0;210;;M;4857349.0;-401127.0;290
201100002107;11;9;10;930;1;2;1;1.0;5.0;164;rue de Ker Anna;M;4765607.0;-286714.0;560
201100002113;11;10;28;1415;1;1;1;1.0;1.0;132;;M;0.0;0.0;560
201100002114;11;11;12;1800;5;2;1;1.0;3.0;164;01 rue Etienne Jodelle;M;4765840.0;-285076.0;560
201100002122;11;7;23;1900;1;2;1;1.0;1.0;223;Rue des Kenues;M;4763555.0;-212080.0;560
201100002160;11;1;10;1145;1;2;6;1.0;3.0;7;Avenue G. de GAULLE;M;4767551.0;-299407.0;560
201100002167;11;4;30;1745;1;1;1;1.0;5.0;167;;M;4763464.0;-291487.0;560
201100002189;11;4;29;1200;1;2;1;1.0;3.0;34;boulevard de la plage;M;4757205.0;-307160.0;560
201100002191;11;5;13;1100;1;2;1;1.0;2.0;186;rue de la gare;M;4748479.0;-311892.0;560
201100002195;11;7;22;2030;1;2;1;1.0;1.0;186;rue de Roch Priol;M;4748102.0;-311831.0;560
201100002205;11;1;19;1830;3;1;1;1.0;1.0;166;;M;4793300.0;-334430.0;560
201100002214;11;5;18;800;1;2;6;1.0;3.0;36;Rue Dominique Arago;M;4778298.0;-333852.0;560
201100002218;11;7;17;1015;1;1;1;8.0;3.0;40;;M;4783977.0;-335746.0;560
201100002237;11;7;5;1745;1;1;1;8.0;3.0;13;;M;0.0;0.0;560
201100002238;11;8;18;515;3;1;1;5.0;1.0;119;;M;0.0;0.0;560
201100002255;11;6;23;1730;1;1;1;1.0;2.0;227;;M;0.0;0.0;560
201100002260;11;7;18;1930;1;1;6;1.0;2.0;165;;M;0.0;0.0;560
201100002279;11;7;26;1100;1;1;1;1.0;3.0;20;;M;4778936.0;-246240.0;560
201100002299;11;7;23;1200;1;1;1;1.0;3.0;17;;M;0.0;0.0;560
201100002307;11;11;25;1815;3;1;1;1.0;6.0;17;;M;0.0;0.0;560
201100002324;11;8;1;1845;1;1;1;1.0;1.0;76;;M;4803108.0;-308969.0;560
201100002345;11;8;29;1845;1;1;9;1.0;3.0;174;;M;0.0;0.0;560
201100002347;11;11;13;100;3;1;1;1.0;3.0;74;;M;0.0;0.0;560
201100002369;11;6;12;830;1;1;3;1.0;3.0;384;CARREFOURRD22/CHE.VALL?E;M;4930330.0;-35659.0;140
201100002386;11;3;23;1400;1;1;3;1.0;1.0;74;;M;4908680.0;-19118.0;140
201100002387;11;3;28;1030;1;1;1;1.0;7.0;486;;M;4898080.0;-21362.0;140
201100002399;11;3;28;1500;1;2;1;1.0;3.0;488;;M;4928720.0;-24968.0;140
201100002402;11;5;3;900;1;2;2;1.0;3.0;166;;M;4927290.0;-30093.0;140
201100002409;11;3;22;1500;1;1;1;1.0;1.0;724;;M;4927100.0;-15900.0;140
201100002430;11;4;17;1200;1;1;1;1.0;1.0;468;;M;0.0;0.0;140
201100002459;11;4;20;1505;1;1;1;1.0;1.0;99;;M;4902920.0;-2636.0;140
201100002466;11;8;19;945;1;2;6;1.0;3.0;431;Place Charles De Gaulle;M;4907700.0;-7000.0;140
201100002497;11;4;26;1500;1;1;3;1.0;3.0;231;;M;0.0;0.0;140
201100002499;11;5;29;1115;1;1;3;1.0;3.0;198;;M;4923330.0;2531.0;140
201100002522;11;10;31;1515;1;1;1;1.0;1.0;347;;M;0.0;0.0;140
201100002540;11;6;16;1830;1;2;1;1.0;1.0;356;;M;0.0;0.0;500
201100002546;11;10;26;1900;5;2;1;1.0;1.0;292;Rue des Sports;M;0.0;0.0;500
201100002573;11;4;16;1550;1;1;4;1.0;3.0;54;A106 / AV DE PARIS;M;4873920.0;236359.0;940
201100002579;11;9;15;915;1;1;1;1.0;3.0;202;;M;0.0;0.0;500
201100002593;11;7;13;1700;1;2;1;1.0;3.0;25;bd du luxembourg;M;0.0;0.0;500
201100002604;11;7;3;1145;1;2;1;1.0;1.0;66;;M;0.0;0.0;500
201100002607;11;9;5;1515;1;1;1;1.0;1.0;27;;M;4872500.0;-142400.0;500
201100002610;11;1;21;1100;1;1;1;1.0;1.0;331;;M;0.0;0.0;500
201100002621;11;9;13;1615;1;1;1;1.0;2.0;65;;M;4855700.0;-149000.0;500
201100002654;11;3;23;1600;1;2;1;1.0;1.0;178;Le mont?reire RD 116;M;0.0;0.0;500
201100002661;11;6;13;1800;1;1;1;1.0;1.0;618;;M;0.0;0.0;500
201100002664;11;8;2;1730;1;1;1;1.0;1.0;342;;M;0.0;0.0;500
201100002676;11;12;9;1230;1;1;1;1.0;2.0;58;;M;0.0;0.0;500
201100002689;11;10;20;915;1;1;1;1.0;2.0;626;;M;0.0;0.0;500
201100002695;11;5;12;1930;1;1;1;1.0;3.0;403;;M;4919400.0;-157200.0;500
201100002702;11;10;22;1115;1;1;1;1.0;2.0;510;;M;4918300.0;-137000.0;500
201100002707;11;11;27;1745;2;1;1;1.0;3.0;510;;M;0.0;0.0;500
201100002720;11;6;24;1845;1;2;1;1.0;1.0;484;face centre leclerc;M;0.0;0.0;500
201100002733;11;1;24;650;5;2;3;1.0;6.0;53;AVENUE DE  MARBOZ;;;;10
201100002750;11;3;10;1540;1;2;1;1.0;7.0;53;SANS, JOLIOT CURIE ( BOU;;;;10
201100002758;11;3;24;2000;5;2;3;1.0;6.0;53;125, BROU ( BD N°65 B A;;;;10
201100002786;11;6;17;2130;5;2;2;2.0;3.0;53;SANS, SEMARD ( AVENUE PI;;;;10
201100002797;11;7;12;1225;1;2;1;1.0;6.0;53;03, KENNEDY BVD J  - IMP;;;;10
201100002801;11;8;5;1005;1;2;3;1.0;3.0;53;snr, ROBIN ( RUE CHARLES;;;;10
201100002831;11;10;31;1545;1;2;1;1.0;3.0;53;snr, PICASSO ( AVENUE PA;;;;10
201100002835;11;11;8;740;1;2;1;1.0;7.0;53;9, LECLERC (BVD  MARECHA;;;;10
201100002836;11;11;8;1655;5;2;1;1.0;6.0;53;98, BROU ( BD N?68 A 182;;;;10
201100002838;11;11;12;1610;1;2;6;1.0;3.0;53;STAND ( RUE DU );;;;10
201100002841;11;11;14;650;3;1;1;1.0;2.0;451;snr, POLLIAT (ROUTE DE );;;;10
201100002876;11;5;23;1800;1;2;1;1.0;3.0;352;;M;0.0;0.0;610
201100002877;11;7;6;1930;1;2;3;1.0;5.0;494;rue du petit pont;M;0.0;0.0;610
201100002893;11;5;6;1715;1;1;2;1.0;3.0;91;;M;0.0;0.0;610
201100002897;11;8;1;1230;1;1;2;7.0;3.0;91;L'ETOILE D'ANDAINE;M;0.0;0.0;610
201100002983;11;11;11;840;1;2;1;1.0;5.0;42;rue de nantes;;;;440
