Accident_Id;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202200000016;21;10;2022;16:32;1;75;75106;2;1;1;3;RUE DE VAUGIRARD;48.847999;2.330176
202200000017;20;10;2022;13:00;1;75;75105;2;2;1;3;BOULEVARD SAINT GERMAIN;48.851387;2.343186
202200000025;21;10;2022;11:25;1;75;75113;2;4;1;6;BOULEVARD KELLERMANN;48.821028;2.354515
202200000027;21;10;2022;15:50;1;75;75103;2;2;1;6;RUE DE TURENNE;48.861327;2.364602
202200000046;21;10;2022;19:40;5;93;93049;2;2;1;3;Avenue Jean Jaurès / Avenue Victor Hugo;48.8587;2.50654
202200000058;21;10;2022;20:00;5;92;92048;2;1;1;2;JEAN JAURES (AVENUE) N° 8 A 72;48.81288;2.2462
202200000060;21;10;2022;09:26;1;92;92060;2;1;2;3;ARTHUR RANC (RUE);48.78449;2.27488
202200000062;21;10;2022;14:40;1;92;92012;2;1;1;3;THIERS (RUE) 1/65;48.837121;2.248365
202200000087;18;10;2022;11:03;1;29;29075;2;6;1;3;Rond Point de la Vallée;48.431226;-4.402658
202200000092;12;10;2022;10:45;1;09;09173;1;1;1;2;route de crampagna;43.036357;1.540797
202200000120;10;9;2022;16:00;1;56;56262;2;1;1;3;Rue du General de Gaulle;47.638231;-2.952866
202200000147;20;10;2022;12:00;1;75;75105;2;3;1;3;BOULEVARD DE PORT ROYAL;48.839552;2.337271
202200000152;20;10;2022;08:18;2;75;75115;2;1;2;7;AVENUE DU MAINE;48.84061;2.321498
202200000157;20;10;2022;19:20;5;75;75111;2;1;3;6;RUE RICHARD LENOIR;48.854984;2.382112
202200000164;7;8;2022;04:23;5;49;49007;2;1;1;7;POISSONNERIE;47.47312;-0.55637
202200000165;9;8;2022;09:27;1;45;45234;2;3;1;3;5 Rue Georges Pompidou;47.886831;1.903207
202200000166;9;8;2022;07:40;1;45;45302;2;6;1;3;75 Rue des Sables de Sary;47.94735;1.86528
202200000176;8;8;2022;15:10;1;17;17300;2;1;1;3;CORDELIERS  AVENUE DES;46.166;-1.14184
202200000184;9;8;2022;02:30;5;75;75120;2;2;1;3;RUE DES PYRENEES;48.859163;2.402127
202200000203;9;8;2022;19:40;1;92;92064;2;3;1;7;REPUBLIQUE;48.8442803244;2.2075653076
202200000217;21;7;2022;10:05;1;79;79284;2;1;1;3;10 Rue du Député Disleau;46.44336;-0.44768
202200000226;9;8;2022;08:00;1;01;01039;2;1;1;2;route de bourgogne;45.857641;5.74277
202200000253;10;8;2022;07:55;1;29;29169;1;1;1;3;Route de Guengat;48.072151;-4.193553
202200000319;6;8;2022;18:31;1;47;47027;1;1;1;6;RD 236;44.4155;0.6619
202200000332;8;8;2022;21:00;2;35;35238;2;1;1;3;SALLE (BLD JEAN BAPTISTE DE LA);48.1157646679;-1.7045089602
202200000342;4;5;2022;09:20;1;69;69388;2;2;1;1;Rue Florent;45.72743;4.8785
202200000362;4;5;2022;17:40;1;64;64445;2;4;1;3;HENRI FAISANS;43.30091;-0.35968
202200000377;21;4;2022;16:40;1;29;29019;2;3;1;3;Boulevard de l’Europe;48.407405;-4.522259
202200000380;4;5;2022;08:25;1;17;17028;2;6;1;3;GRASSET   AVENUE EDMOND;46.13487;-1.12047
202200000381;29;4;2022;18:10;1;15;15014;2;1;1;6;DOUMER (AVENUE PAUL);44.92633;2.44544
202200000383;4;5;2022;13:10;1;13;13206;2;2;1;2;GOUFFE (COURS);43.28545;5.38985
202200000392;4;5;2022;07:06;1;75;75119;2;1;1;2;RUE GASTON TESSIER;48.896181;2.375056
202200000394;30;4;2022;00:50;5;75;75119;2;1;1;1;QUAI DE L OISE;48.891438;2.385017
202200000398;4;5;2022;12:30;1;75;75114;2;1;1;6;RUE REMY DUMONCEL;48.829665;2.330416
202200000402;4;5;2022;15:00;1;75;75107;2;2;1;3;PONT DES INVALIDES;48.862573;2.310408
202200000403;4;5;2022;14:30;1;75;75104;2;3;1;7;RUE DU RENARD;48.860325;2.353003
202200000405;3;5;2022;17:00;1;75;75101;2;2;1;3;RUE DE RIVOLI;48.860909;2.340839
202200000407;3;5;2022;09:10;1;75;75104;2;3;1;7;RUE DE RIVOLI;48.855097;2.36168
202200000409;4;5;2022;12:30;1;94;94037;2;1;1;2;Avenue Jean Jaurès;48.81364;2.35059
202200000411;3;5;2022;23:03;5;94;94016;2;1;1;7;Rue Etienne Dolet;48.7926210853;2.3377833365
202200000414;4;5;2022;09:10;1;94;94034;2;6;1;6;DEPORTATION (CAR DE LA);48.75777;2.32924
202200000424;4;5;2022;17:00;1;92;92051;2;1;1;3;CHARLES DE GAULLE (AVENUE, N°27 A 129);48.8802183655;2.2739046514
202200000427;6;5;2022;13:30;1;80;80016;1;1;1;2;D52;49.989772;2.63891
202200000446;6;5;2022;15:20;1;41;41149;1;1;1;7;La Touche;47.78101;0.800822
202200000452;20;10;2022;18:20;4;75;75111;2;3;8;3;RUE DE CHARONNE;48.853314;2.375732
202200000457;2;5;2022;16:53;1;82;82112;2;2;1;1;10 Boulevard Camille Delthil;44.102915;1.086879
202200000463;19;10;2022;19:40;5;94;94033;2;1;1;3;Avenue Ernest Renan;48.85648;2.46535
202200000480;25;3;2022;16:30;1;38;38035;2;1;1;3;Route de Lyon;45.514131;5.078947
202200000487;20;10;2022;18:00;1;92;92007;2;1;8;3;BRIAND (AVENUE ARISTIDE) N° 2 A 98;48.7998881231;2.3232586383
202200000496;19;10;2022;15:15;1;92;92009;2;1;1;2;MAURICE PELLETIER ( RUE );48.911238;2.264892
202200000497;23;3;2022;14:05;1;53;53097;2;6;1;2;Super U (Carburant);48.147645;-0.413017
202200000507;19;10;2022;16:15;1;31;31467;2;1;1;3;Rue Léon Blum;43.686733;1.420261
202200000578;9;10;2022;10:46;2;16;16096;1;1;1;2;D178;45.813513;0.540773
202200000592;28;9;2022;13:15;1;22;22050;2;1;2;2;Rue Carnot;48.456479;-2.051172
202200000615;9;11;2022;17:05;2;22;22187;2;3;1;3;Rue de la Ville Solon;48.53817;-2.76115
202200000634;3;8;2022;18:50;1;73;73065;2;3;1;2;Pont des Amours;45.5675845444;5.9245372676
202200000657;18;10;2022;14:40;1;13;13041;2;6;1;1;D6;43.457822;5.463292
202200000658;24;3;2022;21:37;5;973;97302;2;2;1;6;DE GAULLE (AVENUE);4.9396;-52.32849
202200000668;25;3;2022;00:15;5;69;69383;2;4;1;3;Rue Général Mouton-Duvernet;45.75084;4.86074
202200000670;15;11;2022;16:35;1;17;17299;2;1;2;2;DE GAULLE AVENUE DU GENERAL;45.93561;-0.96257
202200000672;20;10;2022;06:30;5;69;69089;2;9;2;1;Route de la Libération;45.733355;4.775861
202200000678;25;9;2022;12:30;1;33;33449;2;9;1;3;Rue Albert Menaut;44.893709;-0.717722
202200000684;31;12;2022;16:24;1;63;63113;2;1;1;7;PUY DE DOME (AVENUE DU);45.78798;3.05592
202200000689;24;3;2022;16:50;1;85;85191;2;3;1;3;FOCH RUE DU MARECHAL;46.67206;-1.42744
202200000691;24;3;2022;08:40;1;85;85191;2;9;1;3;92 Rue rené coty;46.658318;-1.4481581
202200000692;23;9;2022;11:00;1;84;84007;2;2;1;6;Verdière(chemin)-MONTFAVET;43.94329;4.86574
202200000693;24;3;2022;17:15;1;81;81004;2;6;1;3;AGRICULTEURS (DES);43.92084;2.17205
202200000730;10;9;2022;08:50;1;73;73297;2;9;1;3;D201C / montée de la mairie;45.643699;6.317697
202200000737;23;3;2022;07:51;1;49;49267;2;6;1;3;PATIS;47.4742933504;-0.5155581236
202200000746;24;3;2022;16:45;1;38;38185;2;1;1;3;MARIE REYNOARD (AVENUE);45.16469;5.72897
202200000751;23;3;2022;16:30;1;37;37261;2;1;1;1;FRANCE (PLACE ANATOLE);47.39678;0.6859
202200000770;11;4;2022;10:15;1;93;93064;2;1;1;2;Rue Galilée;48.862251;2.488219
202200000784;30;10;2022;15:50;1;14;14191;2;6;7;3;D79;49.322399;-0.455288
202200000787;24;3;2022;13:49;1;15;15014;1;1;1;3;LIEU- DIT VEYRAC (CD117);44.92479;2.47424
202200000788;18;10;2022;17:30;1;14;14762;2;6;1;1;D407;48.866704;-0.870611
202200000811;17;10;2022;19:15;3;76;76481;1;6;1;6;MONTIVILLIERS (ROUTE DE);49.56195;0.11641
202200000817;19;10;2022;20:25;3;71;71540;1;6;1;3;Rond-Point du Vieux Saule;46.76779;4.45318
202200000819;19;10;2022;10:25;1;69;69259;2;6;1;3;Rue Pierre Brossolette;45.72855;4.85898
202200000827;16;11;2022;15:50;1;73;73008;2;6;1;3;D1201;45.6935;5.89634
202200000831;18;10;2022;13:50;1;66;66136;2;6;1;3;;42.7050387372;2.8810049593
202200000833;19;10;2022;17:35;1;64;64129;2;1;1;3;Avenue de la Republique;43.30331;-0.39534
202200000838;24;3;2022;15:50;1;75;75119;2;3;1;7;AVENUE SIMON BOLIVAR;48.875243;2.382312
202200000841;24;3;2022;12:30;1;75;75116;2;1;1;3;AVENUE KLEBER;48.86978;2.292217
202200000843;11;10;2022;15:00;1;63;63113;2;4;1;3;RICHEPIN (RUE JEAN);45.7815;3.08848
202200000858;30;11;2022;12:40;1;74;74010;1;6;1;3;pk 0 D38;45.843934;6.057723
202200000886;7;9;2022;17:15;1;38;38053;2;1;3;1;Avenue Maréchal Leclerc;45.58816;5.2815
202200000895;17;10;2022;19:40;5;19;19031;2;2;1;3;;45.16198;1.53106
202200000901;21;10;2022;07:59;2;29;29147;2;6;3;3;N165;47.8675599;-3.584593
202200000920;29;4;2022;16:50;1;62;62040;1;2;1;3;D942;50.718347;2.325642
202200000921;18;12;2022;16:10;1;74;74305;2;1;1;3;THOUVENEL (RUE);46.20153;6.24554
202200000928;5;12;2022;09:00;1;74;74010;2;3;8;2;CRAN (AVENUE DE);45.90543;6.11963
202200000944;10;10;2022;12:15;1;69;69386;2;3;1;3;Boulevard des Belges;45.77007;4.85698
202200000981;18;9;2022;14:24;1;67;67306;1;1;1;5;D191;48.515846;7.293726
202200000998;18;9;2022;11:30;1;03;03084;1;1;1;3;Route du Montet;46.477798;2.85269
202200001002;19;9;2022;19:00;1;60;60667;2;1;1;7;Rue des Moulins;49.310886;2.736685
202200001028;17;9;2022;13:00;1;67;67237;2;6;1;3;Giratoire D468 / Rue du Lieutenant de Bettignies;48.675894;7.84588
202200001069;17;9;2022;12:45;1;64;64445;2;3;1;3;avenue Dufau;43.30464;-0.36819
202200001081;17;9;2022;15:00;1;29;29019;2;6;1;3;9 rue Sébastopol;48.4002546192;-4.4690741301
202200001098;17;9;2022;18:40;1;75;75116;2;4;1;2;AVENUE DE LA PORTE DE SAINT CLOUD;48.8385927303;2.2523018718
202200001139;17;9;2022;15:40;1;93;93051;2;1;1;1;Rue Pierre Brossolette;48.8484584888;2.5502522934
202200001157;4;7;2022;19:59;1;49;49007;2;8;1;7;DESPORTES;47.4625863605;-0.5550026894
202200001165;6;5;2022;17:00;1;35;35051;2;6;1;3;RENNES (RUE DE);48.1140330059;-1.6203244776
202200001198;5;7;2022;17:35;1;75;75115;2;1;1;3;RUE LINOIS;48.848734;2.282562
202200001201;4;7;2022;11:50;1;75;75114;2;1;1;6;BOULEVARD JOURDAN;48.822886;2.327401
202200001202;5;7;2022;23:05;5;75;75113;2;1;1;6;AVENUE D IVRY;48.825361;2.361636
202200001203;5;7;2022;13:10;1;75;75113;2;3;1;3;BOULEVARD KELLERMANN;48.821003;2.350788
202200001204;5;7;2022;19:00;1;75;75112;2;7;1;3;BOULEVARD DE REUILLY;48.839531;2.395223
202200001210;5;7;2022;17:45;1;75;75103;2;1;1;6;RUE BLONDEL;48.868515;2.354782
202200001213;5;7;2022;08:45;1;94;94076;2;1;1;2;PARIS (AV DE);48.802144;2.364724
202200001219;5;7;2022;08:35;1;93;93078;2;1;1;1;Avenue Emile Dambel;48.95397;2.54894
202200001231;5;7;2022;19:35;1;92;92062;2;1;1;2;BAS-ROGERS (RUE DES) N° 2 AU 38;48.8799580109;2.2311405837
202200001289;8;8;2022;07:30;1;75;75113;2;3;1;2;AVENUE PIERRE MENDES FRANCE;48.840405;2.368846
202200001295;8;8;2022;18:30;1;93;93066;2;1;1;1;Rue des Blés;48.9129364537;2.3593832021
202200001313;9;8;2022;20:00;2;76;76224;1;2;1;3;D925;49.63444;0.33787
202200001316;8;8;2022;19:00;1;89;89143;2;3;1;3;Grande Rue;48.212506;3.074788
202200001317;9;8;2022;13:25;1;61;61464;2;1;1;2;route de mortagne;48.606153;0.184354
202200001331;8;8;2022;15:50;1;85;85234;2;1;1;7;3 Rue du Marche;46.7847527;-2.07366809
202200001343;8;8;2022;21:20;2;13;13111;1;1;1;1;RD10;43.554893;5.544834
202200001350;8;8;2022;18:30;2;60;60553;1;1;1;3;D75;49.447701;2.604287
202200001352;8;8;2022;13:10;1;60;60395;2;1;1;3;Rue des Dentellières;49.2420625674;2.1387387514
202200001378;6;8;2022;18:53;1;88;88429;2;2;1;1;route de Raon aux Bois;48.02955;6.57588
202200001385;7;8;2022;11:55;1;64;64483;1;1;1;3;Chemin d’Iratchabal;43.3934;-1.6277
202200001388;7;8;2022;20:45;1;59;59350;2;9;1;3;ESPLANADE FACADE;50.6424916722;3.0535393953
202200001391;7;8;2022;18:50;1;54;54375;1;1;7;2;RD 958;48.89463;5.97877
202200001399;7;8;2022;11:30;1;35;35238;1;6;1;3;RD 29;48.15481;-1.62537
202200001409;7;8;2022;23:50;4;13;13004;1;1;1;2;RTE DE CRAU;43.65785;4.66016
202200001414;7;8;2022;12:30;1;75;75116;2;4;1;4;RUE DE REMUSAT;48.847936;2.271404
202200001415;7;8;2022;10:10;1;75;75115;2;2;1;3;BOULEVARD DE VAUGIRARD;48.840479;2.314907
202200001422;7;8;2022;16:45;1;93;93051;2;1;1;6;Rue Charles Pranard;48.84801;2.57287
202200001441;7;8;2022;17:45;1;46;46039;1;1;7;6;route départementale 38;44.580515;1.830565
202200001465;1;5;2022;13:30;1;01;01386;1;1;1;7;D60b;45.892767;5.362294
202200001490;2;5;2022;17:15;1;974;97407;1;9;1;1;MASCAREIGNES(BOULEVARD);-20.94945;55.30245
202200001492;7;8;2022;20:00;5;987;98747;2;1;1;1;Pk 59 RT01;-17.756;-148.736
202200001516;29;4;2022;01:15;5;67;67482;2;1;1;3;HOPITAL (ROUTE DE L );48.56954;7.75113
202200001518;2;5;2022;10:25;1;64;64122;2;6;8;3;Rue Peyroloubilh;43.47881;-1.56474
202200001520;3;5;2022;15:10;1;61;61001;2;2;1;7;LARRONS (SENTE DES );48.44144;0.10802
202200001522;3;5;2022;08:30;1;59;59646;2;2;1;1;FAIDHERBE (RUE);50.6541795475;3.1257342696
202200001548;19;4;2022;22:20;5;33;33522;2;1;2;6;Boulevard George V;44.82285;-0.58554
202200001550;3;5;2022;09:05;1;31;31555;2;1;1;6;RIEUX (AV JEAN) DU 1AU 41;43.59825;1.45699
202200001571;3;5;2022;09:15;1;75;75115;2;3;1;3;RUE DE VAUGIRARD;48.843236;2.313586
202200001574;3;5;2022;08:00;1;75;75110;2;1;1;3;QUAI DE VALMY;48.8809404779;2.3678997159
202200001586;30;4;2022;18:15;1;75;75103;2;1;1;6;RUE CHAPON;48.8632214163;2.3567162454
202200001590;23;3;2022;21:48;5;92;92012;2;2;1;6;BILLANCOURT (RUE DE) 63/FIN - COTE IMPAI;48.83616;2.23665
202200001602;23;3;2022;16:30;1;51;51244;1;1;1;7;D79;48.8034339766;4.3924498558
202200001606;3;5;2022;02:40;5;93;93064;2;9;1;3;DE GAULLE (AV DU GENERAL) 58/49 - FIN;48.8776007345;2.4793213606
202200001608;2;5;2022;09:40;1;93;93051;2;7;1;-1;Place de la Résistance;48.84797;2.54784
202200001620;25;3;2022;18:40;2;29;29004;1;1;1;2;D765 - Kerluc;47.921663;-3.650508
202200001631;5;5;2022;11:10;1;86;86159;1;1;1;2;D11;46.218683;0.696945
202200001637;24;3;2022;18:00;2;48;48030;1;3;7;3;D41;44.482532;3.519026
202200001640;25;3;2022;08:50;1;49;49080;2;3;1;3;Rue Chantelune;47.661543;-0.57207
202200001651;25;3;2022;14:00;1;83;83101;2;1;1;3;2998 Route des Plages;43.243665;6.648465
202200001663;25;3;2022;16:00;1;74;74128;1;1;1;2;D903;46.155489;6.319113
202200001671;25;3;2022;07:35;2;26;26196;1;2;1;1;Chemin des Vercheres;44.860755;4.927374
202200001693;24;3;2022;16:35;1;59;59408;2;1;1;7;Rue du Haut;50.449495;3.073999
202200001706;2;10;2022;13:30;1;974;97409;2;1;1;7;CAMBUSTON (rue de);-20.9334;55.65479
202200001718;23;12;2022;13:55;1;43;43041;2;1;8;7;36 Avenue des Sports;45.04139;3.93654
202200001722;2;11;2022;12:00;1;38;38053;2;6;1;7;ISLE D'ABEAU (ROUTE DE);45.60188;5.26702
202200001740;2;5;2022;16:14;1;973;97302;2;1;8;6;CATAYEE (JUSTIN);4.9380912639;-52.3302894831
202200001758;2;5;2022;08:32;1;69;69383;2;2;1;3;Boulevard Marius Vivier-Merle;45.7570266536;4.8588162661
202200001764;1;5;2022;18:20;1;971;97101;2;9;1;1;HIBISCUS;16.2498701697;-61.5294510126
202200001795;27;4;2022;09:00;1;80;80021;2;1;1;6;JULES BARNI (RUE);49.88581;2.31896
202200001799;27;11;2022;11:00;1;64;64393;1;4;1;1;Route De Cuqueron;43.3217986518;-0.553147251
202200001808;7;11;2022;18:52;5;38;38151;2;1;1;3;COURS JEAN JAURÈS;45.14571;5.70511
202200001809;26;11;2022;18:45;3;987;98729;1;1;1;3;RT 91 PK 7+950 AFAREAITU;-17.577;-150.202
202200001824;21;4;2022;08:58;1;93;93055;2;1;1;1;Avenue Jean Lolive;48.890654;2.400302
202200001832;22;3;2022;13:44;1;76;76351;2;1;1;6;SAINTE ADRESSE (DE);49.50062;0.0915
202200001834;29;11;2022;15:00;1;74;74010;2;6;1;3;GENEVE (AVENUE DE)(SECTEUR 410);45.9118101154;6.1238243191
202200001835;22;3;2022;18:50;2;72;72181;2;2;1;3;AH AH (RUE DE);48.00697;0.19156
202200001845;22;3;2022;17:30;1;67;67482;2;3;7;3;ABBE LEMIRE (RUE DE L );48.5806932003;7.723211
202200001851;23;3;2022;16:23;1;65;65440;2;1;1;3;RAMOND (RUE);43.233141;0.070984
202200001893;23;8;2022;12:30;1;69;69266;2;2;1;3;Rue Château Gaillard;45.77362;4.88822
202200001898;23;3;2022;16:30;1;35;35051;2;6;1;3;ALLIES (BOULEVARD DES);48.1070634338;-1.6162830591
202200001916;10;10;2022;08:50;1;37;37214;2;1;1;3;PERIGOURD (RUE DE);47.4175073444;0.6564331055
202200001917;23;3;2022;09:05;1;17;17300;2;1;1;1;ROSES   RUE DES;46.16737;-1.13203
202200001942;5;10;2022;07:30;2;19;19031;2;3;1;3;ALSACE LORRAINE (AVENUE) A PARTIR DE N°;45.1519;1.54126
202200001943;22;3;2022;11:30;1;44;44109;2;4;1;3;20 Rue des Rochettes;47.225103;-1.537698
202200001951;24;11;2022;15:45;1;69;69387;2;2;1;3;Avenue Debourg;45.73146;4.82993
202200001961;27;10;2022;13:10;1;74;74012;2;1;1;3;FLORISSANT (AVENUE);46.19718;6.24019
202200001975;24;11;2022;20:30;5;69;69385;2;1;1;3;Quai Romain Rolland;45.7645998655;4.8290920257
202200001978;24;10;2022;07:40;2;74;74010;2;6;2;3;JEAN JAURES;45.90559;6.12605
202200001979;23;3;2022;19:15;2;75;75105;2;3;1;6;QUAI SAINT BERNARD;48.846856;2.360961
202200001982;24;11;2022;17:45;5;69;69384;2;1;1;3;34 Boulevard de la Croix-Rousse;45.7729621773;4.8210740089
202200001989;23;3;2022;06:30;1;75;75119;2;2;1;2;AVENUE DE LA PORTE DES LILAS;48.87721;2.406913
202200002000;23;3;2022;11:10;1;75;75108;2;1;1;3;RUE LA BOETIE;48.870849;2.306012
202200002004;23;3;2022;00:30;5;75;75108;2;5;1;7;BOULEVARD HAUSSMANN;48.874811;2.305981
202200002005;19;10;2022;21:35;5;75;75115;2;2;1;1;RUE DE VAUGIRARD;48.844427;2.317701
202200002012;23;3;2022;18:50;1;75;75107;2;5;1;2;RUE SAINT DOMINIQUE;48.857666;2.300245
202200002015;19;10;2022;12:20;1;75;75113;2;2;1;2;BOULEVARD AUGUSTE BLANQUI;48.830342;2.345891
202200002019;19;10;2022;17:50;1;75;75112;2;7;1;1;PLACE DE LA BASTILLE;48.852135;2.369608
202200002023;19;10;2022;17:15;1;75;75112;2;7;1;6;PLACE DE LA BASTILLE;48.853328;2.369758
202200002027;19;10;2022;19:30;2;75;75111;2;3;1;6;RUE DE CHARONNE;48.855573;2.390122
202200002035;24;9;2022;00:04;5;74;74010;2;1;1;2;ROND POINT (DU);45.89777;6.11081
202200002041;13;4;2022;19:00;2;73;73065;2;2;1;3;D991;45.597612;5.916454
202200002046;18;10;2022;09:48;1;75;75108;2;7;1;2;RUE DES SAUSSAIES;48.871064;2.31649
202200002055;24;11;2022;07:50;1;76;76322;2;6;1;1;Avenue Gal Leclerc;49.4209507954;1.0513132811
202200002065;24;11;2022;20:10;5;69;69266;2;2;1;3;Cours Emile Zola;45.76552;4.90109
202200002074;22;3;2022;14:30;1;94;94069;2;1;1;2;4 Quai de la République;48.81778;2.42076
202200002077;19;10;2022;21:05;5;93;93055;2;3;1;1;Rue Jules Auffret / Rue Rouget de Lisle;48.8898189215;2.4100582144
202200002083;23;3;2022;18:00;1;93;93039;2;1;1;6;CITE MARCEL PAUL;48.9198883109;2.3270944508
202200002108;22;11;2022;17:50;2;67;67482;2;1;1;2;FABRIQUE (RUE DE LA);48.61025;7.77718
202200002134;23;3;2022;04:20;5;92;92036;2;6;1;3;CHAMPS FOURGONS (RUE DES) (1);48.941739772;2.2953439504
202200002145;24;11;2022;16:05;1;59;59507;2;2;1;6;JAURES JEAN AVENUE.;50.60159;3.07938
202200002146;25;11;2022;06:00;5;74;74012;2;2;1;3;AMOUREUX (RUE DES);46.1904;6.2344
202200002150;21;3;2022;22:40;5;92;92024;2;1;1;3;GENERAL LECLERC (BD DU) (9 A 59)   (4 A;48.9002038117;2.3174665421
202200002159;23;3;2022;13:05;1;35;35250;1;3;1;3;La Chesnais;48.0185395703;-1.5769886971
202200002179;4;6;2022;13:30;1;27;27284;2;6;1;5;Avenue Victor Hugo;49.283921;1.768783
202200002201;23;8;2022;16:45;1;89;89451;2;1;1;7;rue des Etangs;48.093722;3.515438
202200002217;4;6;2022;13:15;1;52;52242;1;1;1;7;26;47.8470671304;5.5845186106
202200002227;24;9;2022;15:35;1;73;73008;2;2;1;3;GRAND PORT  AVENUE DU;45.70456;5.89095
202200002238;25;9;2022;15:10;1;36;36063;2;1;1;3;Chemin de Beaumont;46.8268255195;1.7547333241
202200002241;24;11;2022;08:00;2;35;35281;2;3;1;1;Léo (André);48.0698809471;-1.7103736103
202200002254;24;11;2022;04:15;5;33;33063;2;1;8;1;Boulevard Alfred Daney;44.87022;-0.56546
202200002279;4;6;2022;11:25;1;60;60432;2;1;1;2;Rue des Vignes;49.114648;2.597929
202200002293;3;6;2022;14:05;1;973;97306;1;9;1;6;CD8 Pk24;5.59845;-53.706387
202200002297;31;5;2022;17:35;1;971;97102;1;1;1;2;pont bory;16.467242;-61.49507
202200002300;19;10;2022;16:10;1;50;50288;2;6;1;3;D911/D973;48.6938;-1.373886
202200002314;20;10;2022;08:15;1;60;60338;2;2;2;3;Rue Jules Ferry;49.356887;2.782883
202200002319;4;6;2022;10:00;1;77;77095;2;2;1;3;D54 / D139;48.968868;2.757713
202200002322;14;12;2022;07:35;5;40;40192;2;1;1;3;CLEMENCEAU (AV GEORGES);43.88565;-0.49479
202200002326;24;11;2022;19:40;2;40;40281;2;3;1;5;KENNEDY (AV DU PDT. JOHN FIDGERALD);43.88053;-0.496
202200002333;28;8;2022;09:00;1;35;35238;2;1;1;3;CHATILLON (DE);48.0933561213;-1.6710222512
202200002344;5;6;2022;10:40;1;2A;2A247;2;1;1;3;Avenue de Bastia;41.6107380503;9.278841839
202200002362;18;10;2022;01:47;5;69;69386;2;1;1;3;Avenue de Grande-Bretagne;45.77332;4.84131
202200002408;25;11;2022;12:15;1;94;94041;2;9;2;3;Rue Henri Martin;48.80576;2.37247
202200002439;28;10;2022;21:00;5;92;92044;2;9;1;3;PABLO NERUDA (RUE);48.8939491801;2.3004314303
202200002443;25;11;2022;10:23;1;92;92040;2;1;1;3;RODIN (BOULEVARD);48.818515;2.257561
202200002448;2;6;2022;16:48;1;67;67298;2;3;1;3;Rue de Mittelhausen;48.700744;7.648963
202200002458;4;6;2022;11:40;1;38;38529;1;1;1;3;D111;45.114295;5.83057
202200002466;17;10;2022;17:10;1;64;64445;2;1;1;2;RECTEUR JEAN SARRAILH;43.30999;-0.36961
202200002469;18;10;2022;18:30;1;64;64102;2;1;1;3;Boulevard Alsace-Lorraine;43.49529;-1.46972
202200002481;18;10;2022;19:45;5;54;54395;2;2;1;3;RHIN (AV. DU);48.69513;6.13818
202200002494;3;6;2022;11:45;1;22;22155;2;3;1;3;La Pie;48.227038;-2.733466
202200002501;17;10;2022;16:35;1;49;49099;2;3;1;3;EUROPE (AVENUE DE L');47.0502370073;-0.8847749233
202200002506;18;10;2022;07:15;5;44;44109;2;1;1;3;Pont de la rotonde;47.214904;-1.546043
202200002519;18;10;2022;20:00;4;22;22113;2;6;1;6;2 Rue Saint-marc;48.734075;-3.443855
202200002522;18;10;2022;07:15;3;13;13071;1;4;1;3;ROUTE NATIONALE 113 - AGAVON;43.41627;5.27826
202200002536;17;9;2022;18:26;1;92;92049;2;1;1;7;GINOUX AV. HENRI N°1 A 95 ET 2 A 104;48.8139775393;2.3201639056
202200002537;17;9;2022;11:20;1;92;92048;2;1;1;7;VAUGIRARD (ROUTE DE);48.8210172309;2.2353591621
202200002538;17;9;2022;10:00;1;974;97411;1;9;1;3;33 Route de Cambaie;-20.966054;55.293839
202200002562;16;9;2022;12:15;1;29;29160;2;2;1;3;Allée des Primevères;48.507411;-4.425178
202200002609;2;5;2022;11:00;1;29;29232;2;9;2;6;Avenue de la Liberation;47.99165125;-4.0763923227
202200002610;17;9;2022;07:30;1;988;98818;2;1;1;1;RUE JULES GARNIER - SUR PISTE CYCLABE;-22.2899;166.44237
202200002628;16;9;2022;19:35;1;69;69266;2;1;1;1;Avenue Jean Capelle Ouest;45.7812;4.8719
202200002636;15;9;2022;10:20;1;64;64284;1;1;1;2;avenue du 8 mai 1945;43.2802580765;-0.3827404976
202200002638;13;9;2022;04:30;3;62;62516;2;6;1;3;D182;50.555885;2.497187
202200002645;15;9;2022;07:25;2;56;56098;2;6;1;3;LANN-SEVELIN (ROND POINT DE);47.77822876;-3.3452028
202200002656;16;9;2022;10:45;1;45;45234;2;1;1;2;50 Avenue de la Mouillère;47.88315;1.90956
202200002657;12;9;2022;08:20;1;44;44109;2;1;7;3;46 Quai Magellan;47.20958;-1.54695
202200002663;16;9;2022;08:40;1;33;33063;2;3;1;3;Boulevard George V;44.82534;-0.58906
202200002678;16;9;2022;20:49;5;14;14118;2;2;2;3;Rue de Bayeux;49.183091;-0.384542
202200002684;16;9;2022;02:40;5;13;13203;2;1;1;1;GUIBAL (RUE);43.3062041872;5.3848599474
202200002698;15;9;2022;19:45;1;94;94068;2;1;1;7;BONNEUIL (QU DE);48.78501;2.49733
202200002700;16;9;2022;12:00;1;94;94041;2;1;1;1;RASPAIL (R);48.812;2.38679
202200002701;16;9;2022;08:20;1;94;94018;2;1;1;6;Rue Gabrielle;48.82106;2.41584
202200002703;16;9;2022;17:30;1;93;93048;2;3;8;1;Rue Pepin / Place de l’Eglise;48.86415;2.44486
202200002721;16;9;2022;14:46;1;84;84069;1;1;1;3;D974;44.160626;5.14688
