Num_Acc;id_usager;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp;age
202200000203;1 099 223;813 602;A01;1;1;4;1;1964.0;5;2;6;-1;0;0;-1;58.0
202200000217;1 099 201;813 583;A01;1;1;1;1;1979.0;3;1;-1;-1;0;0;-1;43.0
202200000217;1 099 202;813 584;B01;1;1;3;1;2008.0;5;2;-1;-1;0;0;-1;14.0
202200000226;1 099 183;813 569;A01;1;1;1;1;1946.0;5;8;-1;-1;0;0;-1;76.0
202200000226;1 099 184;813 570;B01;1;1;4;1;1959.0;5;2;-1;-1;0;0;-1;63.0
202200000253;1 099 128;813 523;A01;1;1;1;2;2003.0;1;1;-1;-1;0;0;-1;19.0
202200000253;1 099 129;813 524;B01;1;1;4;1;2003.0;1;2;-1;-1;0;0;-1;19.0
202200000319;1 098 946;813 398;Y01;1;1;3;1;1949.0;5;8;-1;-1;0;0;-1;73.0
202200000332;1 098 908;813 371;A01;1;1;1;1;1966.0;4;1;-1;-1;-1; -1;-1;56.0
202200000332;1 098 910;813 373;B01;1;1;4;1;1993.0;0;2;-1;-1;-1; -1;-1;29.0
202200000342;1 098 885;813 354;A01;1;1;1;1;1957.0;0;1;-1;-1;-1; -1;-1;65.0
202200000342;1 098 887;813 356;B01;1;1;4;1;2012.0;0;2;-1;-1;-1; -1;-1;10.0
202200000362;1 098 832;813 315;B01;1;1;4;1;1959.0;0;2;6;-1;-1; -1;-1;63.0
202200000362;1 098 833;813 316;A01;1;1;1;2;2002.0;0;1;8;-1;-1; -1;-1;20.0
202200000377;1 098 791;813 285;Y01;1;1;4;1;1945.0;5;2;-1;-1;0;0;-1;77.0
202200000377;1 098 792;813 286;A01;1;1;1;1;1950.0;9;1;-1;-1;-1; -1;-1;72.0
202200000380;1 098 786;813 281;Z01;1;1;4;1;1964.0;1;2;4;-1;-1; -1;-1;58.0
202200000380;1 098 787;813 282;A01;1;1;1;1;1992.0;1;1;0;-1;-1; -1;-1;30.0
202200000381;1 098 784;813 280;A01;1;1;1;1;2006.0;5;8;0;-1;-1; -1;-1;16.0
202200000381;1 098 785;813 280;A01;10;3;4;2;1948.0;5;0;-1;-1;5;9;1;74.0
202200000383;1 098 780;813 276;B01;1;1;3;1;2000.0;0;8;8;-1;-1; -1;-1;22.0
202200000383;1 098 781;813 277;Z01;1;1;1;-1;;-1;-1;-1;-1;-1; -1;-1;
202200000392;1 098 762;813 262;A01;1;1;4;1;1983.0;5;2;0;-1;0;0;-1;39.0
202200000392;1 098 763;813 263;Z01;1;1;1;-1;;-1;-1;-1;-1;-1; -1;-1;
202200000394;1 098 758;813 258;Z01;1;1;1;-1;;-1;-1;-1;-1;0;0;-1;
202200000394;1 098 759;813 259;A01;1;1;3;1;1990.0;9;2;0;-1;0;0;-1;32.0
202200000398;1 098 749;813 250;Z01;1;1;1;-1;;-1;-1;-1;-1;-1; -1;-1;
202200000398;1 098 750;813 250;Z01;10;3;4;1;1944.0;5;8;8;-1;2;3;1;78.0
202200000402;1 098 743;813 244;A01;1;1;1;1;1956.0;5;1;0;-1;0;0;-1;66.0
202200000402;1 098 744;813 245;B01;1;1;4;2;2000.0;9;2;0;-1;0;0;-1;22.0
202200000403;1 098 742;813 243;A01;1;1;4;2;1956.0;5;2;0;-1;0;0;-1;66.0
202200000405;1 098 738;813 239;A01;1;1;1;1;1964.0;1;1;0;-1;0;0;-1;58.0
202200000405;1 098 739;813 240;B01;1;1;4;1;1999.0;1;2;0;-1;0;0;-1;23.0
202200000407;1 098 736;813 237;A01;1;1;4;1;1963.0;1;2;0;-1;0;0;-1;59.0
202200000409;1 098 732;813 233;A01;1;1;4;1;1977.0;0;0;0;-1;-1; -1;-1;45.0
202200000409;1 098 733;813 234;B01;1;1;1;1;1993.0;0;2;6;-1;-1; -1;-1;29.0
202200000411;1 098 728;813 230;A01;1;1;3;1;1981.0;5;2;0;-1;-1; -1;-1;41.0
202200000414;1 098 722;813 225;B01;1;1;4;2;1991.0;1;1;0;-1;-1; -1;-1;31.0
202200000414;1 098 723;813 226;A01;1;1;1;1;1950.0;5;1;0;-1;-1; -1;-1;72.0
202200000424;1 098 699;813 210;A01;1;1;1;1;1970.0;1;1;0;-1;-1; -1;-1;52.0
202200000424;1 098 700;813 211;B01;2;2;4;1;2001.0;1;2;0;-1;-1; -1;-1;21.0
202200000424;1 098 701;813 211;B01;1;1;4;1;1970.0;-1;2;0;0;-1; -1;-1;52.0
202200000427;1 098 693;813 204;A01;1;1;4;1;1992.0;5;2;-1;-1;0;0;-1;30.0
202200000427;1 098 694;813 205;B01;1;1;1;1;1977.0;5;2;-1;-1;0;0;-1;45.0
202200000446;1 098 650;813 170;A01;1;1;3;1;1948.0;5;2;-1;-1;0;0;-1;74.0
202200000452;1 098 637;813 162;A01;1;1;4;2;1990.0;9;8;0;-1;0;0;-1;32.0
202200000452;1 098 639;813 164;B01;1;1;4;1;2014.0;9;8;0;-1;0;0;-1;8.0
202200000457;1 098 625;813 154;B01;1;1;3;1;1979.0;1;0;-1;-1;0;0;-1;43.0
202200000457;1 098 626;813 155;A01;1;1;1;2;1995.0;3;1;-1;-1;0;0;-1;27.0
202200000463;1 098 612;813 144;B01;1;1;4;1;1980.0;1;2;8;-1;-1; -1;-1;42.0
202200000463;1 098 616;813 146;A01;1;1;1;1;1958.0;1;1;0;-1;-1; -1;-1;64.0
202200000480;1 098 571;813 111;A01;1;1;1;2;1951.0;5;1;-1;-1;0;0;-1;71.0
202200000480;1 098 574;813 114;B01;1;1;4;1;2012.0;2;2;6;-1;0;0;-1;10.0
202200000487;1 098 558;813 103;A01;1;1;1;2;1987.0;4;1;0;-1;-1; -1;-1;35.0
202200000487;1 098 560;813 103;A01;2;2;1;1;1981.0;4;1;0;-1;-1; -1;-1;41.0
202200000487;1 098 561;813 103;A01;4;2;1;1;1990.0;0;1;0;-1;-1; -1;-1;32.0
202200000487;1 098 562;813 104;B01;1;1;4;2;1993.0;1;8;0;-1;-1; -1;-1;29.0
202200000496;1 098 532;813 086;A01;1;1;1;2;1972.0;0;1;0;-1;0;0;-1;50.0
202200000496;1 098 534;813 088;B01;1;1;4;1;2000.0;0;2;0;-1;-1; -1;-1;22.0
202200000497;1 098 533;813 087;A01;1;1;3;1;1937.0;5;2;9;-1;0;0;-1;85.0
202200000497;1 098 535;813 089;B01;1;1;1;1;1948.0;5;1;-1;-1;0;0;-1;74.0
202200000507;1 098 513;813 072;A01;1;1;3;1;2010.0;5;2;-1;-1;0;0;-1;12.0
202200000507;1 098 516;813 073;B01;1;1;1;2;1961.0;5;1;-1;-1;0;0;-1;61.0
202200000578;1 098 344;812 954;A01;1;1;1;1;1946.0;5;1;-1;-1;0;0;-1;76.0
202200000578;1 098 349;812 956;B01;1;1;3;1;1980.0;5;2;-1;-1;0;0;-1;42.0
202200000592;1 098 311;812 926;A01;1;1;1;2;1980.0;5;1;-1;-1;0;0;-1;42.0
202200000592;1 098 313;812 928;B01;1;1;3;1;2005.0;2;0;-1;-1;0;0;-1;17.0
202200000615;1 098 247;812 877;A01;1;1;1;2;1985.0;0;1;0;-1;-1; -1;-1;37.0
202200000615;1 098 250;812 880;B01;1;1;4;1;1973.0;0;8;0;-1;-1; -1;-1;49.0
202200000634;1 098 203;812 844;A01;1;1;1;1;1996.0;0;1;-1;-1;0;0;-1;26.0
202200000634;1 098 204;812 845;B01;1;1;4;1;1965.0;5;0;-1;-1;0;0;-1;57.0
202200000657;1 098 141;812 805;B01;1;1;3;1;2000.0;2;0;-1;-1;0;0;-1;22.0
202200000657;1 098 145;812 808;A01;1;1;1;1;1990.0;5;1;-1;-1;0;0;-1;32.0
202200000658;1 098 140;812 804;B01;1;1;4;1;1998.0;0;0;-1;-1;0;0;-1;24.0
202200000658;1 098 142;812 806;A01;1;1;1;1;2000.0;0;8;0;-1;-1; -1;-1;22.0
202200000668;1 098 116;812 787;B01;1;1;4;1;1990.0;5;8;-1;-1;0;0;-1;32.0
202200000668;1 098 119;812 789;A01;1;1;4;1;1983.0;4;2;6;-1;0;0;-1;39.0
202200000670;1 098 112;812 783;B01;1;1;3;1;1982.0;0;8;0;-1;-1; -1;-1;40.0
202200000670;1 098 114;812 785;A01;1;1;1;1;1989.0;0;1;0;-1;-1; -1;-1;33.0
202200000672;1 098 106;812 779;A01;1;1;3;1;1970.0;1;4;2;-1;0;0;-1;52.0
202200000672;1 098 110;812 781;B01;1;1;1;-1;;-1;8;-1;-1;-1; -1;-1;
202200000678;1 098 097;812 771;A01;1;1;3;1;1959.0;5;2;-1;-1;0;0;-1;63.0
202200000678;1 098 102;812 776;B01;1;1;1;1;1985.0;9;1;-1;-1;0;0;-1;37.0
202200000684;1 098 084;812 761;A01;1;1;2;1;1936.0;0;2;-1;-1;0;0;-1;86.0
202200000689;1 098 070;812 752;A01;1;1;1;2;1990.0;2;1;0;-1;-1; -1;-1;32.0
202200000689;1 098 072;812 754;B01;1;1;4;1;1974.0;5;8;0;-1;0;0;-1;48.0
202200000691;1 098 065;812 748;C01;1;1;1;1;1986.0;1;1;-1;-1;-1; -1;-1;36.0
202200000691;1 098 067;812 750;B01;1;1;3;1;1990.0;5;2;4;-1;-1; -1;-1;32.0
202200000692;1 098 062;812 745;B01;1;1;3;1;1947.0;0;8;0;-1;-1; -1;-1;75.0
202200000692;1 098 063;812 746;A01;1;1;1;2;1988.0;0;1;0;-1;-1; -1;-1;34.0
202200000693;1 098 060;812 743;B01;1;1;4;1;1958.0;0;8;0;-1;-1; -1;-1;64.0
202200000693;1 098 061;812 744;A01;1;1;1;2;1981.0;0;1;0;-1;-1; -1;-1;41.0
202200000730;1 097 973;812 669;B01;1;1;1;1;1968.0;9;1;-1;-1;0;0;-1;54.0
202200000730;1 097 975;812 671;A01;1;1;4;1;1978.0;5;2;-1;-1;0;0;-1;44.0
202200000737;1 097 954;812 651;B01;1;1;3;1;1960.0;1;8;0;-1;-1; -1;-1;62.0
202200000737;1 097 957;812 654;A01;1;1;1;1;1996.0;1;1;0;-1;-1; -1;-1;26.0
202200000746;1 097 927;812 631;B01;1;1;3;1;1933.0;0;8;0;-1;-1; -1;-1;89.0
202200000746;1 097 928;812 632;A01;1;1;1;1;1965.0;0;1;0;-1;-1; -1;-1;57.0
202200000751;1 097 915;812 620;A01;1;1;1;1;2001.0;9;8;0;-1;-1; -1;-1;21.0
202200000751;1 097 916;812 621;B01;1;1;4;2;1980.0;1;8;0;-1;-1; -1;-1;42.0
202200000770;1 097 870;812 587;B01;2;1;4;1;1981.0;1;2;8;-1;0;0;-1;41.0
202200000770;1 097 873;812 589;A01;1;1;1;1;1987.0;1;8;0;-1;0;0;-1;35.0
202200000784;1 097 836;812 557;B01;1;1;2;2;1962.0;5;0;-1;-1;0;0;-1;60.0
202200000784;1 097 838;812 560;A01;2;2;1;2;2004.0;2;1;-1;-1;0;0;-1;18.0
202200000784;1 097 840;812 560;A01;1;1;1;2;2002.0;2;1;-1;-1;0;0;-1;20.0
202200000787;1 097 828;812 550;B01;1;1;4;1;1950.0;5;8;0;-1;-1; -1;-1;72.0
202200000787;1 097 830;812 552;A01;1;1;1;1;2000.0;2;1;0;-1;-1; -1;-1;22.0
202200000788;1 097 829;812 551;B01;1;1;2;2;1957.0;5;2;-1;-1;0;0;-1;65.0
202200000788;1 097 831;812 553;A01;1;1;1;1;1971.0;4;1;-1;-1;0;0;-1;51.0
202200000811;1 097 774;812 507;A01;1;1;1;2;1946.0;0;1;-1;-1;-1; -1;-1;76.0
202200000811;1 097 776;812 509;B01;1;1;4;1;1996.0;5;2;-1;-1;-1; -1;-1;26.0
202200000817;1 097 763;812 498;B01;1;1;4;1;1975.0;1;2;4;-1;-1; -1;-1;47.0
202200000817;1 097 765;812 500;A01;1;1;1;1;1987.0;9;1;0;-1;-1; -1;-1;35.0
202200000819;1 097 749;812 492;B01;1;1;4;2;1959.0;0;8;-1;-1;0;0;-1;63.0
202200000819;1 097 755;812 495;A01;1;1;1;1;1946.0;0;8;-1;-1;0;0;-1;76.0
202200000827;1 097 723;812 479;B01;1;1;3;1;1955.0;0;8;0;-1;-1; -1;-1;67.0
202200000827;1 097 724;812 480;A01;1;1;1;1;1941.0;0;8;0;-1;-1; -1;-1;81.0
202200000831;1 097 712;812 469;B01;1;1;4;1;2004.0;2;8;0;-1;-1; -1;-1;18.0
202200000831;1 097 715;812 472;A01;1;1;1;1;1973.0;4;1;8;-1;-1; -1;-1;49.0
202200000833;1 097 708;812 465;A01;1;1;4;1;2011.0;5;8;8;-1;-1; -1;-1;11.0
202200000833;1 097 709;812 466;B01;1;1;1;2;1958.0;0;1;0;-1;-1; -1;-1;64.0
202200000838;1 097 701;812 459;A01;1;1;4;2;1993.0;5;0;0;-1;0;0;-1;29.0
202200000841;1 097 694;812 452;B01;1;1;4;1;1996.0;1;0;0;-1;0;0;-1;26.0
202200000841;1 097 697;812 455;A01;1;1;1;1;1968.0;1;1;0;-1;0;0;-1;54.0
202200000843;1 097 690;812 448;A01;1;1;1;2;1996.0;0;1;-1;-1;0;0;-1;26.0
202200000843;1 097 692;812 450;B01;1;1;4;1;1972.0;0;2;-1;-1;0;0;-1;50.0
202200000858;1 097 654;812 424;B01;1;1;3;1;1943.0;5;2;-1;-1;0;0;-1;79.0
202200000858;1 097 657;812 427;A01;1;1;1;2;1987.0;9;1;-1;-1;0;0;-1;35.0
202200000886;1 097 593;812 376;A01;1;1;1;1;1932.0;5;1;8;-1;-1; -1;-1;90.0
202200000886;1 097 595;812 378;B01;1;1;3;1;1937.0;5;2;8;-1;-1; -1;-1;85.0
202200000895;1 097 574;812 361;B01;1;1;4;1;1980.0;1;2;0;-1;-1; -1;-1;42.0
202200000895;1 097 577;812 363;A01;1;1;1;1;2001.0;1;2;6;-1;-1; -1;-1;21.0
202200000901;1 097 555;812 351;A01;1;1;1;1;1973.0;4;1;-1;-1;0;0;-1;49.0
202200000901;1 097 558;812 353;B01;1;1;4;2;1982.0;0;2;4;-1;0;0;-1;40.0
202200000920;1 097 507;812 319;A01;1;1;1;1;1971.0;4;1;-1;-1;-1; -1;-1;51.0
202200000920;1 097 509;812 321;B01;1;1;3;1;2003.0;0;8;-1;-1;0;0;-1;19.0
202200000921;1 097 508;812 320;A01;1;1;1;1;1978.0;5;1;0;-1;0;0;-1;44.0
202200000921;1 097 510;812 322;B01;1;1;4;2;2009.0;5;0;-1;-1;0;0;-1;13.0
202200000928;1 097 485;812 303;A01;1;1;1;1;1962.0;0;1;0;-1;0;0;-1;60.0
202200000928;1 097 486;812 304;B01;1;1;4;2;1955.0;3;8;0;-1;0;0;-1;67.0
202200000944;1 097 450;812 271;B01;1;1;3;1;1983.0;0;8;-1;-1;0;0;-1;39.0
202200000944;1 097 452;812 273;A01;1;1;1;1;1966.0;0;1;-1;-1;0;0;-1;56.0
202200000981;1 097 341;812 186;A01;1;1;1;1;1991.0;9;1;-1;-1;0;0;-1;31.0
202200000981;1 097 342;812 187;B01;1;1;4;2;1980.0;5;2;-1;-1;0;0;-1;42.0
202200000981;1 097 343;812 188;C01;1;1;3;2;2010.0;5;2;-1;-1;0;0;-1;12.0
202200000998;1 097 306;812 156;B01;1;1;3;1;1946.0;5;9;-1;-1;0;0;-1;76.0
202200000998;1 097 307;812 157;A01;1;1;1;1;1941.0;5;1;-1;-1;0;0;-1;81.0
202200001002;1 097 297;812 151;A01;1;1;4;1;1983.0;5;2;-1;-1;0;0;-1;39.0
202200001028;1 097 240;812 108;B01;1;1;4;2;1974.0;5;2;-1;-1;0;0;-1;48.0
202200001028;1 097 241;812 109;A01;1;1;1;2;1967.0;1;1;-1;-1;0;0;-1;55.0
202200001069;1 097 126;812 029;B01;1;1;4;2;1991.0;5;2;0;-1;-1; -1;-1;31.0
202200001069;1 097 127;812 030;A01;1;1;1;1;1997.0;4;1;8;-1;-1; -1;-1;25.0
202200001081;1 097 102;812 011;A01;1;1;4;1;2002.0;5;2;0;-1;-1; -1;-1;20.0
202200001081;1 097 103;812 012;B01;1;1;1;2;1973.0;4;1;-1;-1;-1; -1;-1;49.0
202200001098;1 097 064;811 982;A01;1;1;4;1;1997.0;5;8;0;-1;0;0;-1;25.0
202200001098;1 097 065;811 983;B01;1;1;1;2;1959.0;5;1;0;-1;0;0;-1;63.0
202200001139;1 096 956;811 897;B01;1;1;1;2;1953.0;5;1;0;-1;0;0;-1;69.0
202200001139;1 096 957;811 898;A01;1;1;4;1;2009.0;5;2;8;-1;0;0;-1;13.0
202200001157;1 096 912;811 861;A01;1;1;3;1;1960.0;0;8;0;-1;0;0;-1;62.0
202200001165;1 096 894;811 847;B01;1;1;4;2;1953.0;9;2;0;-1;-1; -1;-1;69.0
202200001165;1 096 895;811 848;A01;1;1;1;1;1993.0;9;1;-1;-1;-1; -1;-1;29.0
202200001198;1 096 828;811 795;B01;1;1;4;2;1957.0;9;2;0;-1;0;0;-1;65.0
202200001198;1 096 829;811 796;A01;1;1;1;1;1958.0;4;1;0;-1;0;0;-1;64.0
202200001198;1 096 830;811 796;A01;3;2;1;2;1977.0;4;8;0;-1;0;0;-1;45.0
202200001201;1 096 823;811 791;A01;1;1;3;2;1959.0;9;2;0;-1;0;0;-1;63.0
202200001202;1 096 822;811 790;A01;1;1;4;1;1993.0;1;8;0;-1;0;0;-1;29.0
202200001203;1 096 820;811 788;A01;1;1;1;1;1960.0;1;2;6;-1;0;0;-1;62.0
202200001203;1 096 821;811 789;B01;1;1;4;2;1965.0;9;2;0;-1;0;0;-1;57.0
202200001204;1 096 818;811 786;B01;1;1;1;1;1993.0;9;8;0;-1;0;0;-1;29.0
202200001204;1 096 819;811 787;A01;1;1;4;1;1997.0;4;2;8;-1;0;0;-1;25.0
202200001210;1 096 804;811 779;A01;10;3;4;2;1969.0;9;0;-1;-1;2;3;1;53.0
202200001210;1 096 805;811 779;A01;1;1;1;1;1967.0;5;8;0;-1;0;0;-1;55.0
202200001213;1 096 798;811 773;B01;1;1;3;1;1972.0;0;8;0;-1;-1; -1;-1;50.0
202200001213;1 096 799;811 774;A01;1;1;1;1;1959.0;1;2;8;-1;-1; -1;-1;63.0
202200001219;1 096 782;811 759;A01;1;1;1;1;1981.0;4;8;0;-1;-1; -1;-1;41.0
202200001219;1 096 783;811 760;B01;1;1;4;1;2012.0;2;8;0;-1;-1; -1;-1;10.0
202200001231;1 096 752;811 740;B01;1;1;4;1;1967.0;1;2;0;-1;-1; -1;-1;55.0
202200001231;1 096 753;811 741;A01;1;1;1;2;1985.0;1;1;0;-1;-1; -1;-1;37.0
202200001289;1 096 624;811 638;A01;1;1;1;1;1992.0;4;1;0;-1;0;0;-1;30.0
202200001289;1 096 625;811 639;B01;1;1;4;1;1978.0;1;8;0;-1;0;0;-1;44.0
202200001295;1 096 604;811 625;A01;1;1;1;1;1990.0;5;8;0;-1;-1; -1;-1;32.0
202200001295;1 096 605;811 626;B01;1;1;4;1;2004.0;5;8;0;-1;0;0;-1;18.0
202200001313;1 096 554;811 587;A01;1;1;1;1;1967.0;1;1;-1;-1;0;0;-1;55.0
202200001313;1 096 555;811 588;B01;1;1;3;1;1998.0;5;0;-1;-1;0;0;-1;24.0
202200001316;1 096 548;811 582;B01;1;1;1;2;1993.0;1;1;-1;-1;0;0;-1;29.0
202200001316;1 096 549;811 583;A01;1;1;4;1;2013.0;5;2;-1;-1;0;0;-1;9.0
202200001317;1 096 546;811 580;B01;1;1;3;1;1944.0;9;0;-1;-1;0;0;-1;78.0
202200001317;1 096 547;811 581;A01;1;1;1;2;1961.0;9;8;-1;-1;0;0;-1;61.0
202200001331;1 096 523;811 563;A01;1;1;3;1;1957.0;0;0;-1;-1;0;0;-1;65.0
202200001343;1 096 488;811 542;A01;1;1;1;1;1971.0;5;1;-1;-1;0;0;-1;51.0
202200001343;1 096 489;811 543;B01;1;1;3;2;1998.0;1;0;-1;-1;0;0;-1;24.0
202200001350;1 096 479;811 533;B01;1;1;3;1;1954.0;5;0;-1;-1;0;0;-1;68.0
202200001350;1 096 480;811 534;A01;1;1;1;1;1945.0;0;1;-1;-1;0;0;-1;77.0
202200001352;1 096 476;811 530;A01;1;1;1;2;1997.0;3;1;-1;-1;0;0;-1;25.0
202200001352;1 096 477;811 531;B01;1;1;4;2;1951.0;3;2;-1;-1;0;0;-1;71.0
202200001378;1 096 411;811 486;B01;1;1;3;2;1967.0;5;2;0;-1;-1; -1;-1;55.0
202200001378;1 096 412;811 487;A01;2;2;1;2;2000.0;5;1;0;-1;-1; -1;-1;22.0
202200001378;1 096 413;811 487;A01;1;1;1;2;1964.0;5;1;0;-1;-1; -1;-1;58.0
202200001385;1 096 394;811 472;B01;1;1;4;1;1971.0;0;2;0;-1;-1; -1;-1;51.0
202200001385;1 096 395;811 473;A01;1;1;1;2;1951.0;0;1;0;-1;-1; -1;-1;71.0
202200001388;1 096 388;811 467;A01;1;1;1;2;2000.0;0;1;0;-1;-1; -1;-1;22.0
202200001388;1 096 389;811 468;B01;1;1;3;2;1993.0;0;8;0;-1;-1; -1;-1;29.0
202200001391;1 096 380;811 462;B01;1;1;4;1;1980.0;5;8;8;-1;0;0;-1;42.0
202200001391;1 096 381;811 463;A01;1;1;1;-1;;-1;-1;-1;-1;-1; -1;-1;
202200001399;1 096 359;811 449;A01;1;1;1;2;1990.0;3;1;-1;-1;-1; -1;-1;32.0
202200001399;1 096 360;811 450;B01;1;1;4;2;1974.0;5;2;-1;-1;-1; -1;-1;48.0
202200001409;1 096 334;811 431;A01;1;1;1;2;1983.0;5;1;8;-1;-1; -1;-1;39.0
202200001409;1 096 335;811 432;B01;1;1;4;1;1984.0;0;8;0;-1;-1; -1;-1;38.0
202200001414;1 096 320;811 420;C01;1;1;4;1;2003.0;4;8;0;-1;0;0;-1;19.0
202200001414;1 096 321;811 421;B01;1;1;1;2;1965.0;1;1;0;-1;0;0;-1;57.0
202200001414;1 096 322;811 422;A01;1;1;1;2;1990.0;9;8;0;-1;0;0;-1;32.0
202200001415;1 096 318;811 418;A01;1;1;1;1;1965.0;9;1;0;-1;0;0;-1;57.0
202200001415;1 096 319;811 419;B01;1;1;4;1;1993.0;9;8;0;-1;0;0;-1;29.0
202200001422;1 096 300;811 407;A01;1;1;1;1;2012.0;5;8;0;-1;-1; -1;-1;10.0
202200001422;1 096 301;811 407;A01;10;3;4;1;1941.0;5;0;-1;-1;8;9;1;81.0
202200001441;1 096 248;811 375;A01;1;1;3;2;2009.0;5;2;-1;-1;0;0;-1;13.0
202200001465;1 096 191;811 339;A01;1;1;4;1;2001.0;5;2;-1;-1;0;0;-1;21.0
202200001490;1 096 118;811 292;B01;1;1;4;1;2004.0;5;8;0;-1;0;0;-1;18.0
202200001490;1 096 120;811 294;A01;1;1;1;2;2000.0;1;1;8;-1;0;0;-1;22.0
202200001492;1 096 115;811 289;A01;1;1;2;1;1977.0;5;0;-1;-1;0;0;-1;45.0
202200001492;1 096 117;811 291;B01;1;1;1;1;1975.0;5;8;-1;-1;0;0;-1;47.0
202200001516;1 096 063;811 245;B01;1;1;4;2;1998.0;0;8;0;-1;-1; -1;-1;24.0
202200001516;1 096 064;811 246;A01;1;1;1;1;1998.0;5;1;8;-1;-1; -1;-1;24.0
202200001518;1 096 059;811 242;A01;1;1;1;2;1986.0;0;1;0;-1;-1; -1;-1;36.0
202200001518;1 096 060;811 243;B01;1;1;4;1;1999.0;1;2;8;-1;-1; -1;-1;23.0
202200001520;1 096 056;811 240;A01;1;1;4;1;1996.0;0;8;0;-1;-1; -1;-1;26.0
202200001522;1 096 052;811 236;B01;1;1;4;1;2001.0;2;8;0;-1;-1; -1;-1;21.0
202200001522;1 096 053;811 237;A01;1;1;1;2;1998.0;1;1;0;-1;-1; -1;-1;24.0
202200001548;1 095 995;811 193;B01;1;1;4;2;1970.0;0;8;4;-1;-1; -1;-1;52.0
