Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor;occutc
202200000981;812 187;B01;3;1;3;2;0;25;5;
202200000981;812 188;C01;3;1;3;2;0;25;5;
202200000998;812 156;B01;2;1;0;2;8;0;5;
202200001002;812 151;A01;3;1;0;0;0;0;5;
202200001028;812 108;B01;1;1;0;2;7;26;5;
202200001069;812 029;B01;1;1;0;2;7;1;5;
202200001081;812 011;A01;1;1;0;2;2;9;5;
202200001098;811 982;A01;1;1;0;2;1;19;5;
202200001139;811 898;A01;2;1;0;2;1;0;5;
202200001157;811 861;A01;2;1;14;0;0;1;5;
202200001165;811 847;B01;0;1;0;2;1;16;5;
202200001198;811 795;B01;2;1;0;2;7;1;5;
202200001201;811 791;A01;1;1;12;0;1;12;5;
202200001202;811 790;A01;2;1;8;0;0;13;5;
202200001203;811 788;A01;2;1;0;2;7;17;5;
202200001204;811 786;B01;1;1;0;2;4;1;5;
202200001210;811 779;A01;1;1;0;1;1;1;5;
202200001213;811 773;B01;2;1;10;0;4;0;5;
202200001219;811 760;B01;3;1;1;2;8;19;5;
202200001231;811 740;B01;1;1;0;0;4;1;5;
202200001289;811 639;B01;1;1;0;2;6;13;5;
202200001295;811 625;A01;0;1;0;0;1;1;5;
202200001313;811 588;B01;0;1;0;2;7;19;5;
202200001316;811 583;A01;0;1;0;2;1;1;5;
202200001317;811 580;B01;3;1;0;2;4;2;5;
202200001331;811 563;A01;3;1;12;0;3;0;5;
202200001343;811 543;B01;1;1;0;2;3;1;5;
202200001350;811 533;B01;0;1;0;2;8;1;5;
202200001352;811 531;B01;1;1;0;2;7;12;5;
202200001378;811 486;B01;3;1;0;2;8;15;5;
202200001385;811 472;B01;1;1;0;2;8;1;5;
202200001388;811 468;B01;3;1;0;2;3;9;5;
202200001391;811 462;B01;1;1;0;2;6;1;5;
202200001399;811 450;B01;1;1;0;2;5;1;5;
202200001409;811 432;B01;1;1;0;0;0;0;5;
202200001414;811 420;C01;3;1;0;2;7;1;5;
202200001415;811 419;B01;1;1;0;2;7;1;5;
202200001422;811 407;A01;3;1;0;1;4;1;5;
202200001441;811 375;A01;1;1;13;0;8;13;5;
202200001465;811 339;A01;1;1;0;0;0;1;5;
202200001490;811 292;B01;3;1;0;2;7;0;5;
202200001492;811 289;A01;2;1;0;2;1;13;5;
202200001516;811 245;B01;1;1;0;2;4;1;5;
202200001518;811 243;B01;1;1;0;2;2;0;5;
202200001520;811 240;A01;3;1;0;0;0;23;5;
202200001522;811 236;B01;3;1;0;2;1;26;5;
202200001548;811 193;B01;1;1;1;0;1;1;5;
202200001550;811 190;A01;2;1;0;1;1;1;5;
202200001571;811 155;B01;2;1;0;2;1;17;5;
202200001574;811 147;B01;2;1;0;2;1;1;5;
202200001586;811 128;Z01;2;1;0;1;1;1;5;
202200001590;811 120;C01;1;1;0;2;4;24;5;
202200001602;811 102;A01;1;1;0;0;0;1;5;
202200001606;811 097;B01;1;1;0;2;1;9;5;
202200001608;811 094;B01;1;1;0;2;0;5;5;
202200001620;811 077;B01;1;1;0;2;4;2;5;
202200001631;811 054;B01;2;1;0;2;4;1;5;
202200001637;811 046;B01;2;1;0;2;1;1;5;
202200001640;811 040;A01;3;1;0;2;3;16;5;
202200001651;811 018;B01;1;1;0;2;3;1;5;
202200001663;811 000;B01;1;1;0;0;4;2;5;
202200001671;810 985;B01;2;1;0;2;1;1;5;
202200001693;810 946;A01;1;1;0;0;1;1;5;
202200001706;810 926;A01;1;1;13;0;2;14;5;
202200001718;810 902;A01;2;1;12;0;1;14;5;
202200001722;810 897;B01;2;1;0;2;0;0;5;
202200001740;810 858;B01;3;1;0;2;8;19;5;
202200001758;810 827;B01;1;1;0;2;1;15;5;
202200001764;810 818;B01;1;1;0;2;1;5;5;
202200001795;810 763;A01;0;1;0;1;1;1;5;
202200001799;810 759;B01;2;1;0;2;1;1;5;
202200001808;810 738;B01;2;1;0;0;0;0;5;
202200001809;810 739;A01;2;1;0;2;3;19;5;
202200001824;810 706;B01;1;1;0;2;1;1;5;
202200001832;810 692;B01;0;1;0;2;8;1;5;
202200001834;810 690;B01;1;1;0;2;1;1;5;
202200001835;810 687;A01;3;1;0;2;0;15;5;
202200001845;810 675;B01;2;1;0;2;8;1;5;
202200001851;810 663;B01;1;1;1;0;1;2;5;
202200001893;810 593;E01;0;1;0;2;0;0;-1;
202200001898;810 583;A01;1;1;0;2;1;1;5;
202200001916;810 554;B01;0;1;0;2;1;0;5;
202200001917;810 550;B01;2;1;0;2;3;1;5;
202200001942;810 499;B01;2;1;0;2;1;1;5;
202200001943;810 494;C01;2;1;0;2;1;1;5;
202200001951;810 480;B01;1;1;0;2;3;1;0;
202200001961;810 464;B01;1;1;1;0;1;1;5;
202200001975;810 436;B01;1;1;0;2;5;19;5;
202200001978;810 438;B01;1;1;0;2;7;1;5;
202200001979;810 428;A01;1;1;0;1;1;1;5;
202200001982;810 422;B01;1;1;12;2;0;0;0;
202200001989;810 411;B01;1;1;0;2;8;1;5;
202200002000;810 394;B01;1;1;0;2;1;18;5;
202200002004;810 388;A01;2;1;0;0;0;1;5;
202200002005;810 385;A01;1;1;0;2;2;15;5;
202200002012;810 373;B01;1;1;0;2;1;1;5;
202200002015;810 369;B01;2;1;0;2;4;23;5;
202200002019;810 359;A01;1;1;0;2;1;17;5;
202200002019;810 361;B01;1;1;0;2;1;18;5;
202200002023;810 353;Z01;3;1;0;1;1;1;5;
202200002027;810 347;A01;1;1;0;1;1;1;5;
202200002035;810 337;A01;2;1;1;0;6;14;5;
202200002041;810 323;B01;2;1;0;2;1;1;5;
202200002046;810 313;A01;1;1;0;2;1;17;5;
202200002055;810 293;B01;2;1;0;2;0;0;5;
202200002065;810 277;B01;1;1;0;2;8;1;5;
202200002074;810 260;A01;1;1;0;2;1;2;5;
202200002077;810 254;B01;1;1;0;2;1;15;5;
202200002083;810 240;B01;1;1;0;2;1;1;5;
202200002108;810 203;B01;1;1;0;2;4;2;5;
202200002134;810 166;B01;0;1;0;2;1;0;5;
202200002145;810 153;B01;3;1;0;2;3;1;5;
202200002146;810 148;B01;1;1;0;2;7;1;5;
202200002150;810 140;B01;1;1;1;0;1;1;5;
202200002159;810 130;B01;1;1;0;2;8;16;5;
202200002179;810 091;C01;3;1;0;2;1;5;5;
202200002179;810 093;B01;3;1;0;2;1;5;5;
202200002201;810 052;A01;2;1;0;0;0;1;5;
202200002217;810 028;A01;1;1;0;0;9;0;5;
202200002227;810 016;B01;1;1;0;2;2;1;5;
202200002238;809 997;B01;3;1;0;2;5;1;5;
202200002241;809 993;B01;3;1;0;2;1;1;5;
202200002254;809 972;A01;1;1;0;2;1;5;5;
202200002279;809 923;B01;3;1;0;2;1;1;5;
202200002293;809 889;B01;1;1;0;2;0;0;5;
202200002297;809 885;B01;1;1;0;0;4;2;5;
202200002300;809 883;B01;2;1;0;2;7;1;5;
202200002314;809 860;B01;2;1;0;2;1;1;5;
202200002319;809 850;A01;1;1;0;0;7;19;5;
202200002322;809 840;B01;0;1;0;2;3;1;5;
202200002326;809 835;B01;2;1;0;2;8;15;5;
202200002333;809 818;B01;2;1;0;2;3;0;5;
202200002344;809 799;B01;2;1;0;2;1;2;5;
202200002362;809 771;B01;1;1;0;2;8;0;5;
202200002408;809 697;B01;0;1;0;0;0;0;5;
202200002439;809 640;B01;0;1;0;2;1;25;5;
202200002443;809 635;B01;2;1;0;2;1;1;5;
202200002448;809 620;B01;3;1;0;0;8;1;5;
202200002458;809 606;B01;2;1;0;2;1;0;5;
202200002466;809 590;A01;1;1;0;2;1;2;5;
202200002469;809 589;B01;3;1;0;2;7;19;5;
202200002481;809 568;B01;1;1;0;2;0;15;5;
202200002494;809 546;B01;3;1;0;2;1;16;5;
202200002501;809 537;B01;2;1;0;2;1;2;5;
202200002506;809 529;A01;1;1;0;2;7;9;5;
202200002519;809 502;B01;1;1;0;2;8;9;5;
202200002522;809 494;Y01;0;1;0;2;1;26;5;
202200002536;809 471;A01;1;1;0;0;0;0;5;
202200002537;809 470;A01;1;1;0;0;0;25;5;
202200002538;809 469;B01;1;1;0;2;1;7;5;
202200002562;809 434;B01;0;1;0;2;1;1;5;
202200002609;809 355;B01;1;1;0;2;1;16;5;
202200002610;809 354;B01;1;1;0;9;1;1;5;
202200002628;809 318;B01;0;1;0;2;1;0;5;
202200002636;809 303;A01;2;1;1;0;1;1;5;
202200002638;809 298;B01;1;1;0;2;3;9;5;
202200002645;809 286;B01;1;1;0;2;7;1;5;
202200002656;809 266;A01;2;1;0;2;1;1;5;
202200002657;809 263;B01;1;1;0;2;8;1;5;
202200002663;809 252;B01;3;1;0;2;5;16;5;
202200002678;809 227;B01;3;1;0;2;1;15;5;
202200002684;809 219;B01;1;1;0;2;0;0;5;
202200002698;809 192;A01;1;1;0;0;0;13;5;
202200002700;809 189;A01;2;1;0;1;1;1;5;
202200002701;809 188;A01;2;1;0;1;1;5;5;
202200002703;809 186;B01;3;1;0;2;8;19;5;
202200002721;809 158;A01;1;1;0;2;3;13;5;
202200002728;809 146;B01;2;1;0;2;1;1;5;
202200002733;809 137;A01;2;1;0;2;4;19;5;
202200002744;809 121;B01;0;1;0;2;7;0;5;
202200002751;809 110;B01;3;1;0;2;8;19;5;
202200002762;809 092;B01;0;1;0;2;3;15;5;
202200002772;809 075;B01;0;1;0;2;1;5;5;
202200002814;808 976;A01;2;1;0;2;1;25;5;
202200002817;808 971;B01;2;1;0;2;1;1;5;
202200002830;808 941;B01;2;1;0;2;0;1;5;
202200002846;808 913;A01;3;1;0;2;1;2;5;
202200002846;808 914;B01;3;1;0;2;4;2;5;
202200002847;808 912;B01;2;1;0;2;8;1;5;
202200002848;808 909;B01;3;1;0;2;1;1;5;
202200002851;808 904;A01;2;1;0;4;7;1;5;
202200002874;808 858;B01;2;1;0;2;3;1;5;
202200002879;808 850;Z01;1;1;0;2;8;15;5;
202200002879;808 851;A01;1;1;0;2;1;17;5;
202200002880;808 849;B01;2;1;0;2;1;1;5;
202200002891;808 830;A01;3;1;0;0;0;0;5;
202200002892;808 828;Y01;3;1;0;2;8;1;5;
202200002903;808 809;Y01;3;1;0;2;3;19;5;
202200002914;808 792;B01;3;1;0;2;6;26;5;
202200002922;808 782;B01;1;1;0;2;4;1;5;
202200002927;808 774;A01;1;1;0;0;1;0;5;
202200002930;808 770;A01;1;1;0;2;1;13;5;
202200002973;808 690;B01;2;1;0;2;4;1;5;
202200002975;808 687;A01;1;1;0;0;0;1;5;
202200002982;808 678;A01;1;1;0;2;1;1;5;
202200002986;808 670;A01;2;1;0;2;2;17;5;
202200002993;808 657;B01;3;1;0;2;1;15;5;
202200002999;808 647;B01;3;1;0;2;4;2;5;
202200003000;808 645;B01;3;1;0;2;1;1;5;
202200003007;808 634;A01;1;1;0;2;1;15;5;
202200003037;808 582;B01;2;1;0;2;0;1;5;
202200003041;808 573;B01;1;1;0;2;3;1;5;
202200003055;808 555;A01;2;1;13;0;0;0;5;
202200003059;808 549;B01;1;1;0;2;4;2;5;
202200003076;808 520;B01;2;1;0;2;8;1;5;
202200003080;808 513;A01;3;1;0;2;8;1;5;
202200003083;808 508;A01;1;1;0;9;4;21;5;
202200003083;808 509;B01;1;1;0;9;1;0;5;
202200003147;808 396;B01;2;1;0;2;8;1;5;
202200003151;808 383;B01;1;1;0;2;1;21;5;
202200003163;808 366;B01;3;1;0;2;0;1;5;
202200003203;808 289;B01;1;1;0;2;1;1;0;
202200003215;808 264;B01;2;1;0;2;9;19;5;
202200003218;808 258;A01;2;1;0;1;1;5;5;
202200003244;808 213;B01;1;1;0;2;1;25;5;
202200003246;808 216;B01;3;1;0;2;1;1;5;
202200003249;808 203;B01;1;1;0;2;7;1;5;
202200003252;808 197;B01;2;1;1;0;1;1;5;
202200003254;808 194;B01;1;1;0;2;3;1;5;
202200003259;808 186;B01;0;1;0;2;0;0;5;
202200003263;808 178;B01;1;1;1;0;1;1;5;
202200003268;808 171;B01;2;1;0;2;1;1;5;
202200003271;808 167;B01;1;1;0;2;4;15;5;
202200003274;808 161;A01;2;1;1;0;1;1;5;
202200003278;808 151;B01;1;1;0;2;1;26;5;
202200003282;808 145;A01;1;1;12;0;1;1;5;
202200003284;808 143;A01;2;1;0;2;4;1;5;
202200003294;808 124;A01;1;1;0;0;2;20;5;
202200003328;808 069;A01;2;1;0;1;1;1;5;
202200003329;808 067;A01;2;1;0;2;3;16;5;
202200003338;808 053;B01;1;1;4;0;4;26;5;
202200003340;808 048;A01;2;1;0;2;1;1;5;
202200003351;808 030;B01;2;1;0;2;1;1;5;
202200003355;808 021;B01;1;1;0;2;8;13;5;
202200003394;807 950;A01;1;1;0;2;1;1;5;
202200003400;807 941;B01;2;1;0;0;0;1;5;
202200003403;807 935;B01;1;1;0;2;8;2;5;
202200003410;807 931;B01;2;1;0;2;1;1;5;
202200003413;807 923;B01;3;1;0;0;1;1;5;
202200003427;807 901;B01;3;1;0;2;1;25;5;
202200003436;807 890;B01;1;1;0;2;1;1;5;
202200003437;807 884;B01;2;1;0;2;4;1;5;
202200003441;807 880;B01;2;1;0;2;1;1;5;
202200003449;807 861;B01;2;1;0;2;6;15;5;
202200003453;807 857;B01;2;1;0;2;7;1;5;
202200003466;807 831;B01;3;1;0;2;4;1;5;
202200003480;807 802;B01;2;1;0;2;1;1;5;
202200003489;807 780;B01;2;1;0;2;1;1;5;
202200003496;807 774;B01;2;1;0;2;8;1;5;
202200003498;807 764;B01;2;1;0;2;6;15;5;
202200003500;807 763;B01;2;1;0;2;7;1;5;
202200003506;807 757;A01;2;1;0;2;1;2;5;
202200003518;807 738;B01;3;1;0;2;8;9;5;
202200003528;807 716;B01;3;1;0;2;5;1;5;
202200003532;807 712;B01;1;1;0;2;3;14;5;
202200003567;807 643;B01;0;1;0;0;0;0;5;
202200003575;807 625;B01;2;1;0;0;4;2;5;
202200003588;807 602;A01;2;1;0;2;1;25;5;
202200003591;807 601;B01;1;1;0;2;1;1;5;
202200003597;807 589;A01;1;1;0;1;1;1;5;
202200003603;807 577;B01;0;1;0;2;1;1;5;
202200003609;807 566;A01;1;1;0;0;3;1;5;
202200003611;807 564;B01;0;1;0;2;4;1;5;
202200003615;807 554;A01;0;1;0;9;1;0;5;
202200003616;807 555;B01;3;1;0;2;1;1;5;
202200003618;807 552;B01;1;1;1;0;1;1;5;
202200003630;807 525;B01;2;1;0;2;5;1;5;
202200003632;807 527;B01;1;1;0;2;0;2;5;
202200003633;807 519;B01;1;1;0;2;1;9;5;
202200003643;807 498;B01;1;1;0;2;0;26;5;
202200003645;807 503;B01;3;1;0;2;1;0;5;
202200003646;807 495;B01;1;1;0;2;8;19;5;
202200003678;807 429;B01;1;1;0;2;7;1;5;
202200003700;807 388;B01;2;1;0;2;3;1;5;
202200003713;807 368;B01;1;1;0;2;4;2;5;
202200003716;807 362;B01;2;1;0;0;3;0;5;
202200003721;807 354;B01;2;1;0;2;4;15;5;
202200003730;807 342;A01;1;1;0;2;4;0;5;
202200003745;807 318;B01;3;1;0;2;2;1;5;
202200003747;807 314;B01;2;1;0;2;8;1;5;
202200003754;807 304;B01;3;1;0;2;7;19;5;
202200003766;807 284;B01;2;1;0;0;0;0;5;
202200003775;807 266;A01;1;1;10;0;1;1;5;
202200003779;807 264;A01;1;1;0;1;8;1;5;
202200003799;807 229;B01;2;1;0;2;4;15;5;
202200003812;807 207;B01;3;1;0;2;1;1;5;
202200003814;807 199;B01;2;1;1;0;1;1;5;
202200003819;807 193;A01;2;1;0;2;6;2;5;
202200003820;807 190;B01;2;1;0;2;0;1;5;
202200003825;807 184;B01;2;1;0;2;2;9;5;
202200003826;807 185;B01;2;1;0;2;1;1;5;
202200003832;807 167;B01;2;1;0;2;1;1;5;
202200003838;807 158;B01;3;1;0;2;3;25;5;
202200003840;807 151;B01;3;1;0;2;8;19;5;
202200003848;807 137;A01;1;1;16;0;1;1;5;
202200003857;807 127;B01;1;1;0;0;4;2;5;
202200003877;807 088;A01;3;1;0;0;0;1;5;
202200003883;807 080;B01;2;1;12;2;8;1;5;
202200003884;807 077;B01;0;1;0;2;3;1;5;
202200003894;807 063;A01;1;1;1;0;1;15;5;
202200003909;807 035;B01;1;1;0;2;1;2;5;
202200003914;807 022;A01;1;1;0;2;6;1;5;
202200003915;807 019;B01;2;1;0;2;1;1;5;
202200003919;807 012;A01;1;1;0;2;8;1;5;
202200003976;806 908;B01;2;1;0;2;1;1;5;
202200004052;806 779;A01;0;1;0;0;0;1;5;
202200004084;806 716;A01;1;1;0;1;1;1;5;
202200004085;806 714;B01;1;1;0;2;8;0;5;
202200004092;806 703;B01;0;1;0;2;3;0;5;
202200004107;806 679;A01;1;1;0;0;7;1;6;
202200004110;806 674;B01;2;1;0;2;4;1;5;
202200004119;806 658;B01;2;1;0;2;4;2;5;
202200004126;806 648;A01;1;1;0;0;7;0;5;
202200004129;806 643;B01;0;1;0;2;7;19;5;
202200004130;806 640;A01;1;1;0;9;1;15;5;
202200004130;806 642;B01;1;1;0;9;1;1;5;
202200004139;806 621;B01;1;1;0;0;4;2;5;
202200004143;806 613;A01;2;1;0;2;1;1;5;
202200004149;806 603;A01;2;1;0;2;1;5;5;
202200004159;806 588;A01;2;1;0;2;8;2;5;
202200004176;806 558;B01;3;1;0;2;1;1;5;
202200004223;806 466;A01;1;1;1;0;1;13;5;
202200004225;806 461;B01;2;1;0;0;4;2;5;
202200004226;806 459;B01;1;1;0;2;1;0;5;
202200004229;806 454;A01;2;1;0;0;1;1;5;
202200004234;806 447;B01;1;1;0;2;9;1;5;
202200004250;806 419;B01;1;1;0;2;0;0;5;
202200004254;806 411;B01;3;1;0;2;7;1;5;
202200004287;806 348;A01;0;1;0;0;0;1;5;
202200004288;806 345;B01;3;1;0;2;8;19;5;
202200004294;806 335;B01;3;1;0;2;0;0;0;
202200004298;806 325;B01;2;1;0;2;7;1;5;
202200004317;806 276;B01;2;1;0;2;7;1;0;
202200004318;806 275;B01;1;1;0;2;1;1;5;
202200004321;806 272;B01;1;1;1;2;8;11;5;
202200004323;806 268;B01;1;1;0;2;0;1;5;
202200004328;806 259;A01;3;1;0;0;0;0;5;
202200004348;806 226;B01;1;1;0;2;7;1;5;
202200004351;806 220;B01;3;1;0;2;7;1;5;
202200004358;806 209;B01;2;1;0;2;1;1;5;
202200004364;806 198;A01;1;1;12;2;7;17;5;
202200004367;806 192;A01;3;1;0;2;0;1;5;
202200004369;806 188;A01;3;1;0;2;1;1;5;
202200004374;806 181;B01;1;1;0;2;1;22;5;
202200004375;806 179;A01;2;1;0;2;4;2;5;
202200004378;806 171;B01;3;1;0;2;2;1;5;
202200004379;806 170;B01;3;1;0;2;8;12;5;
202200004380;806 169;A01;2;1;0;0;0;9;5;
202200004390;806 153;A01;3;1;0;9;8;13;5;
202200004405;806 127;B01;2;1;0;2;8;2;5;
202200004411;806 115;A01;2;1;0;2;1;2;5;
202200004413;806 114;A01;2;1;0;0;2;1;5;
202200004415;806 109;B01;2;1;0;2;6;1;5;
202200004425;806 091;A01;2;1;1;0;2;1;5;
202200004429;806 082;A01;3;1;0;1;1;1;5;
202200004455;806 033;C01;0;1;0;2;0;21;5;
202200004455;806 034;B01;0;1;0;2;1;21;5;
202200004455;806 035;A01;0;1;12;0;1;1;5;
202200004466;806 016;B01;2;1;0;2;8;1;5;
202200004482;805 987;A01;3;1;0;0;0;0;5;
202200004484;805 984;B01;3;1;0;2;1;1;5;
202200004488;805 976;B01;3;1;0;2;8;1;5;
202200004496;805 964;B01;0;1;0;2;8;19;5;
202200004521;805 918;B01;3;1;0;2;1;9;5;
202200004530;805 900;B01;3;1;0;2;8;1;5;
202200004546;805 874;A01;1;1;1;0;1;14;5;
202200004548;805 871;A01;3;1;0;2;1;1;5;
202200004551;805 864;B01;2;1;0;0;0;1;5;
202200004551;805 865;A01;1;1;0;0;1;13;5;
202200004553;805 860;B01;3;1;0;2;6;19;5;
202200004558;805 854;B01;2;1;0;2;7;19;5;
202200004560;805 850;A01;1;1;0;0;0;0;5;
202200004568;805 836;B01;2;1;0;2;8;0;5;
202200004595;805 790;A01;1;1;0;0;0;1;5;
202200004602;805 781;A01;3;1;0;2;2;0;5;
202200004605;805 777;B01;1;1;0;2;4;2;5;
202200004616;805 755;B01;2;1;0;2;1;5;5;
202200004622;805 744;A01;1;1;0;2;7;1;5;
202200004625;805 740;B01;3;1;0;0;1;1;5;
202200004633;805 726;B01;3;1;0;2;1;26;5;
202200004650;805 697;B01;2;1;0;2;1;1;5;
202200004655;805 689;B01;2;1;0;2;3;0;5;
202200004659;805 683;A01;3;1;0;2;3;19;5;
202200004667;805 671;B01;3;1;0;2;1;9;5;
202200004675;805 655;B01;3;1;0;2;8;1;5;
202200004681;805 644;B01;3;1;0;2;1;19;5;
202200004686;805 633;B01;3;1;0;2;3;1;5;
202200004695;805 616;A01;0;1;0;2;8;9;5;
202200004724;805 568;A01;2;1;12;0;1;14;5;
202200004755;805 513;B01;2;1;0;2;4;1;5;
202200004772;805 482;B01;1;1;0;2;4;1;5;
202200004777;805 478;B01;2;1;0;2;0;2;5;
202200004785;805 460;A01;1;1;0;2;1;1;5;
202200004788;805 456;B01;3;1;0;2;8;19;5;
202200004811;805 414;B01;2;1;0;2;3;1;5;
202200004825;805 393;A01;3;1;0;2;1;1;5;
202200004830;805 387;A01;2;1;0;2;1;1;5;
202200004861;805 334;B01;1;1;0;2;7;1;5;
202200004870;805 321;B01;2;1;0;0;0;19;5;
202200004876;805 310;B01;2;1;0;2;8;1;5;
202200004905;805 259;B01;2;1;0;2;8;5;5;
202200004907;805 256;A01;3;1;0;2;1;26;5;
202200004913;805 247;A01;2;1;0;2;7;1;5;
202200004914;805 245;B01;3;1;1;0;7;1;5;
202200004928;805 222;B01;1;1;0;2;1;1;5;
202200004935;805 207;B01;1;1;0;0;8;1;5;
202200004945;805 196;B01;1;1;0;2;8;1;5;
202200004964;805 165;B01;2;1;0;2;1;13;5;
202200004984;805 128;B01;0;1;0;2;3;1;5;
202200004999;805 104;B01;1;1;0;2;8;1;5;
202200005048;805 016;B01;3;1;0;2;7;1;5;
202200005061;804 985;B01;1;1;0;2;4;16;5;
202200005068;804 975;B01;1;1;0;2;7;1;5;
202200005088;804 934;B01;2;1;0;2;3;1;5;
202200005089;804 930;A01;2;1;0;2;1;1;5;
202200005124;804 863;C01;0;1;0;2;0;0;5;
202200005130;804 851;B01;1;1;0;2;4;1;5;
202200005137;804 837;A01;0;1;0;2;1;19;5;
202200005138;804 836;B01;1;1;0;2;0;0;5;
