Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
201000000004;3;39.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;68.0;1.0;0.0;1.0;0.0
201000000017;4;0.0;;;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201000000025;3;354.0;;;2.0;2.0;0.0;952.0;0.0;1.0;1.0;0.0;75.0;2.0;0.0;1.0;99.0
201000000052;3;277.0;;;2.0;2.0;13.0;600.0;0.0;1.0;1.0;0.0;56.0;1.0;0.0;1.0;0.0
201000000070;3;916.0;;;2.0;0.0;25.0;54.0;0.0;2.0;1.0;0.0;69.0;1.0;0.0;1.0;99.0
201000000080;3;925.0;;;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
201000000093;3;81.0;;;2.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0
201000000115;3;43.0;;;2.0;2.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;99.0
201000000152;9;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201000000181;4;0.0;;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;9.0;0.0;1.0;99.0
201000000189;3;154.0;;D;2.0;1.0;11.0;0.0;0.0;2.0;2.0;0.0;59.0;1.0;0.0;1.0;99.0
201000000223;3;56.0;;;2.0;2.0;5.0;950.0;0.0;4.0;1.0;0.0;60.0;9.0;0.0;1.0;0.0
201000000253;3;181.0;;;2.0;2.0;11.0;30.0;0.0;1.0;1.0;0.0;62.0;1.0;0.0;1.0;99.0
201000000260;3;175.0;;;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;55.0;1.0;0.0;1.0;0.0
201000000278;3;901.0;;;3.0;2.0;42.0;600.0;0.0;1.0;1.0;0.0;52.0;1.0;0.0;3.0;99.0
201000000292;3;131.0;;;2.0;2.0;30.0;900.0;0.0;0.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
201000000351;3;341.0;;;2.0;2.0;63.0;500.0;0.0;1.0;1.0;0.0;62.0;1.0;0.0;1.0;0.0
201000000437;3;8.0;;;3.0;0.0;4.0;150.0;0.0;4.0;3.0;0.0;59.0;1.0;0.0;1.0;0.0
201000000447;3;156.0;;;2.0;2.0;15.0;128.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201000000498;3;80.0;;;2.0;2.0;0.0;0.0;0.0;4.0;1.0;0.0;57.0;1.0;0.0;1.0;99.0
201000000533;9;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;99.0
201000000541;3;112.0;;;2.0;2.0;7.0;150.0;0.0;2.0;2.0;0.0;60.0;1.0;0.0;4.0;0.0
201000000551;3;135.0;;A;2.0;2.0;1.0;500.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
201000000637;4;;;;2.0;2.0;;;0.0;2.0;4.0;0.0;50.0;1.0;0.0;1.0;99.0
201000000679;3;22.0;;;3.0;0.0;10.0;400.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;99.0
201000000688;3;5.0;;;2.0;2.0;0.0;1.0;;;;;;;0.0;1.0;99.0
201000000753;3;421.0;;;2.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;40.0;1.0;2.0;1.0;99.0
201000000759;4;;;;2.0;1.0;;;0.0;1.0;1.0;56.0;56.0;1.0;0.0;1.0;99.0
201000000772;4;;;;;;;;;;;;;;;;
