Num_Acc;place;catu;grav;sexe;trajet;secu;locp;actp;etatp;an_nais;num_veh;age
201000000004;1.0;1;3;2;5.0;;0.0;0.0;0.0;1996.0;A01;26.0
201000000004;1.0;1;1;1;4.0;11.0;0.0;0.0;0.0;1963.0;B02;59.0
201000000017;1.0;1;1;2;0.0;1.0;0.0;0.0;0.0;1953.0;A01;69.0
201000000017;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;1943.0;B02;79.0
201000000025;1.0;1;2;1;1.0;41.0;0.0;0.0;0.0;1961.0;B02;61.0
201000000025;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1951.0;A01;71.0
201000000052;1.0;1;3;1;1.0;21.0;0.0;0.0;0.0;1960.0;B02;62.0
201000000052;1.0;1;4;2;5.0;1.0;0.0;0.0;0.0;1997.0;A01;25.0
201000000070;1.0;1;1;1;0.0;11.0;0.0;0.0;0.0;1990.0;A01;32.0
201000000070;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;1931.0;B02;91.0
201000000080;1.0;1;3;2;5.0;1.0;0.0;0.0;0.0;1965.0;B02;57.0
201000000080;1.0;1;1;2;5.0;11.0;0.0;0.0;0.0;1986.0;A01;36.0
201000000093;1.0;1;3;1;5.0;91.0;0.0;0.0;0.0;1938.0;A01;84.0
201000000115;1.0;1;3;1;0.0;21.0;0.0;0.0;0.0;1950.0;A01;72.0
201000000115;1.0;1;1;1;0.0;11.0;0.0;0.0;0.0;1987.0;B02;35.0
201000000152;1.0;1;3;2;5.0;21.0;0.0;0.0;0.0;1965.0;B02;57.0
201000000152;1.0;1;1;1;5.0;1.0;0.0;0.0;0.0;1994.0;A01;28.0
201000000181;1.0;1;1;1;1.0;11.0;0.0;0.0;0.0;1985.0;A01;37.0
201000000181;1.0;1;3;1;1.0;42.0;0.0;0.0;0.0;1950.0;B02;72.0
201000000189;;4;3;2;5.0;;0.0;2.0;3.0;2002.0;B02;20.0
201000000189;1.0;1;3;1;5.0;12.0;0.0;0.0;0.0;1980.0;A01;42.0
