Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
201000000004;0;1;0;0.0;0.0;0.0;0.0;A01
201000000017;0;1;0;0.0;0.0;0.0;1.0;B02
201000000025;0;1;0;0.0;0.0;4.0;2.0;B02
201000000052;0;1;0;0.0;2.0;3.0;16.0;A01
201000000070;0;1;0;0.0;2.0;8.0;15.0;B02
201000000080;0;1;0;0.0;2.0;1.0;1.0;B02
201000000093;0;1;0;0.0;9.0;1.0;1.0;A01
201000000115;0;1;0;0.0;2.0;8.0;15.0;A01
201000000152;0;1;0;0.0;0.0;1.0;19.0;A01
201000000181;0;1;0;0.0;0.0;4.0;2.0;B02
201000000189;0;1;0;0.0;0.0;4.0;1.0;B02
201000000223;0;1;0;8.0;0.0;1.0;1.0;A01
201000000253;0;1;0;0.0;2.0;1.0;1.0;A01
201000000260;0;1;0;0.0;2.0;1.0;1.0;A01
201000000278;0;1;0;0.0;2.0;1.0;1.0;B02
201000000292;0;1;0;0.0;2.0;8.0;19.0;B02
201000000351;0;1;0;0.0;0.0;0.0;23.0;E05
201000000351;0;1;0;0.0;0.0;0.0;23.0;G07
201000000351;0;1;0;0.0;0.0;0.0;23.0;F06
201000000351;0;1;0;0.0;2.0;0.0;23.0;D04
201000000351;0;1;0;0.0;2.0;1.0;23.0;B02
201000000351;0;1;0;0.0;2.0;1.0;23.0;C03
201000000437;0;1;0;0.0;0.0;0.0;0.0;A01
201000000447;0;1;0;0.0;2.0;1.0;1.0;B02
201000000498;0;1;0;0.0;2.0;1.0;16.0;B02
201000000533;0;1;0;0.0;2.0;8.0;16.0;B02
201000000541;0;1;0;1.0;0.0;4.0;14.0;A01
201000000551;0;1;0;0.0;2.0;4.0;1.0;C03
201000000637;0;1;0;0.0;0.0;0.0;0.0;B02
201000000679;0;1;0;0.0;2.0;8.0;2.0;B02
201000000688;0;1;0;0.0;2.0;1.0;1.0;B02
201000000753;0;1;0;10.0;2.0;8.0;18.0;B02
201000000759;0;1;0;0.0;2.0;8.0;9.0;B02
201000000772;0;1;0;0.0;2.0;8.0;1.0;B02
201000000773;0;1;0;0.0;2.0;1.0;19.0;A01
201000000803;0;1;0;0.0;0.0;4.0;15.0;B02
201000000825;0;1;0;0.0;0.0;5.0;19.0;A01
201000000827;0;1;0;0.0;2.0;4.0;1.0;B02
201000000844;0;1;0;0.0;2.0;9.0;1.0;B02
201000000845;0;1;0;0.0;2.0;1.0;1.0;B02
201000000859;0;1;0;0.0;2.0;0.0;1.0;B02
201000000869;0;1;0;0.0;0.0;7.0;10.0;A01
201000000916;0;1;0;0.0;0.0;7.0;1.0;B02
201000000939;0;1;0;0.0;0.0;1.0;1.0;B02
201000000983;0;1;0;0.0;2.0;7.0;1.0;A01
201000000990;0;1;0;0.0;2.0;4.0;15.0;B02
201000000992;0;1;0;0.0;2.0;1.0;19.0;A01
201000001071;0;1;0;0.0;2.0;4.0;13.0;B02
201000001094;0;1;0;0.0;2.0;2.0;5.0;B02
201000001129;0;1;0;1.0;0.0;1.0;0.0;A01
201000001165;0;1;0;0.0;2.0;8.0;19.0;C03
201000001240;0;1;0;0.0;2.0;1.0;1.0;B02
201000001247;0;1;0;0.0;2.0;8.0;15.0;B02
201000001267;0;1;0;0.0;2.0;8.0;1.0;B02
201000001279;0;1;0;0.0;0.0;1.0;1.0;B02
201000001301;0;1;0;0.0;2.0;0.0;19.0;B02
201000001328;0;1;0;0.0;0.0;4.0;1.0;B02
201000001341;0;1;0;0.0;2.0;1.0;13.0;A01
201000001385;0;1;0;0.0;2.0;1.0;15.0;B02
201000001450;0;1;0;0.0;2.0;7.0;0.0;B02
201000001575;0;1;0;0.0;2.0;1.0;13.0;A01
201000001582;0;1;0;0.0;2.0;1.0;1.0;B02
201000001583;0;1;0;0.0;2.0;4.0;1.0;B02
201000001590;0;1;0;0.0;2.0;8.0;15.0;B02
201000001591;0;1;0;0.0;2.0;1.0;1.0;B02
201000001616;0;1;0;0.0;0.0;3.0;0.0;B02
201000001674;0;1;0;0.0;2.0;1.0;1.0;B02
201000001678;0;1;0;0.0;2.0;4.0;1.0;A01
201000001722;0;1;0;0.0;0.0;4.0;1.0;B02
201000001784;0;1;0;0.0;2.0;8.0;1.0;A01
201000001792;0;1;0;0.0;2.0;1.0;13.0;A01
201000001820;0;1;0;0.0;2.0;1.0;1.0;B02
201000001823;0;1;0;0.0;0.0;1.0;1.0;A01
201000001826;0;1;0;0.0;2.0;1.0;16.0;B02
201000001832;0;1;0;0.0;2.0;7.0;1.0;B02
201000001844;0;1;0;0.0;2.0;4.0;1.0;B02
201000001850;0;1;0;0.0;2.0;1.0;19.0;B02
201000001869;0;1;0;0.0;0.0;4.0;1.0;B02
201000001876;0;1;0;12.0;2.0;7.0;1.0;A01
201000001885;0;1;0;0.0;2.0;1.0;1.0;B02
201000001888;0;1;0;0.0;2.0;1.0;19.0;B02
201000001903;0;1;0;0.0;2.0;4.0;15.0;A01
201000001926;0;1;0;0.0;5.0;1.0;1.0;A01
201000001926;0;1;0;0.0;5.0;4.0;1.0;B02
201000001929;0;1;0;0.0;2.0;8.0;2.0;B02
201000001967;0;1;0;0.0;0.0;7.0;17.0;A01
201000001995;0;1;0;0.0;1.0;1.0;1.0;A01
201000001998;0;1;0;0.0;2.0;4.0;15.0;B02
201000002008;0;1;0;0.0;0.0;8.0;1.0;A01
201000002030;0;1;0;0.0;2.0;1.0;1.0;A01
201000002054;0;1;0;0.0;2.0;7.0;19.0;B02
201000002059;0;1;0;0.0;2.0;7.0;1.0;C03
201000002059;0;1;0;0.0;2.0;1.0;1.0;B02
201000002070;0;1;0;0.0;2.0;1.0;15.0;B02
201000002076;0;1;0;0.0;2.0;8.0;15.0;B02
201000002077;0;1;0;0.0;2.0;8.0;1.0;B02
201000002087;0;1;0;0.0;2.0;1.0;15.0;A01
201000002097;0;1;0;0.0;2.0;4.0;0.0;B02
201000002108;0;1;0;0.0;2.0;3.0;1.0;B02
201000002137;0;1;0;0.0;2.0;1.0;13.0;A01
