Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
201500000062;4;0.0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;99.0
201500000092;3;257.0;;;2.0;2.0;2.0;500.0;2.0;1.0;1.0;0.0;69.0;2.0;0.0;1.0;99.0
201500000093;4;;;;2.0;2.0;;;0.0;1.0;4.0;0.0;40.0;1.0;0.0;1.0;99.0
201500000097;4;0.0;;;2.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;28.0;2.0;0.0;1.0;99.0
201500000102;3;74.0;;;2.0;2.0;3.0;160.0;0.0;0.0;1.0;0.0;50.0;1.0;0.0;1.0;0.0
201500000110;3;121.0;;;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000120;6;0.0;;;2.0;1.0;;;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0
201500000190;3;505.0;;;0.0;0.0;;;0.0;1.0;1.0;0.0;55.0;1.0;0.0;1.0;0.0
201500000209;3;2.0;;;2.0;2.0;12.0;400.0;0.0;1.0;1.0;0.0;67.0;1.0;5.0;1.0;0.0
201500000218;3;51.0;;;2.0;0.0;2.0;990.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000246;4;0.0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;64.0;1.0;0.0;1.0;99.0
201500000248;3;187.0;;;2.0;2.0;;;0.0;0.0;1.0;0.0;55.0;1.0;0.0;1.0;99.0
201500000259;4;2.0;;;2.0;2.0;;;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201500000263;3;127.0;;;2.0;0.0;;;0.0;4.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
201500000303;4;0.0;;;1.0;0.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000321;3;71.0;;;2.0;2.0;5.0;800.0;0.0;2.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
201500000340;4;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000348;4;0.0;;;0.0;1.0;;;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;99.0
201500000380;3;18.0;;;2.0;2.0;41.0;795.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;99.0
201500000389;4;0.0;;;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;57.0;1.0;0.0;1.0;99.0
201500000411;3;925.0;;;2.0;2.0;10.0;250.0;0.0;1.0;1.0;0.0;65.0;1.0;0.0;1.0;99.0
201500000443;4;1.0;;;2.0;0.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201500000444;3;102.0;;;2.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000467;3;1001.0;;;2.0;2.0;20.0;900.0;0.0;0.0;1.0;0.0;97.0;1.0;0.0;1.0;99.0
201500000473;3;46.0;;;2.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
201500000486;3;62.0;;;2.0;0.0;7.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201500000487;4;;;;2.0;2.0;;;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000530;3;330.0;;;2.0;2.0;10.0;150.0;0.0;4.0;1.0;0.0;30.0;1.0;0.0;1.0;99.0
201500000539;3;1001.0;;;2.0;3.0;8.0;200.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201500000544;4;;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;5.0;1.0;99.0
201500000548;3;909.0;;;0.0;0.0;7.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
201500000561;4;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201500000568;3;6015.0;;A;2.0;2.0;23.0;100.0;0.0;1.0;1.0;0.0;97.0;2.0;0.0;1.0;0.0
201500000593;3;57.0;;;2.0;2.0;10.0;230.0;0.0;1.0;1.0;35.0;32.0;1.0;0.0;1.0;99.0
201500000602;3;43.0;;;2.0;2.0;5.0;82.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;99.0
201500000612;3;79.0;;;2.0;0.0;24.0;800.0;0.0;2.0;2.0;0.0;50.0;1.0;0.0;1.0;0.0
201500000646;3;7.0;;;2.0;2.0;66.0;500.0;0.0;2.0;1.0;0.0;51.0;1.0;0.0;1.0;99.0
201500000693;4;0.0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;30.0;1.0;0.0;1.0;0.0
201500000726;3;181.0;;;1.0;2.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;1.0;5.0;1.0;0.0
201500000740;3;313.0;;;2.0;2.0;33.0;285.0;0.0;1.0;1.0;540.0;0.0;1.0;0.0;1.0;0.0
201500000785;3;6015.0;;;2.0;0.0;23.0;445.0;0.0;1.0;1.0;0.0;6.0;1.0;0.0;1.0;0.0
201500000789;3;65.0;;;2.0;2.0;21.0;25.0;0.0;2.0;3.0;0.0;580.0;2.0;0.0;1.0;0.0
201500000798;3;77.0;;;0.0;1.0;14.0;595.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000835;3;528.0;;;2.0;2.0;8.0;150.0;0.0;2.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
201500000847;3;61.0;;;2.0;0.0;19.0;500.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0
201500000853;3;36.0;;;2.0;0.0;15.0;300.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201500000857;4;0.0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;59.0;1.0;5.0;1.0;99.0
201500000865;3;812.0;;;2.0;2.0;17.0;400.0;0.0;1.0;1.0;0.0;80.0;1.0;0.0;1.0;0.0
201500000880;3;211.0;;;2.0;2.0;12.0;160.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000890;4;0.0;;;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;25.0;9.0;0.0;0.0;99.0
201500000938;3;178.0;;;1.0;0.0;23.0;500.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0
201500000942;3;794.0;;;2.0;2.0;10.0;450.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
201500000958;4;0.0;;;2.0;0.0;;;0.0;2.0;3.0;0.0;42.0;1.0;0.0;3.0;0.0
201500000964;3;463.0;;;2.0;2.0;9.0;900.0;0.0;1.0;1.0;75.0;0.0;1.0;0.0;1.0;99.0
201500000970;4;0.0;;;2.0;2.0;;;2.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201500000982;4;0.0;;;4.0;0.0;;;0.0;1.0;0.0;0.0;0.0;1.0;5.0;1.0;3.0
201500001013;4;;;;2.0;2.0;;;0.0;1.0;1.0;;;1.0;5.0;1.0;99.0
201500001016;4;;;;2.0;2.0;;;0.0;1.0;1.0;42.0;37.0;1.0;0.0;1.0;99.0
201500001063;3;7.0;;;2.0;0.0;30.0;650.0;0.0;1.0;1.0;0.0;65.0;1.0;0.0;1.0;0.0
201500001076;4;9.0;;;2.0;0.0;;;0.0;1.0;3.0;0.0;67.0;1.0;0.0;1.0;0.0
201500001083;3;53.0;;;2.0;0.0;4.0;79.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201500001092;4;0.0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;50.0;2.0;0.0;1.0;0.0
201500001107;3;28.0;;;2.0;0.0;0.0;0.0;0.0;0.0;1.0;35.0;0.0;1.0;0.0;1.0;99.0
201500001118;4;0.0;;;2.0;1.0;;;0.0;2.0;4.0;0.0;60.0;1.0;0.0;1.0;99.0
201500001121;4;0.0;2.0;;2.0;2.0;;;0.0;1.0;1.0;60.0;0.0;1.0;0.0;1.0;0.0
201500001122;4;0.0;2.0;;2.0;0.0;1.0;;0.0;0.0;1.0;75.0;0.0;1.0;5.0;1.0;0.0
201500001139;4;0.0;;;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;60.0;2.0;5.0;1.0;0.0
201500001148;3;787.0;;;1.0;0.0;4.0;400.0;0.0;1.0;2.0;0.0;0.0;1.0;5.0;1.0;99.0
201500001149;3;36.0;;;2.0;2.0;28.0;300.0;0.0;2.0;1.0;0.0;64.0;1.0;0.0;1.0;0.0
201500001156;3;8.0;;;2.0;2.0;3.0;400.0;0.0;4.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
201500001161;3;63.0;;;2.0;0.0;36.0;800.0;0.0;1.0;1.0;0.0;70.0;1.0;5.0;1.0;99.0
201500001174;4;5.0;;;2.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;115.0;2.0;5.0;1.0;0.0
201500001189;3;10.0;;;2.0;2.0;5.0;950.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;1.0;99.0
201500001198;4;0.0;;;2.0;1.0;;;0.0;1.0;1.0;0.0;39.0;1.0;0.0;1.0;99.0
201500001202;3;138.0;;;2.0;0.0;22.0;420.0;0.0;1.0;3.0;0.0;575.0;1.0;0.0;1.0;0.0
201500001208;3;139.0;;;2.0;2.0;15.0;900.0;0.0;1.0;1.0;31.0;79.0;1.0;0.0;1.0;99.0
201500001217;4;0.0;;;1.0;0.0;;;1.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201500001230;3;17.0;;B;0.0;1.0;4.0;577.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
201500001237;3;17.0;;;2.0;2.0;4.0;760.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
