Num_Acc;place;catu;grav;sexe;trajet;secu;locp;actp;etatp;an_nais;num_veh;age
201500000062;1.0;1;1;2;5.0;11.0;0.0;0.0;0.0;1934.0;A01;88.0
201500000062;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;1941.0;B02;81.0
201500000092;1.0;1;1;1;1.0;11.0;0.0;0.0;0.0;1992.0;A01;30.0
201500000092;1.0;1;2;2;5.0;22.0;0.0;0.0;0.0;1962.0;B02;60.0
201500000093;1.0;1;1;2;5.0;11.0;0.0;0.0;0.0;1969.0;A01;53.0
201500000093;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;1942.0;B02;80.0
201500000097;1.0;1;3;1;0.0;21.0;0.0;0.0;0.0;1955.0;B02;67.0
201500000097;1.0;1;1;1;0.0;11.0;0.0;0.0;0.0;1978.0;A01;44.0
201500000102;1.0;1;3;2;4.0;1.0;0.0;0.0;0.0;1988.0;B02;34.0
201500000102;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1966.0;A01;56.0
201500000110;1.0;1;3;2;5.0;21.0;0.0;0.0;0.0;1957.0;B02;65.0
201500000110;1.0;1;1;1;4.0;11.0;0.0;0.0;0.0;1964.0;A01;58.0
201500000120;;3;3;1;5.0;;1.0;3.0;1.0;1952.0;A01;70.0
201500000190;1.0;1;1;1;0.0;11.0;0.0;0.0;0.0;1987.0;A01;35.0
201500000190;1.0;1;3;1;5.0;41.0;0.0;0.0;0.0;1964.0;B02;58.0
201500000209;1.0;1;1;2;5.0;11.0;0.0;0.0;0.0;1953.0;A01;69.0
201500000209;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;2007.0;B02;15.0
201500000218;1.0;1;1;1;3.0;11.0;0.0;0.0;0.0;1966.0;A01;56.0
201500000218;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1996.0;B02;26.0
201500000246;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;2000.0;A01;22.0
201500000248;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1975.0;A01;47.0
201500000248;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;2004.0;B02;18.0
201500000259;1.0;1;4;2;5.0;21.0;0.0;0.0;0.0;2005.0;B02;17.0
201500000259;2.0;2;4;2;0.0;21.0;0.0;0.0;0.0;2005.0;B02;17.0
201500000263;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1959.0;A01;63.0
201500000263;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;2004.0;B02;18.0
201500000303;1.0;1;1;1;1.0;11.0;0.0;0.0;0.0;1993.0;A01;29.0
