Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
201400000009;3;141.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201400000018;3;8.0;;;2.0;1.0;9.0;110.0;0.0;1.0;1.0;0.0;71.0;1.0;0.0;1.0;99.0
201400000020;3;954.0;;;2.0;2.0;0.0;0.0;0.0;2.0;4.0;33.0;0.0;1.0;0.0;1.0;0.0
201400000022;3;54.0;;;2.0;1.0;1.0;730.0;0.0;1.0;1.0;0.0;62.0;1.0;0.0;1.0;99.0
201400000030;4;0.0;;;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;40.0;2.0;0.0;1.0;0.0
201400000033;4;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;55.0;1.0;0.0;1.0;0.0
201400000046;3;69.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;65.0;1.0;0.0;1.0;3.0
201400000072;3;933.0;;;2.0;0.0;45.0;250.0;0.0;2.0;1.0;0.0;80.0;1.0;0.0;1.0;99.0
201400000093;3;308.0;;;2.0;2.0;8.0;676.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201400000108;2;2.0;;;3.0;5.0;4.0;600.0;0.0;1.0;1.0;17.0;156.0;2.0;0.0;1.0;0.0
201400000122;3;83.0;;;2.0;0.0;15.0;800.0;0.0;2.0;3.0;0.0;50.0;1.0;0.0;1.0;99.0
201400000190;3;19.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201400000217;3;44.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;0.0
201400000256;4;0.0;;;2.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201400000291;3;916.0;;;2.0;2.0;11.0;500.0;0.0;0.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
201400000322;4;0.0;;;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201400000369;2;31.0;;;2.0;2.0;21.0;100.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201400000399;3;1043.0;;;2.0;2.0;13.0;200.0;0.0;1.0;1.0;0.0;72.0;1.0;0.0;1.0;0.0
201400000473;3;13.0;;;2.0;2.0;2.0;520.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201400000493;3;56.0;;;2.0;0.0;17.0;200.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;1.0;99.0
201400000504;3;1.0;;;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;99.0
201400000544;3;47.0;;;2.0;2.0;19.0;229.0;0.0;1.0;1.0;0.0;650.0;1.0;0.0;1.0;0.0
201400000559;3;149.0;;;2.0;0.0;83.0;700.0;0.0;1.0;1.0;0.0;58.0;1.0;0.0;1.0;0.0
201400000568;3;15.0;;;2.0;1.0;8.0;390.0;0.0;4.0;2.0;0.0;45.0;1.0;0.0;1.0;0.0
