Num_Acc;place;catu;grav;sexe;trajet;secu;locp;actp;etatp;an_nais;num_veh;age
200800000004;1;1;3;1;5;21;0;0;0;1931.0;A01;91.0
200800000004;1;1;3;2;5;21;0;0;0;1956.0;B02;66.0
200800000009;1;1;3;1;9;21;0;0;0;1941.0;A01;81.0
200800000064;1;1;1;2;0;11;0;0;0;1972.0;A01;50.0
200800000064;1;1;2;1;5;0;0;0;0;1929.0;B02;93.0
200800000095;1;1;1;2;3;11;0;0;0;1944.0;A01;78.0
200800000095;1;1;3;1;3;0;0;0;0;1931.0;B02;91.0
200800000140;1;1;1;1;5;11;0;0;0;1926.0;A01;96.0
200800000140;1;1;3;1;5;0;0;0;0;1959.0;B02;63.0
200800000140;1;1;1;1;5;0;0;0;0;1962.0;C03;60.0
200800000140;1;1;4;1;5;0;0;0;0;1969.0;D04;53.0
200800000140;1;1;1;1;5;0;0;0;0;1981.0;E05;41.0
200800000157;1;1;1;2;1;11;0;0;0;1958.0;B02;64.0
200800000157;1;1;3;1;2;0;0;0;0;1994.0;A01;28.0
200800000169;1;1;3;1;1;0;0;0;0;1974.0;A01;48.0
200800000169;0;3;1;1;5;0;0;2;1;1945.0;A01;77.0
200800000274;1;1;1;1;5;11;0;0;0;1962.0;A01;60.0
200800000274;1;1;3;1;5;21;0;0;0;1991.0;B02;31.0
200800000274;1;1;4;1;5;21;0;0;0;1991.0;C03;31.0
200800000283;1;1;1;1;3;11;0;0;0;1942.0;A01;80.0
200800000283;1;1;4;1;1;0;0;0;0;1983.0;B02;39.0
200800000291;1;1;1;1;4;11;0;0;0;1987.0;A01;35.0
200800000291;1;1;3;1;5;21;0;0;0;1975.0;B02;47.0
200800000314;1;1;1;1;5;11;0;0;0;1968.0;A01;54.0
200800000314;1;1;3;1;5;41;0;0;0;1959.0;B02;63.0
200800000316;1;1;1;1;5;11;0;0;0;1929.0;A01;93.0
200800000316;2;2;1;2;0;11;0;0;0;1930.0;A01;92.0
200800000316;1;1;3;1;5;22;0;0;0;1993.0;B02;29.0
200800000329;1;1;1;1;1;11;0;0;0;1972.0;A01;50.0
200800000329;1;1;2;1;5;42;0;0;0;1945.0;B02;77.0
200800000359;1;1;1;1;5;11;0;0;0;1979.0;A01;43.0
200800000359;1;1;3;1;5;21;0;0;0;1943.0;B02;79.0
200800000362;1;1;1;2;1;11;0;0;0;1972.0;A01;50.0
200800000362;1;1;3;1;5;22;0;0;0;1986.0;B02;36.0
200800000412;1;1;1;1;1;13;0;0;0;1950.0;A01;72.0
200800000412;1;1;3;1;5;21;0;0;0;1968.0;B02;54.0
200800000425;1;1;1;2;5;11;0;0;0;1957.0;A01;65.0
200800000425;1;1;3;1;5;0;0;0;0;1949.0;B02;73.0
200800000426;1;1;1;1;1;11;0;0;0;1968.0;A01;54.0
200800000426;1;1;3;1;3;0;0;0;0;1927.0;B02;95.0
200800000463;1;1;3;1;5;21;0;0;0;1973.0;B02;49.0
200800000463;1;1;1;1;5;11;0;0;0;1974.0;A01;48.0
200800000465;1;1;1;2;5;11;0;0;0;1922.0;A01;100.0
200800000465;2;2;1;1;0;11;0;0;0;1954.0;A01;68.0
200800000465;1;1;3;1;1;41;0;0;0;1953.0;B02;69.0
200800000491;1;1;1;2;5;11;0;0;0;1942.0;A01;80.0
200800000491;1;1;3;1;5;0;0;0;0;1931.0;B02;91.0
200800000556;1;1;4;1;3;11;0;0;0;1942.0;A01;80.0
200800000556;1;1;3;1;5;21;0;0;0;1942.0;B02;80.0
200800000562;1;1;1;2;5;11;0;0;0;1972.0;A01;50.0
200800000562;1;1;3;1;5;0;0;0;0;1953.0;B02;69.0
200800000563;1;1;1;1;1;13;0;0;0;1974.0;A01;48.0
200800000563;1;1;3;1;2;0;0;0;0;1993.0;B02;29.0
200800000587;1;1;1;2;1;11;0;0;0;1972.0;A01;50.0
200800000587;1;1;2;1;5;0;0;0;0;1991.0;B02;31.0
200800000605;1;1;1;1;5;11;0;0;0;1940.0;A01;82.0
200800000605;1;1;3;1;1;42;0;0;0;1983.0;B02;39.0
200800000611;1;1;3;2;5;0;0;0;0;1944.0;A01;78.0
200800000676;1;1;3;1;5;0;0;0;0;1958.0;A01;64.0
200800000676;1;1;1;1;5;11;0;0;0;1941.0;B02;81.0
200800000694;1;1;1;1;5;13;0;0;0;1952.0;A01;70.0
200800000694;1;1;3;1;0;0;0;0;0;1959.0;B02;63.0
200800000699;1;1;3;1;5;0;0;0;0;1953.0;B02;69.0
200800000699;1;1;1;2;5;11;0;0;0;1948.0;A01;74.0
200800000733;1;1;3;1;5;0;0;0;0;1992.0;A01;30.0
200800000733;1;1;1;1;1;13;0;0;0;1983.0;B02;39.0
200800000735;1;1;1;1;3;11;0;0;0;1972.0;A01;50.0
200800000735;1;1;3;1;5;22;0;0;0;1991.0;B02;31.0
200800000750;1;1;2;1;5;0;0;0;0;1951.0;A01;71.0
200800000786;1;1;3;2;1;0;0;0;0;1991.0;B02;31.0
200800000791;1;1;3;2;9;21;0;0;0;1944.0;A01;78.0
200800000791;1;1;1;1;9;0;0;0;0;1939.0;B02;83.0
200800000824;1;1;1;1;5;11;0;0;0;1984.0;A01;38.0
200800000824;1;1;4;1;0;22;0;0;0;2000.0;B02;22.0
200800000912;1;1;4;1;5;11;0;0;0;1964.0;A01;58.0
200800000912;2;2;4;2;0;11;0;0;0;1966.0;A01;56.0
200800000912;5;2;1;2;0;31;0;0;0;2004.0;A01;18.0
200800000912;1;1;2;1;5;21;0;0;0;1937.0;B02;85.0
200800001082;1;1;1;2;5;11;0;0;0;1984.0;A01;38.0
200800001082;1;1;3;1;5;22;0;0;0;1986.0;B02;36.0
200800001120;1;1;3;1;5;0;0;0;0;1993.0;A01;29.0
200800001216;1;1;1;1;0;11;0;0;0;1952.0;A01;70.0
200800001216;1;1;3;2;0;42;0;0;0;1994.0;B02;28.0
200800001236;1;1;1;2;4;11;0;0;0;1951.0;A01;71.0
