Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
200500000030;5;1;13;1945;5;2;1;1;3;331.0;rue de la chapelle;M;5030000.0;284000.0;620
200500000034;5;1;19;1045;1;1;1;7;1;22.0;;M;0.0;0.0;620
200500000078;5;1;26;1315;1;1;9;1;3;173.0;;M;0.0;0.0;20
200500000093;5;1;3;1330;1;2;1;1;1;810.0;rue du grand montoir;M;4925500.0;309400.0;20
200500000170;5;1;29;1830;3;1;1;1;2;196.0;;M;0.0;0.0;760
200500000246;5;1;23;1800;1;2;6;1;1;207.0;rond point ZA noyal sud;M;0.0;0.0;350
200500000260;5;1;4;1645;1;2;2;1;1;143.0;rue des guerches;M;4859000.0;-230000.0;220
200500000273;5;1;5;1730;1;2;1;1;3;69.0;;M;0.0;0.0;290
200500000282;5;1;8;1030;1;1;1;1;1;27.0;;M;0.0;0.0;290
200500000287;5;1;13;1500;1;2;1;7;1;68.0;21 route de Kermat;M;0.0;0.0;290
200500000291;5;1;24;1730;1;2;1;1;3;155.0;RESIDENCE DE BILAIRE;M;4748500.0;-246700.0;560
200500000295;5;1;3;1730;2;1;1;8;2;78.0;;M;0.0;0.0;560
200500000304;5;1;2;930;1;2;3;1;3;543.0;rue de l eglise;M;0.0;0.0;140
200500000322;5;1;5;2215;1;1;1;1;2;563.0;;M;0.0;0.0;140
200500000329;5;1;4;1900;3;1;1;8;2;213.0;;M;4908600.0;-109200.0;500
200500000342;5;1;12;1545;1;2;1;1;1;579.0;Rue Guerrand;M;4953100.0;-159400.0;500
200500000345;5;1;2;1645;1;2;1;1;1;178.0;;M;4968700.0;-145400.0;500
200500000402;5;1;10;2200;1;2;1;1;3;307.0;rue de la vilaine CD 55;M;4741900.0;-31100.0;490
200500000403;5;1;12;1530;1;1;1;1;2;117.0;;M;4742500.0;-45100.0;490
200500000438;5;1;24;1215;1;2;1;1;1;154.0;AVENUE ESTOURNELLES;M;0.0;0.0;720
200500000453;5;1;3;1230;1;2;1;1;3;1.0;53, av. Amiral COURBET;M;4633800.0;-130900.0;850
200500000471;5;1;7;1845;5;2;9;1;2;162.0;avenue de Saint Médard;M;0.0;0.0;330
200500000543;5;1;4;1345;1;2;1;1;1;209.0;Temburry wells - c 501;M;0.0;0.0;470
200500000553;5;1;9;1800;2;1;1;1;2;305.0;;M;0.0;0.0;470
