Num_Acc;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp;age
202000000213;154 741 890;A01;2;2;3;2;2001;9;8;0;-1;0;0;-1;21
202000000213;154 741 890;A01;1;1;4;1;2000;9;8;0;-1;0;0;-1;22
202000000214;154 741 887;A01;1;1;4;1;1978;5;2;0;-1;0;0;-1;44
202000000216;154 741 885;A01;1;1;4;1;1968;5;8;0;-1;0;0;-1;54
202000000218;154 741 881;B01;1;1;4;1;1990;4;2;8;-1;0;0;-1;32
202000000220;154 741 878;A01;1;1;1;1;1983;5;1;0;-1;-1; -1;-1;39
202000000220;154 741 879;B01;1;1;4;1;1995;5;8;0;-1;-1; -1;-1;27
202000000225;154 741 868;B01;1;1;4;1;2005;0;8;0;-1;-1; -1;-1;17
202000000225;154 741 869;A01;1;1;4;1;1963;0;8;0;-1;-1; -1;-1;59
202000000237;154 741 845;B01;1;1;1;1;1974;4;0;8;-1;0;0;-1;48
202000000237;154 741 846;A01;1;1;4;2;1981;0;8;-1;-1;0;0;-1;41
202000000242;154 741 837;A01;1;1;3;1;1984;5;2;-1;-1;0;0;-1;38
202000000243;154 741 835;A01;7;2;4;1;1999;5;1;-1;-1;0;0;-1;23
202000000243;154 741 835;A01;2;2;4;1;1999;5;1;-1;-1;0;0;-1;23
202000000243;154 741 835;A01;1;1;4;1;2000;5;1;-1;-1;0;0;-1;22
202000000243;154 741 836;B01;1;1;2;2;1971;5;0;-1;-1;0;0;-1;51
202000000264;154 741 806;B01;1;1;4;1;1972;1;0;-1;-1;0;0;-1;50
202000000264;154 741 807;A01;1;1;1;1;1965;1;1;-1;-1;0;0;-1;57
202000000265;154 741 805;A01;1;1;1;1;2006;2;0;-1;-1;0;0;-1;16
202000000265;154 741 805;A01;10;3;3;1;1971;4;4;-1;-1;1;3;1;51
202000000283;154 741 774;A01;1;1;1;2;1943;3;8;-1;-1;0;0;-1;79
202000000283;154 741 775;B01;1;1;3;1;1932;3;0;-1;-1;0;0;-1;90
202000000290;154 741 762;A01;1;1;1;1;1976;5;8;-1;-1;0;0;-1;46
202000000290;154 741 763;B01;1;1;2;1;2008;2;2;-1;-1;0;0;-1;14
202000000303;154 741 738;A01;1;1;4;2;1965;5;8;-1;-1;-1; -1;-1;57
202000000303;154 741 739;Z01;1;1;1;1;1988;-1;8;-1;-1;-1; -1;-1;34
202000000322;154 741 704;A01;1;1;4;1;1977;9;2;0;-1;0;0;-1;45
202000000334;154 741 685;A01;1;1;4;1;1980;5;8;0;-1;0;0;-1;42
202000000351;154 741 655;A01;1;1;1;1;1987;1;1;-1;-1;0;0;-1;35
202000000351;154 741 656;B01;1;1;4;1;1958;5;0;-1;-1;0;0;-1;64
202000000357;154 741 647;A01;1;1;3;1;1979;5;0;-1;-1;0;0;-1;43
202000000365;154 741 633;A01;1;1;1;2;1986;5;1;-1;-1;0;0;-1;36
202000000365;154 741 634;B01;1;1;3;1;1970;5;2;-1;-1;0;0;-1;52
202000000370;154 741 623;A01;1;1;4;1;1985;5;0;-1;-1;0;0;-1;37
202000000370;154 741 624;B01;1;1;4;1;2010;5;2;-1;-1;0;0;-1;12
202000000379;154 741 608;B01;1;1;4;1;2003;5;0;-1;-1;0;0;-1;19
202000000379;154 741 608;B01;2;2;3;1;2011;5;0;-1;-1;0;0;-1;11
202000000379;154 741 609;A01;1;1;1;1;1984;4;1;-1;-1;0;0;-1;38
202000000381;154 741 604;A01;1;1;1;2;1984;5;8;-1;-1;0;0;-1;38
202000000381;154 741 605;B01;1;1;3;1;1960;5;2;-1;-1;0;0;-1;62
202000000422;154 741 523;B01;1;1;3;1;1960;3;8;0;-1;-1; -1;-1;62
202000000422;154 741 524;A01;1;1;1;1;1968;4;1;0;-1;-1; -1;-1;54
202000000428;154 741 514;A01;1;1;3;1;1971;1;2;0;-1;-1; -1;-1;51
202000000428;154 741 515;B01;1;1;1;1;1976;1;1;8;-1;-1; -1;-1;46
202000000431;154 741 508;A01;1;1;3;1;1953;3;8;0;-1;-1; -1;-1;69
202000000431;154 741 509;B01;1;1;1;1;1969;1;1;8;-1;-1; -1;-1;53
202000000443;154 741 492;A01;1;1;1;1;1981;5;1;0;-1;-1; -1;-1;41
202000000443;154 741 493;B01;1;1;3;2;2010;5;8;0;-1;-1; -1;-1;12
202000000444;154 741 490;A01;1;1;4;2;2009;5;8;0;-1;-1; -1;-1;13
202000000444;154 741 491;B01;1;1;1;1;1974;4;1;8;-1;-1; -1;-1;48
202000000447;154 741 485;A01;1;1;1;1;1993;0;1;8;-1;-1; -1;-1;29
202000000447;154 741 486;B01;1;1;4;1;1980;1;2;0;-1;-1; -1;-1;42
202000000472;154 741 441;A01;1;1;4;1;1992;5;0;0;-1;-1; -1;-1;30
202000000472;154 741 442;B01;1;1;1;1;1979;0;1;8;-1;-1; -1;-1;43
202000000474;154 741 438;B01;1;1;3;1;1937;5;2;8;-1;-1; -1;-1;85
202000000474;154 741 439;A01;1;1;1;2;1966;3;1;8;-1;-1; -1;-1;56
202000000481;154 741 424;A01;1;1;1;1;1958;1;1;0;-1;0;0;-1;64
202000000481;154 741 425;B01;1;1;4;1;1992;1;8;4;-1;0;0;-1;30
202000000490;154 741 409;B01;1;1;4;2;2000;0;2;0;-1;-1; -1;-1;22
202000000490;154 741 410;A01;1;1;1;1;1987;1;1;0;-1;-1; -1;-1;35
202000000498;154 741 396;A01;10;3;4;2;1987;9;0;-1;-1;5;1;1;35
202000000498;154 741 396;A01;1;1;1;1;1987;0;8;0;-1;-1; -1;-1;35
202000000501;154 741 392;B01;1;1;1;2;1986;9;1;8;-1;-1; -1;-1;36
202000000501;154 741 393;A01;1;1;4;2;1988;9;8;0;-1;-1; -1;-1;34
202000000523;154 741 352;B01;1;1;4;2;1973;5;8;0;-1;0;0;-1;49
202000000523;154 741 353;A01;1;1;1;1;1992;5;8;0;-1;0;0;-1;30
202000000526;154 741 346;A01;1;1;4;1;1957;1;2;6;-1;0;0;-1;65
202000000526;154 741 347;B01;1;1;1;1;2002;9;8;0;-1;0;0;-1;20
202000000528;154 741 342;A01;1;1;4;2;1994;1;8;0;-1;0;0;-1;28
202000000553;154 741 299;B01;1;1;4;1;1978;5;0;-1;-1;0;0;-1;44
202000000553;154 741 300;A01;1;1;1;2;1944;5;1;-1;-1;0;0;-1;78
202000000563;154 741 283;A01;1;1;3;1;1948;5;2;-1;-1;0;0;-1;74
202000000569;154 741 273;A01;1;1;1;1;1996;1;1;-1;-1;0;0;-1;26
202000000569;154 741 274;B01;1;1;4;1;1972;9;0;-1;-1;0;0;-1;50
202000000603;154 741 205;A01;1;1;3;1;1957;5;8;0;-1;-1; -1;-1;65
202000000607;154 741 197;A01;1;1;1;1;1976;5;1;-1;-1;0;0;-1;46
202000000607;154 741 198;B01;1;1;3;1;1954;5;0;-1;-1;0;0;-1;68
202000000622;154 741 172;A01;1;1;3;2;1976;5;2;-1;-1;0;0;-1;46
202000000622;154 741 172;A01;10;3;4;2;1951;3;0;-1;-1;8;3;1;71
202000000623;154 741 170;B01;1;1;1;1;2001;5;0;-1;-1;0;0;-1;21
202000000623;154 741 171;A01;1;1;3;1;1967;5;0;-1;-1;0;0;-1;55
202000000624;154 741 168;A01;1;1;1;1;1969;1;1;-1;-1;0;0;-1;53
202000000624;154 741 169;B01;1;1;3;1;2006;5;2;-1;-1;0;0;-1;16
202000000643;154 741 124;B01;1;1;4;1;2003;0;8;0;-1;-1; -1;-1;19
202000000661;154 741 097;A01;2;2;4;2;1954;5;8;0;-1;-1; -1;-1;68
202000000661;154 741 097;A01;1;1;4;1;1948;5;8;0;-1;-1; -1;-1;74
202000000664;154 741 091;A01;1;1;1;1;1954;5;1;8;-1;-1; -1;-1;68
202000000664;154 741 092;B01;1;1;4;1;2002;5;8;0;-1;-1; -1;-1;20
202000000672;154 741 078;A01;1;1;3;2;1965;0;8;0;-1;0;0;-1;57
202000000688;154 741 052;B01;1;1;3;1;1970;1;2;8;-1;-1; -1;-1;52
202000000690;154 741 048;A01;1;1;4;1;1971;5;2;8;-1;-1; -1;-1;51
202000000703;154 741 023;A01;1;1;4;1;1991;1;2;0;-1;0;0;-1;31
202000000706;154 741 018;A01;1;1;1;1;1997;5;2;6;-1;0;0;-1;25
202000000706;154 741 019;B01;1;1;4;1;1993;5;2;0;-1;0;0;-1;29
202000000712;154 741 010;A01;1;1;4;2;1991;1;2;0;-1;0;0;-1;31
202000000716;154 741 004;A01;1;1;1;1;1993;1;8;0;-1;-1; -1;-1;29
202000000716;154 741 005;B01;1;1;4;1;1997;0;2;0;-1;-1; -1;-1;25
202000000746;154 740 958;A01;1;1;3;1;1948;5;2;6;-1;0;0;-1;74
202000000765;154 740 920;A01;1;1;1;1;1961;4;1;0;0;-1; -1;-1;61
202000000765;154 740 921;Y01;1;1;2;2;2017;9;0;-1;-1;0;0;-1;5
202000000773;154 740 905;A01;1;1;1;1;1961;0;8;0;0;-1; -1;-1;61
202000000773;154 740 906;B01;1;1;4;2;1985;0;8;0;-1;-1; -1;-1;37
202000000776;154 740 899;A01;1;1;1;1;1975;9;1;0;0;-1; -1;-1;47
202000000776;154 740 900;B01;1;1;4;1;1991;0;8;0;-1;-1; -1;-1;31
202000000784;154 740 883;A01;1;1;1;2;1999;0;1;0;0;-1; -1;-1;23
202000000784;154 740 884;B01;1;1;4;2;1957;3;8;0;-1;-1; -1;-1;65
202000000833;154 740 797;A01;1;1;1;1;1988;1;1;8;-1;-1; -1;-1;34
202000000833;154 740 798;B01;1;1;3;1;2009;2;2;8;-1;-1; -1;-1;13
202000000859;154 740 757;A01;1;1;4;1;1964;5;2;-1;-1;0;0;-1;58
202000000859;154 740 758;B01;1;1;4;1;2000;5;2;-1;-1;0;0;-1;22
202000000883;154 740 713;A01;1;1;4;1;1960;9;8;0;-1;0;0;-1;62
202000000916;154 740 662;A01;1;1;4;1;1984;9;2;0;-1;0;0;-1;38
202000000918;154 740 658;A01;1;1;4;1;1982;9;2;0;-1;0;0;-1;40
202000000920;154 740 655;B01;1;1;4;2;1988;1;2;0;-1;0;0;-1;34
202000000920;154 740 656;A01;1;1;1;1;1968;1;1;0;-1;0;0;-1;54
202000000926;154 740 641;A01;1;1;1;1;1979;9;1;0;-1;0;0;-1;43
202000000926;154 740 642;B01;1;1;4;2;1972;9;2;0;-1;0;0;-1;50
202000000951;154 740 598;B01;1;1;3;1;1982;1;0;-1;-1;0;0;-1;40
202000000951;154 740 599;C01;1;1;3;1;1995;1;0;-1;-1;0;0;-1;27
202000000951;154 740 600;A01;1;1;1;1;1982;1;1;-1;-1;0;0;-1;40
202000000954;154 740 591;A01;1;1;1;1;2001;5;8;-1;-1;0;0;-1;21
202000000954;154 740 592;B01;1;1;3;2;2006;5;0;-1;-1;0;0;-1;16
202000000998;154 740 507;A01;1;1;1;2;1946;9;1;0;-1;0;0;-1;76
202000000998;154 740 508;B01;1;1;4;2;1966;1;2;0;-1;0;0;-1;56
202000001004;154 740 494;A01;1;1;1;1;1958;4;1;0;-1;0;0;-1;64
202000001004;154 740 495;B01;1;1;4;2;2003;5;2;0;-1;0;0;-1;19
202000001008;154 740 486;A01;1;1;4;1;2008;2;2;0;-1;-1; -1;-1;14
202000001008;154 740 487;B01;1;1;1;2;1989;1;1;0;-1;-1; -1;-1;33
202000001024;154 740 463;A01;1;1;1;2;1980;3;1;-1;-1;0;0;-1;42
202000001024;154 740 464;B01;1;1;3;1;1955;5;2;6;-1;0;0;-1;67
202000001030;154 740 453;A01;1;1;1;1;1997;5;1;-1;-1;0;0;-1;25
202000001030;154 740 454;B01;1;1;3;2;1956;5;0;-1;-1;0;0;-1;66
202000001072;154 740 382;A01;1;1;1;2;1967;1;1;0;-1;0;0;-1;55
202000001072;154 740 383;B01;1;1;4;1;1970;0;8;0;-1;0;0;-1;52
202000001077;154 740 371;A01;1;1;4;1;1969;9;8;0;-1;-1; -1;-1;53
202000001078;154 740 369;B01;1;1;1;1;2000;0;8;0;-1;-1; -1;-1;22
202000001078;154 740 370;A01;1;1;4;1;2001;2;8;0;-1;-1; -1;-1;21
202000001081;154 740 364;A01;1;1;4;1;1997;0;8;0;-1;-1; -1;-1;25
202000001081;154 740 365;B01;1;1;1;2;1992;0;1;0;-1;-1; -1;-1;30
202000001097;154 740 334;A01;1;1;1;2;1971;4;1;0;-1;0;0;-1;51
202000001097;154 740 335;B01;1;1;4;2;1976;4;8;0;-1;0;0;-1;46
202000001109;154 740 311;A01;1;1;1;1;1993;9;2;0;-1;0;0;-1;29
202000001109;154 740 312;B01;1;1;4;2;1993;1;2;0;-1;0;0;-1;29
202000001112;154 740 306;B01;1;1;4;1;1954;5;2;0;-1;0;0;-1;68
202000001112;154 740 307;A01;1;1;1;2;1977;4;1;0;-1;0;0;-1;45
202000001124;154 740 286;B01;1;1;4;1;1976;1;8;0;-1;0;0;-1;46
202000001124;154 740 287;A01;1;1;1;1;1975;4;8;0;-1;0;0;-1;47
202000001135;154 740 269;Y01;1;1;4;2;2004;2;0;-1;-1;0;0;-1;18
202000001135;154 740 270;B01;1;1;1;1;1980;1;1;0;-1;-1; -1;-1;42
202000001135;154 740 271;A01;1;1;1;2;1978;1;1;0;-1;-1; -1;-1;44
202000001161;154 740 225;B01;1;1;1;2;1956;3;8;-1;-1;0;0;-1;66
202000001161;154 740 226;A01;1;1;3;1;2006;5;2;-1;-1;0;0;-1;16
202000001192;154 740 167;A01;1;1;1;1;1959;4;1;-1;-1;0;0;-1;63
202000001192;154 740 168;B01;1;1;3;2;1972;0;0;-1;-1;0;0;-1;50
202000001212;154 740 130;B01;1;1;1;2;1989;5;1;-1;-1;0;0;-1;33
202000001212;154 740 131;A01;1;1;4;1;1976;5;0;-1;-1;0;0;-1;46
202000001216;154 740 124;A01;1;1;1;2;1990;1;1;-1;-1;0;0;-1;32
202000001216;154 740 125;B01;1;1;3;1;1957;5;6;-1;-1;0;0;-1;65
202000001280;154 740 010;A01;1;1;4;1;1957;5;2;-1;-1;0;0;-1;65
202000001284;154 740 005;A01;1;1;3;1;1938;5;2;-1;-1;0;0;-1;84
202000001285;154 740 003;B01;1;1;1;2;1993;1;1;-1;-1;0;0;-1;29
202000001285;154 740 004;A01;1;1;3;1;2005;5;0;-1;-1;0;0;-1;17
202000001300;154 739 975;A01;1;1;2;1;1950;5;2;-1;-1;0;0;-1;72
202000001313;154 739 950;B01;1;1;4;1;1956;0;2;0;-1;-1; -1;-1;66
202000001314;154 739 948;A01;1;1;4;1;2001;3;8;0;-1;-1; -1;-1;21
202000001329;154 739 918;A01;1;1;3;1;1966;5;8;0;-1;-1; -1;-1;56
202000001329;154 739 919;B01;1;1;1;1;1981;1;1;0;-1;-1; -1;-1;41
202000001329;154 739 920;C01;1;1;1;1;1996;5;1;0;-1;-1; -1;-1;26
202000001335;154 739 908;A01;1;1;4;1;2006;5;8;0;-1;-1; -1;-1;16
202000001335;154 739 909;B01;1;1;1;1;1974;0;1;0;-1;-1; -1;-1;48
202000001341;154 739 900;A01;1;1;1;2;1966;0;1;0;-1;-1; -1;-1;56
202000001341;154 739 901;B01;1;1;3;1;1953;0;2;6;-1;-1; -1;-1;69
202000001348;154 739 888;A01;1;1;4;2;1943;0;8;0;-1;-1; -1;-1;79
202000001348;154 739 889;B01;1;1;1;1;1979;9;1;8;-1;-1; -1;-1;43
202000001354;154 739 876;B01;1;1;3;1;1962;0;8;0;-1;-1; -1;-1;60
202000001354;154 739 877;A01;1;1;1;2;1976;0;1;8;-1;-1; -1;-1;46
202000001356;154 739 872;B01;1;1;2;2;1993;1;8;0;-1;-1; -1;-1;29
202000001356;154 739 873;A01;1;1;1;1;1992;4;1;8;-1;-1; -1;-1;30
202000001358;154 739 868;A01;1;1;4;1;1990;0;8;0;-1;0;0;-1;32
202000001358;154 739 869;B01;1;1;1;1;2006;0;8;0;0;0;0;-1;16
202000001362;154 739 860;B01;1;1;4;1;1934;5;2;0;-1;-1; -1;-1;88
202000001362;154 739 861;A01;1;1;1;2;1995;5;1;0;-1;-1; -1;-1;27
202000001373;154 739 840;A01;1;1;4;1;1991;5;8;0;-1;-1; -1;-1;31
202000001373;154 739 841;B01;1;1;1;1;1978;4;8;0;-1;-1; -1;-1;44
202000001377;154 739 834;A01;1;1;4;2;2007;0;8;-1;-1;-1; -1;-1;15
202000001378;154 739 832;B01;1;1;4;2;1961;5;8;0;-1;-1; -1;-1;61
202000001378;154 739 833;A01;1;1;1;1;1998;0;1;0;-1;-1; -1;-1;24
202000001380;154 739 828;A01;1;1;3;1;1963;1;8;-1;-1;-1; -1;-1;59
202000001406;154 739 783;A01;8;2;4;2;1964;5;0;0;-1;0;0;-1;58
202000001406;154 739 783;A01;8;2;4;2;1954;3;0;0;-1;0;0;-1;68
202000001406;154 739 783;A01;8;2;4;1;1951;3;0;0;-1;0;0;-1;71
202000001406;154 739 783;A01;1;1;1;1;1991;4;8;-1;-1;0;0;-1;31
202000001407;154 739 780;A01;1;1;4;2;1976;5;2;0;-1;0;0;-1;46
202000001407;154 739 781;B01;1;1;4;1;2008;5;8;0;-1;0;0;-1;14
202000001408;154 739 779;A01;1;1;1;2;1996;1;8;0;-1;0;0;-1;26
202000001408;154 739 779;A01;10;3;4;1;1970;2;0;-1;-1;2;3;1;52
202000001410;154 739 776;B01;1;1;4;2;1998;1;8;0;-1;0;0;-1;24
202000001410;154 739 777;A01;1;1;1;2;1961;5;1;0;-1;0;0;-1;61
202000001428;154 739 738;A01;1;1;4;1;1968;5;2;0;-1;-1; -1;-1;54
202000001428;154 739 738;A01;10;3;4;2;1973;5;0;-1;-1;3;3;1;49
202000001429;154 739 736;A01;1;1;4;1;2009;2;8;8;-1;0;0;-1;13
202000001429;154 739 737;B01;1;1;1;1;1968;0;1;8;-1;0;0;-1;54
202000001431;154 739 731;A01;1;1;3;1;1993;0;8;0;-1;-1; -1;-1;29
202000001431;154 739 732;B01;1;1;1;2;2000;1;1;0;-1;-1; -1;-1;22
202000001434;154 739 725;A01;1;1;1;1;1977;5;8;0;-1;-1; -1;-1;45
202000001434;154 739 726;B01;1;1;4;1;1996;5;8;0;-1;-1; -1;-1;26
202000001440;154 739 716;B01;1;1;4;1;1975;0;0;-1;-1;0;0;-1;47
202000001440;154 739 717;A01;1;1;1;1;1976;0;1;-1;-1;-1; -1;-1;46
202000001440;154 739 717;A01;4;2;1;1;2009;0;1;-1;-1;-1; -1;-1;13
202000001441;154 739 714;A01;1;1;1;1;1951;3;1;-1;-1;-1; -1;-1;71
202000001441;154 739 715;B01;1;1;4;1;1965;1;8;-1;-1;-1; -1;-1;57
202000001447;154 739 701;B01;1;1;1;1;1983;5;1;0;-1;-1; -1;-1;39
202000001447;154 739 701;B01;2;2;1;1;1974;5;1;0;-1;-1; -1;-1;48
202000001447;154 739 701;B01;4;2;1;1;1983;5;1;0;-1;-1; -1;-1;39
202000001447;154 739 702;A01;1;1;4;2;1944;5;8;0;-1;-1; -1;-1;78
202000001451;154 739 694;A01;1;1;4;1;1984;0;8;0;-1;-1; -1;-1;38
202000001451;154 739 695;B01;1;1;1;1;1977;1;1;0;-1;-1; -1;-1;45
202000001454;154 739 687;A01;1;1;3;2;1958;5;8;0;-1;0;0;-1;64
202000001467;154 739 665;A01;1;1;4;1;1992;5;8;0;-1;-1; -1;-1;30
202000001468;154 739 662;B01;1;1;4;1;2005;5;2;0;-1;-1; -1;-1;17
202000001468;154 739 663;A01;1;1;1;1;1998;9;1;0;-1;-1; -1;-1;24
202000001473;154 739 653;B01;1;1;4;1;2003;5;8;0;-1;-1; -1;-1;19
202000001473;154 739 654;A01;1;1;1;1;1976;5;2;6;-1;-1; -1;-1;46
202000001481;154 739 638;B01;1;1;4;1;1995;0;8;0;-1;-1; -1;-1;27
202000001481;154 739 639;A01;1;1;1;2;1975;0;1;0;-1;-1; -1;-1;47
202000001484;154 739 633;A01;1;1;4;1;1988;4;8;0;-1;-1; -1;-1;34
202000001484;154 739 634;B01;1;1;1;1;1980;1;2;6;-1;-1; -1;-1;42
202000001503;154 739 604;B01;1;1;3;1;2012;5;0;-1;-1;0;0;-1;10
202000001503;154 739 605;A01;1;1;1;2;1966;5;1;-1;-1;0;0;-1;56
202000001547;154 739 538;A01;1;1;1;1;1951;0;1;-1;-1;0;0;-1;71
202000001547;154 739 539;B01;1;1;3;1;1946;5;2;-1;-1;0;0;-1;76
202000001549;154 739 535;A01;1;1;4;1;1954;0;0;-1;-1;0;0;-1;68
202000001586;154 739 468;A01;1;1;1;1;1975;0;1;0;-1;-1; -1;-1;47
202000001586;154 739 469;B01;1;1;4;1;1998;9;2;0;-1;-1; -1;-1;24
202000001598;154 739 449;A01;1;1;4;1;2002;5;8;0;-1;-1; -1;-1;20
202000001598;154 739 450;B01;1;1;1;1;1992;5;1;0;-1;0;0;-1;30
202000001611;154 739 427;A01;1;1;1;1;1947;5;1;0;-1;0;0;-1;75
202000001611;154 739 428;B01;1;1;4;2;2002;2;2;0;-1;0;0;-1;20
202000001614;154 739 420;B01;1;1;1;1;1988;4;1;8;-1;-1; -1;-1;34
202000001614;154 739 421;A01;1;1;3;1;1986;5;8;0;-1;-1; -1;-1;36
202000001622;154 739 405;B01;1;1;1;2;1974;1;1;0;-1;-1; -1;-1;48
202000001622;154 739 406;A01;1;1;4;1;2010;0;2;8;-1;-1; -1;-1;12
202000001640;154 739 376;B01;1;1;4;1;1951;9;2;0;-1;0;0;-1;71
202000001640;154 739 377;A01;1;1;1;1;1973;9;1;0;-1;0;0;-1;49
202000001646;154 739 366;B01;1;1;1;2;1995;1;1;0;-1;0;0;-1;27
202000001646;154 739 367;A01;1;1;4;2;1949;5;2;0;-1;0;0;-1;73
202000001648;154 739 362;A01;1;1;1;2;1969;4;1;0;-1;0;0;-1;53
202000001648;154 739 363;B01;1;1;4;2;1971;1;2;8;-1;0;0;-1;51
202000001652;154 739 356;A01;1;1;1;1;1980;9;2;0;-1;0;0;-1;42
202000001652;154 739 357;B01;1;1;4;1;1993;9;2;6;-1;0;0;-1;29
202000001655;154 739 351;B01;1;1;1;1;1963;4;1;0;-1;0;0;-1;59
202000001655;154 739 352;A01;1;1;4;1;1984;1;8;0;-1;0;0;-1;38
202000001656;154 739 349;B01;1;1;3;1;1992;1;2;6;-1;0;0;-1;30
202000001656;154 739 350;A01;1;1;3;1;1992;5;2;0;-1;0;0;-1;30
202000001668;154 739 331;A01;1;1;1;1;1986;0;1;0;-1;-1; -1;-1;36
202000001668;154 739 332;B01;1;1;4;2;1961;1;2;6;-1;-1; -1;-1;61
202000001673;154 739 321;B01;1;1;4;1;1982;0;8;0;-1;-1; -1;-1;40
202000001673;154 739 322;A01;1;1;1;1;1987;0;2;0;-1;-1; -1;-1;35
202000001675;154 739 318;B01;1;1;4;1;1993;0;8;0;-1;-1; -1;-1;29
202000001675;154 739 319;A01;1;1;1;2;1987;9;1;8;-1;-1; -1;-1;35
202000001686;154 739 294;B01;1;1;4;1;1976;5;2;-1;-1;0;0;-1;46
202000001686;154 739 295;A01;1;1;2;1;1959;5;2;-1;-1;0;0;-1;63
202000001690;154 739 290;A01;1;1;2;1;1951;5;0;-1;-1;0;0;-1;71
202000001701;154 739 266;B01;1;1;3;1;1949;5;2;-1;-1;0;0;-1;73
202000001701;154 739 267;A01;1;1;1;1;1972;4;1;-1;-1;0;0;-1;50
202000001718;154 739 228;A01;1;1;1;1;1989;4;1;-1;-1;0;0;-1;33
202000001718;154 739 229;B01;1;1;3;1;1966;1;0;-1;-1;0;0;-1;56
202000001720;154 739 224;A01;1;1;1;2;1944;0;8;-1;-1;0;0;-1;78
202000001720;154 739 225;B01;1;1;4;1;2008;5;0;-1;-1;0;0;-1;14
202000001724;154 739 218;A01;1;1;1;2;1939;1;1;-1;-1;0;0;-1;83
202000001724;154 739 219;B01;1;1;4;2;1959;1;2;-1;-1;0;0;-1;63
202000001758;154 739 156;A01;1;1;4;1;1999;5;8;0;-1;-1; -1;-1;23
202000001758;154 739 156;A01;10;3;1;1;1994;5;0;-1;-1;1;3;1;28
202000001763;154 739 147;A01;1;1;1;2;1999;1;1;-1;-1;0;0;-1;23
202000001763;154 739 148;C01;1;1;3;1;2005;5;0;-1;-1;0;0;-1;17
202000001770;154 739 135;B01;1;1;1;2;1964;0;1;8;-1;-1; -1;-1;58
202000001770;154 739 136;A01;1;1;4;1;2005;5;8;0;-1;-1; -1;-1;17
