Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor;occutc
202000000011;154 742 256;B01;2;1;0;2;5;19;5;
202000000014;154 742 248;B01;2;1;0;2;4;16;5;
202000000031;154 742 219;A01;1;1;0;2;8;19;5;
202000000032;154 742 218;B01;2;1;0;2;8;1;5;
202000000035;154 742 213;A01;2;1;0;2;5;12;5;
202000000059;154 742 173;B01;2;1;0;1;2;1;5;
202000000067;154 742 160;B01;1;1;0;2;7;1;5;
202000000075;154 742 146;B01;1;1;12;2;8;2;5;
202000000076;154 742 144;B01;3;1;0;0;0;1;5;
202000000109;154 742 088;B01;3;1;0;2;1;1;5;
202000000122;154 742 065;Y01;3;1;0;2;1;19;5;
202000000126;154 742 056;B01;3;1;0;2;7;1;5;
202000000152;154 742 008;A01;2;1;0;0;4;0;0;
202000000164;154 741 988;B01;2;1;0;2;7;26;5;
202000000180;154 741 957;C01;2;1;0;2;8;19;5;
202000000189;154 741 935;E01;1;1;0;2;1;2;5;
202000000189;154 741 936;B01;1;1;0;2;1;1;5;
202000000189;154 741 937;C01;1;1;0;2;1;2;5;
202000000189;154 741 938;D01;1;1;0;2;1;1;5;
202000000189;154 741 939;A01;1;1;0;2;1;1;5;
202000000197;154 741 918;A01;1;1;0;2;0;1;5;
202000000213;154 741 890;A01;1;1;0;2;1;1;5;
202000000214;154 741 887;A01;1;1;0;2;1;1;5;
202000000214;154 741 888;Z01;1;1;0;2;4;1;5;
202000000216;154 741 885;A01;1;1;0;0;1;12;5;
202000000218;154 741 881;B01;1;1;0;2;8;26;5;
202000000220;154 741 879;B01;3;1;0;2;7;26;5;
202000000225;154 741 868;B01;2;1;0;2;2;1;0;
202000000225;154 741 869;A01;1;1;0;2;3;9;0;
202000000237;154 741 846;A01;2;1;0;0;0;0;5;
202000000242;154 741 837;A01;1;1;6;0;7;1;5;
202000000243;154 741 836;B01;1;1;0;2;1;1;5;
202000000264;154 741 806;B01;1;1;0;0;8;2;5;
202000000265;154 741 805;A01;3;1;0;1;1;5;5;
202000000283;154 741 775;B01;1;1;0;2;4;1;5;
202000000290;154 741 763;B01;3;1;0;2;1;15;5;
202000000303;154 741 738;A01;1;1;0;2;1;19;5;
202000000322;154 741 704;A01;2;1;0;2;8;1;5;
202000000334;154 741 685;A01;2;1;0;0;0;21;5;
202000000351;154 741 656;B01;1;1;0;2;1;1;5;
202000000357;154 741 647;A01;1;1;4;0;0;0;5;
202000000365;154 741 634;B01;2;1;0;2;7;1;5;
202000000370;154 741 623;A01;3;1;0;0;1;2;5;
202000000370;154 741 624;B01;3;1;0;0;1;2;5;
202000000379;154 741 608;B01;3;1;0;2;8;1;5;
202000000381;154 741 605;B01;1;1;0;0;4;2;5;
202000000422;154 741 523;B01;1;1;0;2;1;2;5;
202000000428;154 741 514;A01;1;1;15;2;3;9;5;
202000000431;154 741 508;A01;1;1;0;2;8;9;5;
202000000443;154 741 493;B01;3;1;0;2;7;16;5;
202000000444;154 741 490;A01;3;1;0;2;1;1;5;
202000000447;154 741 486;B01;3;1;0;2;8;9;0;
202000000472;154 741 441;A01;0;1;0;2;1;13;5;
202000000474;154 741 438;B01;3;1;0;2;7;15;5;
202000000481;154 741 425;B01;1;1;0;2;2;9;5;
202000000490;154 741 409;B01;0;1;0;2;1;19;5;
