Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
200900000011;4;0.0;;;1.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0
200900000025;4;0.0;;;1.0;0.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
200900000039;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;0.0;75.0;1.0;0.0;1.0;0.0
200900000040;4;0.0;;;1.0;3.0;;;0.0;1.0;1.0;0.0;200.0;1.0;0.0;1.0;0.0
200900000054;4;0.0;;;1.0;3.0;;;1.0;1.0;0.0;0.0;106.0;1.0;0.0;1.0;0.0
200900000123;4;0.0;;;1.0;4.0;;;1.0;1.0;1.0;32.0;0.0;1.0;0.0;1.0;3.0
200900000125;4;0.0;;;1.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
200900000160;4;0.0;;;2.0;4.0;;;3.0;1.0;1.0;0.0;109.0;1.0;0.0;5.0;0.0
200900000167;4;0.0;;;1.0;2.0;;;3.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
200900000169;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;0.0;80.0;1.0;0.0;1.0;0.0
200900000171;4;0.0;;;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;30.0;7.0;0.0;1.0;0.0
200900000182;4;0.0;;;1.0;2.0;;;1.0;0.0;0.0;0.0;140.0;9.0;0.0;1.0;0.0
200900000200;4;0.0;;;2.0;2.0;4.0;0.0;0.0;1.0;1.0;0.0;64.0;1.0;0.0;1.0;0.0
200900000202;4;0.0;;;1.0;4.0;;;0.0;1.0;1.0;110.0;100.0;1.0;0.0;1.0;0.0
200900000205;4;0.0;;;0.0;0.0;;;0.0;1.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0
200900000217;4;0.0;;;1.0;2.0;;;0.0;1.0;1.0;20.0;121.0;1.0;0.0;1.0;0.0
200900000227;4;0.0;;;2.0;2.0;;;0.0;2.0;1.0;0.0;60.0;6.0;0.0;1.0;0.0
200900000228;4;0.0;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0
200900000233;4;0.0;;;2.0;2.0;;;0.0;2.0;1.0;0.0;80.0;1.0;0.0;1.0;99.0
200900000255;4;0.0;;;1.0;2.0;;;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
200900000268;4;0.0;;;0.0;1.0;;;1.0;1.0;3.0;0.0;40.0;2.0;0.0;5.0;99.0
200900000273;4;0.0;;;0.0;1.0;;;0.0;1.0;1.0;0.0;40.0;1.0;6.0;1.0;99.0
200900000352;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
200900000354;4;0.0;;;1.0;2.0;;;0.0;0.0;0.0;0.0;110.0;0.0;0.0;1.0;0.0
200900000370;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;0.0;120.0;5.0;0.0;1.0;0.0
200900000391;4;0.0;;;1.0;1.0;;;1.0;1.0;1.0;0.0;45.0;1.0;0.0;1.0;99.0
200900000438;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;12.0;40.0;2.0;6.0;1.0;0.0
200900000455;4;0.0;;;3.0;2.0;;;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
200900000469;4;0.0;;;1.0;3.0;;;3.0;1.0;1.0;7.0;136.0;1.0;0.0;4.0;0.0
200900000514;4;0.0;;;1.0;1.0;;;1.0;1.0;0.0;80.0;60.0;7.0;0.0;1.0;0.0
200900000578;4;0.0;;;0.0;1.0;;;0.0;1.0;1.0;0.0;100.0;2.0;0.0;1.0;0.0
200900000633;4;0.0;;;2.0;2.0;;;3.0;1.0;1.0;10.0;68.0;5.0;5.0;1.0;3.0
200900000645;4;0.0;;;0.0;0.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
200900000650;4;0.0;;;2.0;3.0;;;3.0;1.0;1.0;0.0;80.0;1.0;0.0;1.0;99.0
200900000658;4;0.0;;;0.0;4.0;;;0.0;2.0;0.0;0.0;210.0;1.0;0.0;1.0;99.0
200900000669;4;0.0;;;2.0;2.0;;;1.0;2.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
200900000682;4;0.0;;;2.0;3.0;;;0.0;1.0;1.0;0.0;106.0;1.0;5.0;1.0;99.0
200900000691;4;0.0;;;1.0;0.0;;;0.0;2.0;1.0;99.0;59.0;2.0;0.0;1.0;0.0
200900000692;4;0.0;;;0.0;4.0;;;1.0;1.0;1.0;0.0;80.0;1.0;0.0;5.0;0.0
200900000697;4;0.0;;;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;6.0;4.0;99.0
200900000700;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;90.0;60.0;1.0;0.0;1.0;0.0
200900000705;4;0.0;;;2.0;1.0;;;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;3.0
200900000743;4;0.0;;;0.0;2.0;;;0.0;0.0;0.0;0.0;140.0;1.0;0.0;1.0;0.0
200900000756;4;0.0;;;1.0;2.0;;;0.0;1.0;1.0;0.0;80.0;2.0;0.0;1.0;0.0
200900000765;4;0.0;;;2.0;2.0;;;0.0;1.0;1.0;30.0;90.0;2.0;0.0;1.0;0.0
200900000793;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0
200900000808;4;0.0;;;2.0;1.0;;;3.0;2.0;1.0;0.0;96.0;1.0;0.0;0.0;0.0
200900000819;4;0.0;;;1.0;4.0;;;0.0;1.0;1.0;0.0;120.0;1.0;0.0;1.0;0.0
200900000852;4;0.0;;;2.0;3.0;;;0.0;1.0;1.0;0.0;120.0;1.0;0.0;1.0;0.0
200900000854;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
200900000885;4;0.0;;;1.0;1.0;;;0.0;1.0;1.0;0.0;48.0;1.0;0.0;1.0;99.0
200900000889;4;0.0;;;1.0;3.0;;;1.0;1.0;1.0;0.0;122.0;1.0;0.0;5.0;99.0
200900000893;4;0.0;;;1.0;1.0;;;0.0;0.0;0.0;0.0;54.0;0.0;0.0;1.0;0.0
