Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
200900000011;0;1;0;12.0;2.0;8.0;1.0;B02
200900000025;1;1;0;0.0;2.0;0.0;19.0;Z01
200900000039;0;1;0;0.0;2.0;1.0;1.0;B01
200900000040;0;1;0;0.0;2.0;4.0;16.0;A01
200900000054;0;1;0;0.0;0.0;0.0;21.0;A01
200900000123;0;1;0;12.0;0.0;0.0;0.0;A01
200900000125;0;1;0;0.0;2.0;4.0;1.0;A01
200900000160;0;1;0;0.0;1.0;1.0;7.0;A01
200900000167;0;1;0;0.0;2.0;1.0;17.0;B01
200900000169;0;1;0;1.0;0.0;7.0;1.0;B01
200900000171;0;1;0;0.0;0.0;0.0;1.0;A01
200900000182;0;1;0;0.0;2.0;3.0;11.0;B01
200900000200;0;1;0;0.0;2.0;1.0;1.0;B01
200900000202;0;1;0;0.0;2.0;2.0;15.0;B01
200900000205;0;1;0;0.0;2.0;1.0;1.0;A01
200900000217;0;1;0;0.0;2.0;8.0;1.0;A01
200900000227;0;1;0;0.0;2.0;3.0;15.0;B01
200900000228;0;1;0;0.0;2.0;7.0;1.0;B01
200900000233;0;1;0;0.0;2.0;7.0;1.0;B01
200900000255;0;1;0;0.0;2.0;2.0;1.0;A01
200900000268;0;1;0;0.0;0.0;0.0;16.0;A01
200900000273;0;1;0;0.0;5.0;0.0;1.0;A01
200900000352;0;1;0;0.0;2.0;1.0;1.0;B01
200900000354;0;1;0;0.0;1.0;1.0;1.0;A01
200900000370;0;1;0;0.0;2.0;1.0;1.0;B01
200900000391;0;1;0;0.0;2.0;1.0;17.0;B01
200900000438;0;1;0;0.0;2.0;8.0;19.0;A01
200900000455;0;1;0;0.0;2.0;3.0;1.0;B01
200900000469;0;1;0;0.0;1.0;2.0;7.0;A01
200900000514;0;1;0;0.0;2.0;1.0;1.0;B01
200900000578;0;1;0;0.0;2.0;8.0;1.0;A01
200900000633;0;1;0;0.0;2.0;4.0;7.0;B01
200900000645;0;1;0;0.0;2.0;7.0;19.0;B01
200900000650;0;1;0;0.0;1.0;0.0;7.0;A01
200900000658;0;1;0;0.0;2.0;7.0;11.0;B01
200900000669;0;1;0;0.0;2.0;0.0;1.0;B01
200900000682;0;1;0;0.0;2.0;8.0;1.0;B01
200900000691;0;1;0;0.0;2.0;1.0;1.0;B01
200900000692;0;1;0;0.0;1.0;1.0;1.0;A01
200900000697;0;1;0;0.0;1.0;4.0;1.0;A01
200900000700;0;1;0;0.0;2.0;0.0;15.0;A01
200900000705;0;1;0;0.0;2.0;1.0;2.0;A01
200900000743;0;1;0;0.0;2.0;7.0;17.0;A01
200900000756;0;1;0;0.0;2.0;0.0;14.0;A01
200900000765;0;1;0;0.0;2.0;1.0;1.0;B01
200900000793;0;1;0;0.0;2.0;3.0;15.0;A01
200900000808;0;1;0;0.0;2.0;4.0;7.0;A01
200900000819;0;1;0;0.0;2.0;1.0;2.0;A01
200900000852;0;1;0;0.0;2.0;8.0;1.0;B01
200900000854;0;1;0;0.0;2.0;1.0;1.0;A01
200900000885;0;1;0;0.0;2.0;8.0;18.0;A01
200900000889;0;1;0;0.0;1.0;0.0;1.0;A01
200900000893;0;1;0;0.0;2.0;1.0;1.0;B01
200900000904;0;1;0;0.0;2.0;8.0;13.0;B01
200900000923;0;1;0;0.0;2.0;7.0;5.0;B01
200900000930;0;1;0;0.0;1.0;1.0;1.0;A01
200900000938;0;1;0;0.0;2.0;7.0;1.0;A01
200900000948;0;1;0;0.0;2.0;7.0;9.0;B01
200900000971;0;1;0;0.0;2.0;1.0;1.0;B01
200900001015;0;1;0;0.0;1.0;1.0;16.0;A01
200900001025;0;1;0;0.0;1.0;3.0;1.0;A01
200900001028;0;1;0;0.0;2.0;7.0;1.0;B01
200900001030;0;1;0;0.0;2.0;1.0;1.0;B01
200900001035;0;1;0;0.0;1.0;1.0;1.0;A01
200900001044;0;1;0;0.0;2.0;8.0;1.0;A01
200900001049;0;1;0;0.0;1.0;1.0;1.0;A01
