Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202300000484;3;FLANDRE (RUE MARGUERITE DE);0;;2;2;0;1;0;500;1;; -1;1;0;1;50
202300000489;3;D26E;0;;2;2;0;1;4;50;1;;7;1;0;1;60
202300000494;4;;0;;1;1;2;1; -1; -1;1;; -1;2;0;1;30
202300000494;4;;0;;2;2;2;1; -1; -1;1;; -1;2;0;1;30
202300000499;3;RASPAIL;0;;1;1;0;1; -1; -1;1;; -1;2;0;1;30
202300000520;4;AMBLAINVILLIERS (RUE D');0;;2;0;1;1;1;0;1;; -1;1;0;5;50
202300000520;4;BOULIE (RUE DE LA);0;;2;1;0;1;0;0;1;; -1;1;0;1;50
202300000524;4;SAINT JEAN (QUAI);0;;3;4;1;1; -1; -1;1;; -1;2;0;5;30
202300000524;4;SAVERNE (PONT DE);0;;3;4;0;1; -1; -1;1;; -1;2;2;5;30
202300000526;4;ALPES (QUAI DES);0;;3;8;1;1; -1; -1;1;; -1;2;5;1;50
202300000526;4;rue Edmond Michelet;0;;3;8;1;2; -1; -1;1;; -1;2;5;5;50
202300000528;4;HAGUENAU (PLACE DE);0;;1;4;1;1; -1; -1;3;; -1;2;5;1;50
202300000528;4;JACQUES KABLE (RUE);0;;3;4;0;1; -1; -1;3;; -1;2;5;1;50
202300000531;4;BELGIQUE (BOULEVARD DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300000531;4;HOCHE (AVENUE);0;;-1;2;0;1; -1; -1;1;; -1;1;0;1;50
202300000537;4;LISFRANC-CROISE LAROCHE PLACE;0;;1;2;0;1; -1; -1;1;; -1;2;0;1;50
202300000541;4;LOTE (RUE  RENE );0;;2;2;1;1; -1; -1;1;; -1;2;-1;5;20
202300000545;4;POTERNE (QUAI DE LA);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300000567;9;AVENUE CENTRALE;0;;2;0;3;1; -1; -1;1;; -1;2;4;6;30
202300000570;4;BOIS RUE DU;0;;2;3;0;1; -1; -1;1;; -1;1;0;5;50
202300000570;4;LILLE RUE DE;0;;2;3;2;1; -1; -1;1;; -1;1;0;5;30
202300000584;4;CHOUTEAU (BOULEVARD GUY);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300000584;4;CORNEILLE (RUE PIERRE);0;;-1;1;0;1; -1; -1;1;; -1;1;0;1;50
202300000586;4;ALSACE;0;;2;2;0;1; -1; -1;1;; -1;1;-1;1;30
202300000595;3;CLERVILLE CHEVALIER DE (BOULEVARD);0;;2;2;0;2;43;520;1;;5,5;1;0;1;20
202300000606;4;PAIX (RUE DE LA);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202300000607;4;GAY-LUSSAC RUE;0;;2;2;0;1; -1; -1;1;; -1;1;0;5;50
202300000607;4;JOUCHOUX RUE AUGUSTE;0;;2;2;2;1; -1; -1;1;; -1;1;0;5;50
202300000614;4;ROGER SABATIER ( RUE );0;;2;1;0;1;0;1;1;; -1;1;0;1;50
202300000614;4;SAGNIERES ( RUE DES );0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202300000622;4;RUE D AMSTERDAM;0;;1;2;1;2; -1; -1;1;; -1;1;0;1;30
202300000622;4;RUE D ATHENES;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300000625;4;AVENUE DE LA PORTE DE SAINT OUEN;0;;2;4;0;1; -1; -1;1;; -1;2;0;1;30
202300000625;4;BOULEVARD NEY;0;;2;4;0;1; -1; -1;1;; -1;2;0;1;30
202300000626;4;;-1;;2; -1;-1;1; -1; -1;1;; -1;1;0;1;30
202300000626;4;PONT DE LA CONCORDE;0;;2;4;1;1; -1; -1;1;; -1;1;9;1;30
202300000627;4;VOIE GEORGES POMPIDOU;0;;2;2;1;1; -1; -1;1;; -1;2;0;5;50
202300000628;4;PONT SAINT MICHEL;0;;1;4;1;1; -1; -1;1;; -1;1;0;1;30
202300000628;4;QUAI DU MARCHE NEUF;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300000634;3;154;0;;3;2;0;1;0;0;3;; -1;1;0;1;50
202300000658;4;MONDOR (RUE HENRI);0;;1;1;2;1;1;0;1;; -1;2;0;1;30
202300000660;3;1;0;;3;2;1;1;0;0;1;; -1;2;2;5;50
202300000665;4;;0;;-1;1;0;1;0;0;1;; -1;1;0;1;30
202300000668;4;EGLISE;0;;2;1;0;2;0;0;1;; -1;2;0;1;50
202300000671;4;765;-1;;2;2;0;2; -1; -1;4;;7;1;0;1;80
202300000691;4;JEAN JAURES (BOULEVARD);0;;1;2;0;1;0;0;1;; -1;1;0;1;30
202300000691;4;LORRAINE (BOULEVARD D'ALSACE);0;;1;2;0;1;0;0;1;; -1;1;0;1;30
202300000692;4;VERNE (R JULES);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202300000709;3;JUIN (BOULEVARD MARECHAL);0;;3;4;1;1;0;130;1;; -1;2;0;5;50
202300000719;4;BOULEVARD DAVOUT;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202300000719;4;;-1;;-1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300000722;4;;-1;;1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300000722;4;RUE LINOIS;0;;1; -1;1;1; -1; -1;1;; -1;1;0;1;30
202300000723;4;;-1;;2; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300000723;4;RUE DE VAUGIRARD;0;;1;2;1;1; -1; -1;1;; -1;1;0;1;30
202300000728;4;;-1;;1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300000728;4;QUAI D ORSAY;0;;2;4;1;1; -1; -1;1;; -1;1;0;1;30
202300000754;3;76;-1;;2;2;0;2;6;500;1;;6;2;0;1;80
202300000765;4;BOULEVARD NEY;0;;1;2;1;1; -1; -1;1;; -1;1;0;5;50
202300000776;4;RUE PERNETY;0;;1;1;0;1; -1; -1;1;; -1;2;0;1;30
202300000776;4;RUE VERCINGETORIX;0;;1;3;1;1; -1; -1;3;; -1;2;0;1;30
202300000782;4;;-1;;1; -1;-1;1; -1; -1;1;; -1;1;0;1;30
202300000782;4;RUE DUROC;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300000793;3;123;0;;3;4;0;1;0;0;1;; -1;1;5;1;50
202300000793;3;;0;;2;2;0;1;0;0;1;; -1;1;6;1;50
202300000802;4;REPUBLIQUE AVENUE DE LA;0;;3;2;3;1;0;0;1;; -1;2;4;6;50
202300000811;3;REPUBLIQUE (BOULEVARD DE LA) 79/FIN - 76;0;;-1;2;1;1;0;0;1;;7;1;8;5;50
202300000821;4;;-1;;2; -1;-1;2; -1; -1;1;;3;1;0;1;80
202300000821;4;;0;C;2;2;0;4; -1; -1;2;;3;1;0;1;80
202300000826;4;;-1;;2; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300000826;4;RUE DE SAMBRE ET MEUSE;0;;2;0;0;2; -1; -1;1;; -1;1;0;1;30
202300000829;4;RUE DE VARENNE;0;;-1;0;0;1; -1; -1;1;; -1;1;0;1;30
202300000829;4;RUE DU BAC;0;;1;0;0;1; -1; -1;1;; -1;1;0;1;30
202300000832;4;PONT ROYAL;0;;1;3;2;2; -1; -1;1;; -1;1;2;5;30
202300000832;4;QUAI ANATOLE FRANCE;0;;2;4;1;1; -1; -1;1;; -1;1;5;5;30
202300000839;3;107;-1;D;1;2;0;1;4;700;2;;7;1;0;1;90
202300000842;3;6;0;;2;4;1;1; -1; -1;1;; -1;1;5;5;50
202300000842;3;;0;;1;1;0;1; -1; -1;1;; -1;1;5;5;50
202300000845;3;ELYSEE RECLUS (AVENUE) N° 23 AU 217;0;;3;2;3;1;0;1;1;; -1;1;4;6;30
202300000845;3;;-1;;1; -1;2;1; -1; -1;1;; -1;1;0;6;-1
202300000849;3;LIBERATION RD14 (BOULEVARD);0;;2;1;1;1;0;1;1;; -1;1;0;5;50
202300000899;3;47;0;D;2;2;0;2;19;229;1;; -1;1;0;1;80
202300000899;3;90;0;D;2;2;0;1;15;923;1;; -1;1;0;1;80
202300000900;3;928;-1;;2;2;0;1;22;34;1;; -1;1;0;1;50
202300000913;3;D34;-1;;2;2;0;2;28;280;1;;4;1;0;1;50
202300000913;3;;-1;;2;2;0;2;28;280;3;;4;1;0;1;50
202300000919;3;2152;0;;2;2;0;2;85;180;1;;7;1;9;1;50
202300000921;3;80;-1;;2;2;0;2;1;200;1;;5,5;1;0;1;80
202300000926;4;;-1;;2; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
202300000926;4;;-1;;3;2;0;1; -1; -1;1;; -1;1;0;1;50
202300000933;3;28;-1;;2;2;0;1; -1; -1;1;;7;2;0;1;80
202300000950;3;MAURICE UTRILLO (AVENUE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300000953;3;982;-1;D;2;2;0;1;32;330;1;;7;1;0;1;70
202300000965;4;POMPIDOU (AVENUE GEORGES);0;;2;1;3;2; -1; -1;1;; -1;9;6;6;50
202300000997;4;CHAMBERY RUE DE;0;;1;1;0;2; -1; -1;1;; -1;1;0;1;30
202300001001;4;LEFEUVRE HENRI AV N° IMP;0;;-1;2;0;1;0;0;3;; -1;1;0;1;50
202300001001;4;OYON ALEXANDRE (BD);0;;-1;0;0;1;0;0;1;; -1;1;9;1;50
202300001008;3;532;-1;B;2;2;0;1;2;192;3;;7;1;0;1;80
202300001017;3;;-1;;2;2;0;1;25;0;1;; -1;1;0;1;50
202300001020;4;;-1;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300001022;4;CHAMP PERRIER                           ;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300001022;4;FEYZIN (DE)                             ;0;;2;2;0;1; -1; -1;1;; -1;1;5;1;50
202300001026;4;BROGLIE (PLACE);0;;2;2;2;1; -1; -1;1;; -1;1;9;5;30
202300001026;4;COMEDIE (RUE DE LA);0;;2;2;2;2; -1; -1;1;; -1;1;9;1;30
202300001045;4;BEUVRECQUE RUE DE LA;0;;2;2;0;1; -1; -1;3;; -1;1;0;1;30
202300001045;4;GHESLES CHEMIN DE;0;;2;2;0;1; -1; -1;3;; -1;1;0;1;30
202300001055;4;LOBAU (BOULEVARD);0;;2;4;0;1; -1; -1;1;; -1;1;0;1;50
202300001055;4;MOLITOR (RUE);0;;1;2;0;1; -1; -1;1;; -1;1;0;1;50
202300001074;4;AUGE DE PIERRE (ROND POINT DE L');0;;1;2;0;1; -1; -1;2;; -1;2;0;1;50
202300001081;4;AVENUE DENFERT ROCHEREAU;0;;1;2;2;1; -1; -1;1;; -1;1;0;1;30
202300001081;4;;-1;;2; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
202300001092;4;RUE VILLIOT;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300001102;4;BOULEVARD VOLTAIRE;0;;2;4;1;1; -1; -1;1;; -1;1;-1;5;30
202300001107;4;;-1;;1; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
202300001107;4;RUE BEAUBOURG;0;;1;3;1;1; -1; -1;1;; -1;1;0;1;30
202300001120;3;JEAN JAURES (RUE);0;;2;1;0;1; -1; -1;1;; -1;2;0;1;20
202300001130;4;;-1;;2;1;-1;1; -1; -1;1;;3;1;0;1;-1
202300001131;4;EDOUARD HERRIOT (RUE);0;;2;4;2;1;0;0;1;; -1;1;0;1;50
202300001131;4;MARCELIN BERTHELOT (RUE);0;;-1;4;1;1;0;0;1;; -1;1;0;1;50
202300001144;4;LUNDY (BOULEVARD);0;;2;2;2;2;1;0;1;; -1;2;0;5;50
202300001144;4;;-1;;1; -1;-1;1; -1; -1;1;; -1;2;-1;1;-1
202300001163;3;305;0;;2;2;0;1;0;512;1;; -1;1;0;1;50
202300001163;3;LUXEMBOURG (AV. MAURICE);0;;2;2;0;1;0;0;1;; -1;1;0;1;30
202300001170;4;;-1;;-1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300001170;4;RUE DES ECOLES;0;;2;2;3;1; -1; -1;1;; -1;1;0;1;30
202300001172;4;JAURES (AVENUE);0;;2;2;1;4; -1; -1;2;; -1;1;9;1;30
202300001172;4;JUIN (AVENUE MARECHAL);0;;1;1;1;1; -1; -1;1;; -1;1;9;1;30
202300001175;4;RUE GUYNEMER;0;;2;3;1;1; -1; -1;1;; -1;1;0;1;30
202300001184;4;AVENUE DE VILLIERS;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300001184;4;;-1;;-1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300001191;3;20;0;N;3;2;1;2;7;4;3;; -1;1;9;5;50
202300001198;4;BOULEVARD EXELMANS;0;;1;2;1;1; -1; -1;1;; -1;1;0;5;50
202300001198;4;;-1;;-1; -1;1;1; -1; -1;1;; -1;1;0;5;50
202300001204;3;20;-1;;2;2;0;2;19;130;1;; -1;1;0;1;50
202300001209;4;RUE DE CHARENTON;0;;2;2;0;2; -1; -1;1;; -1;1;0;1;30
202300001216;4;GUESDE (RUE JULES);0;;2;2;0;1; -1; -1;3;; -1;1;5;1;50
202300001216;4;JAURES (AVE JEAN);0;;2;4;3;1; -1; -1;1;; -1;1;5;1;50
202300001221;4;BOULEVARD DES FILLES DU CALVAIRE;0;;2;6;1;1; -1; -1;1;; -1;1;0;1;30
202300001221;4;;-1;;-1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300001225;4;;-1;;-1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300001225;4;RUE JEAN PIERRE TIMBAUD;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300001229;4;RUE DE LA FONTAINE AU ROI;0;;1;2;1;1; -1; -1;1;; -1;1;9;5;30
202300001235;4;SOUTINE (Avenue de);0;;2;2;0;2; -1; -1;1;; -1;2;0;1;50
202300001312;4;VOIE GEORGES POMPIDOU;0;;2;3;1;1; -1; -1;1;; -1;1;0;1;30
202300001316;3;Charles de gaulle;0;;2;2;1;1;0;0;4;; -1;1;6;5;30
202300001317;4;BOULEVARD BRUNE;0;;1;8;1;1; -1; -1;1;; -1;1;0;5;50
202300001317;4;;-1;;1; -1;-1;1; -1; -1;1;; -1;1;0;5;-1
202300001340;4;RUE DE LA VICTOIRE;0;;1;1;0;1; -1; -1;1;; -1;2;0;1;30
202300001344;3;D46;0;A;2;2;0;1; -1; -1;3;;7;1;0;1;70
202300001344;3;;-1;;2; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
202300001346;3;FAIDHERBE ( AVENUE );0;;-1;1;0;1;0;0;1;; -1;1;0;1;50
202300001351;4;ROGER SALENGRO                      (R );0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300001352;4;BOULEVARD POISSONNIERE;0;;2;6;1;1; -1; -1;1;; -1;2;0;5;30
202300001352;4;RUE DU FAUBOURG POISSONNIERE;0;;1;1;0;1; -1; -1;1;; -1;2;0;5;30
202300001353;3;GENERAL DE GAULLE (AVENUE DU);0;;2;0;2;1;0;0;1;; -1;1;5;5;50
202300001353;3;SULLY PRUDHOMME (AVENUE);0;;1;0;0;1;0;0;1;; -1;1;0;1;50
202300001359;3;PATELIN (chemin);0;;2;2;0;1;0;390;1;; -1;1;0;3;50
202300001360;3;224;0;;2;2;0;1;0;0;1;;7;1;5;1;50
202300001360;3;;-1;;1; -1;0;1; -1; -1;1;; -1;1;5;1;-1
202300001365;4;;-1;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300001365;4;;-1;;2;2;2;1; -1; -1;1;; -1;1;0;1;50
202300001381;3;2 Avenue de la République;0;;2;2;-1;-1;0;1;-1;; -1;-1;-1;4;-1
202300001381;3;;-1;;2;2;0;1;12;600;1;; -1;-1;0;4;-1
202300001387;3;18;-1;;2;2;0;1;14;528;1;;5;1;0;1;80
202300001387;3;4;-1;;2;2;0;1;4;124;1;;5;1;0;1;80
202300001392;3;;-1;;2;2;-1;2;9;200;1;; -1;1;0;1;80
202300001393;4;CHASSEURS ALPINS (ROND-POINT);0;;1;2;0;1;0;0;2;; -1;1;9;1;50
202300001393;4;MISTRAL (AVENUE ET PLACE FREDERIC);0;;2;2;0;3;0;0;1;; -1;1;9;8;50
202300001404;4;;-1;;-1;2;0;1; -1; -1;1;; -1;1;5;1;50
202300001408;3;197;0;;2;2;0;2;5;830;4;;4;2;0;1;90
202300001416;4;BOULEVARD DE MAGENTA;0;;2;6;0;1; -1; -1;1;; -1;2;0;1;30
202300001416;4;;-1;;2; -1;0;1; -1; -1;1;; -1;2;0;1;30
202300001423;3;D538;0;;2;2;0;2;19;0;1;;7;1;0;1;80
202300001430;3;BRIAND AVENUE ARISTIDE N°1 A 129;0;;1;3;2;1; -1; -1;1;; -1;1;0;1;-1
202300001460;4;16;0;R;2;2;0;2; -1; -1;1;; -1;1;0;1;30
202300001464;7;;-1;;2;2;-1;1; -1; -1;1;; -1;2;0;1;30
202300001464;7;;0;;3;6;0;2; -1; -1;1;;0;2;0;8;50
202300001484;4;MASCAREIGNES (Avenue des);0;;2;2;0;2;0;0;1;; -1;1;0;4;50
202300001485;3;921;-1;;2;2;0;1;55;1 271;1;;5,5;1;2;6;50
202300001490;4;AVE PASTEUR;0;;2;2;2;1; -1; -1;1;; -1;1;0;1;30
202300001490;4;TRENDEL (RUE GEORGES);0;;1;2;1;1; -1; -1;1;; -1;1;0;1;30
202300001504;4;DENIS PAPIN RUE;0;;4;2;0;1;0;0;1;; -1;2;0;1;50
202300001504;4;RIJOLE AVENUE DE LA;0;;-1;2;0;1;0;0;1;; -1;2;0;1;50
202300001510;4;;-1;;2;3;1;1; -1; -1;1;; -1;2;4;6;30
202300001510;4;ROGER SALENGRO                      (R );0;;2;3;3;1; -1; -1;1;; -1;1;4;6;50
202300001518;4;;0;;2;4;3;1; -1; -1;1;; -1;1;0;1;30
202300001546;4;COSTEBELLE (MONTEE DE);0;;2;2;0;2; -1;0;1;; -1;1;0;1;50
202300001568;7;POUMEYROL (DE)                      (AV);0;;2;7;0;2; -1; -1;2;; -1;1;0;1;50
202300001571;3;;-1;;2;2;0;1;0;1;1;; -1;1;0;1;-1
202300001571;3;VALMY (RUE DE);0;;2;2;0;1;0;0;1;;5;1;0;1;50
202300001583;3;CD 41;0;;2;2;0;1;3;800;1;; -1;2;0;3;70
202300001606;3;CHEMIN VERT (DU);0;;1;1;1;1;24;370;3;; -1;1;9;5;30
202300001608;4;BARBUSSE;0;;3;1;1;1; -1; -1;3;; -1;1;0;1;50
202300001609;3;;-1;;2;4;-1;1; -1; -1;1;;4;1;-1;1;-1
202300001618;3;129;0;D;2;2;0;2;1;400;4;;6;1;0;5;80
202300001621;3;;-1;;2;2;0;1; -1; -1;1;; -1;1;0;1;-1
202300001621;3;;-1;;2; -1;0;1;13;1 250;1;; -1;1;0;1;-1
202300001623;4;;-1;;2; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
202300001630;3;;-1;;2;2;-1;2; -1; -1;1;; -1;1;0;1;-1
202300001631;4;;-1;;2;2;-1;1; -1; -1;1;; -1;1;0;1;-1
202300001632;4;OSLO (RUE D );0;;2;2;1;1; -1; -1;1;; -1;1;0;1;30
202300001632;4;VAUBAN (RUE);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300001633;3;;-1;;2;2;-1;1;36;1;1;; -1;1;0;3;50
202300001634;4;BUDAPEST (RUE DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300001634;4;RHIN (AVENUE DU);0;;3;4;1;1; -1; -1;1;; -1;1;0;5;50
202300001649;3;CRESSONNIERE (rue de la);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300001670;4;16;2;;2;2;2;1; -1; -1;3;; -1;1;0;5;30
202300001670;4;;-1;;2;2;-1;1; -1; -1;1;; -1;1;0;5;-1
202300001690;4;106;0;D;2;2;2;2; -1; -1;1;; -1;1;0;1;50
202300001704;3;153;-1;;-1;2;0;1;5;790;1;;7;2;0;3;80
202300001738;3;10;0;D;2;2;0;1;18;800;1;;5,5;1;0;1;50
202300001738;3;16;0;D;2;2;0;1;21;150;1;;5,5;1;0;1;50
202300001750;3;65;-1;;2;2;0;1;32;166;1;; -1;1;0;1;70
202300001755;3;2203;0;;2;2;2;1; -1;110;1;;7;1;0;1;30
202300001756;3;D42;-1;;2;2;0;2;10;19;1;;4;1;0;1;50
202300001756;3;;-1;;2; -1;-1;2; -1; -1;1;; -1;1;0;1;-1
202300001775;4;;-1;;2; -1;3;1; -1; -1;1;; -1;1;5;1;50
202300001780;3;L'ASSAINISSEMENT (RUE DE);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300001780;3;NELSON MANDELA;0;;1;2;0;1; -1; -1;1;; -1;1;0;1;30
202300001802;4;AMPERE (RUE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300001813;3;ROCHEFORT (DE)  (AVENUE);0;;2;2;0;1;41;450;1;; -1;1;0;1;50
202300001828;4;FERRY ( BOULEVARD JULES);0;;2;2;1;1; -1; -1;1;; -1;1;0;1;50
202300001828;4;NODET ( RUE DU DOCTEUR);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300001833;4;QUAI MALAQUAIS;0;;2;3;1;1; -1; -1;1;; -1;1;0;5;30
202300001845;4;JONQUILLES (AVENUE DES);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300001871;3;GUYNEMER;0;;1;2;2;1;0;1;1;;12;1;0;8;50
202300001871;3;"""STALINGRAD (AVENUE), NR 88 A 114 BIS""";0;;2;4;2;1;0;1;1;;12;1;0;1;50
202300001880;4;BOULEVARD NEY;0;;3;4;0;1; -1; -1;1;; -1;2;0;1;30
202300001880;4;;-1;;-1; -1;-1;1; -1; -1;1;; -1;2;0;1;-1
202300001894;4;PLACE DES VOSGES;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300001894;4;RUE DE BEARN;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300001911;3;LIVRY (AVENUE DE);0;;2;2;0;1;0;0;1;;5;2;0;1;50
202300001922;3;HOCHE (RUE);0;;1;3;0;1;0;0;1;; -1;2;0;1;50
202300001922;3;PAIX (AVENUE DE LA);0;;2;3;0;1;0;0;1;; -1;2;0;1;50
202300001926;3;ERNEST RENAN;0;;1;2;0;1;0;0;1;; -1;2;0;1;30
202300001930;3;ANDRE MORIZET (AVENUE) 1/47 - 2/52;0;;1;0;2;1;0;0;1;; -1;2;0;5;30
202300001932;3;POINT DU JOUR (QUAI DU);0;;1;1;0;1;1;0;1;; -1;1;5;1;50
202300001932;3;REPUBLIQUE (BOULEVARD DE LA) 5/77BIS - 6;0;;3;2;0;1;1;0;1;; -1;1;5;1;50
202300001939;4;rue;0;;2;2;0;1; -1; -1;3;; -1;1;0;3;50
202300001988;3;116;0;D;2;2;0;1;3;310;2;; -1;1;0;8;80
202300001996;3;900;0;;2;1;0;2;26;500;1;;3;1;0;1;50
202300001996;3;;-1;;2;1;0;2; -1; -1;2;;3;1;0;1;50
202300002001;3;936E2;0;D;2;2;0;1;1;50;1;;7;1;0;1;50
202300002008;4;;-1;;1;2;2;1; -1; -1;2;; -1;1;0;5;30
202300002019;3;;-1;;2;3;0;2;9;383;1;; -1;1;0;1;50
202300002024;4;;-1;;2;2;0;2; -1; -1;3;; -1;9;0;1;80
202300002027;3;159;-1;;2;2;0;1;1;190;1;;5,5;1;0;4;50
202300002028;3;385;0;;2;2;2;1;41;500;1;;7;1;0;5;70
202300002028;3;;-1;;2;2;0;1; -1; -1;2;; -1;1;0;5;-1
202300002044;4;BOULEVARD SAINT GERMAIN;0;;1;4;0;1; -1; -1;1;; -1;1;0;1;30
202300002044;4;RUE DANTON;0;;1;2;0;1; -1; -1;1;; -1;1;0;1;30
202300002050;4;;-1;;1; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
