Num_Acc;id_usager;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp;age
202300000146;203 850 836;155 680 294;B01;1;1;3;2;1999.0;0;2;-1;-1;-1; -1;-1;23.0
202300000146;203 850 838;155 680 296;A01;1;1;1;1;1981.0;5;1;-1;-1;-1; -1;-1;41.0
202300000172;203 850 778;155 680 250;A01;1;1;1;1;2006.0;0;2;8;-1;-1; -1;-1;16.0
202300000172;203 850 780;155 680 251;B01;1;1;3;1;1988.0;0;2;0;-1;-1; -1;-1;34.0
202300000203;203 850 714;155 680 200;A01;1;1;1;2;1994.0;0;1;0;-1;-1; -1;-1;28.0
202300000203;203 850 716;155 680 202;B01;1;1;3;2;1954.0;0;2;-1;-1;-1; -1;-1;68.0
202300000221;203 850 670;155 680 164;A01;1;1;1;1;1977.0;5;1;-1;-1;0;0;-1;45.0
202300000221;203 850 671;155 680 165;B01;1;1;4;1;1961.0;5;2;-1;-1;0;0;-1;61.0
202300000261;203 850 575;155 680 094;B01;1;1;3;1;1999.0;0;8;0;-1;-1; -1;-1;23.0
202300000261;203 850 578;155 680 097;A01;2;2;1;1;1989.0;0;1;0;-1;-1; -1;-1;33.0
202300000261;203 850 580;155 680 097;A01;1;1;1;1;1990.0;5;1;0;-1;-1; -1;-1;32.0
202300000279;203 850 523;155 680 061;B01;1;1;4;1;2002.0;1;8;0;-1;-1; -1;-1;20.0
202300000279;203 850 524;155 680 062;A01;1;1;1;2;1962.0;3;1;8;-1;-1; -1;-1;60.0
202300000284;203 850 507;155 680 050;A01;10;3;4;2;1950.0;0;0;-1;-1;3;9;1;72.0
202300000284;203 850 508;155 680 050;A01;1;1;1;1;1976.0;2;1;-1;-1;-1; -1;-1;46.0
202300000284;203 850 510;155 680 052;B01;1;1;1;1;1968.0;5;2;4;-1;-1; -1;-1;54.0
202300000285;203 850 506;155 680 049;A01;1;1;4;1;2010.0;5;2;-1;-1;-1; -1;-1;12.0
202300000285;203 850 509;155 680 051;B01;1;1;1;2;1971.0;0;8;-1;-1;-1; -1;-1;51.0
202300000286;203 850 504;155 680 047;B01;1;1;3;2;2003.0;0;2;-1;-1;0;0;-1;19.0
202300000286;203 850 505;155 680 048;A01;1;1;1;1;1996.0;0;1;-1;-1;0;0;-1;26.0
202300000291;203 850 492;155 680 035;A01;1;1;1;1;1969.0;0;1;-1;-1;-1; -1;-1;53.0
202300000291;203 850 495;155 680 037;B01;1;1;4;1;1989.0;0;8;-1;-1;-1; -1;-1;33.0
202300000294;203 850 483;155 680 027;A01;1;1;1;2;1975.0;0;1;0;-1;-1; -1;-1;47.0
202300000294;203 850 488;155 680 031;B01;1;1;4;2;1965.0;0;2;8;-1;-1; -1;-1;57.0
202300000296;203 850 481;155 680 025;A01;1;1;4;1;1999.0;0;8;-1;-1;0;0;-1;23.0
202300000304;203 850 457;155 680 009;A01;1;1;3;1;2012.0;0;0;-1;-1;0;0;-1;10.0
202300000304;203 850 459;155 680 010;B01;1;1;1;2;1957.0;0;1;-1;-1;0;0;-1;65.0
202300000304;203 850 460;155 680 010;B01;2;2;1;2;1965.0;0;1;-1;-1;0;0;-1;57.0
202300000306;203 850 451;155 680 004;A01;1;1;4;1;2011.0;5;2;-1;-1;0;0;-1;11.0
202300000306;203 850 454;155 680 006;B01;1;1;1;1;1960.0;0;2;-1;-1;0;0;-1;62.0
202300000326;203 850 407;155 679 968;A01;1;1;1;2;1989.0;0;8;-1;-1;0;0;-1;33.0
202300000326;203 850 410;155 679 970;B01;1;1;4;2;1993.0;1;2;-1;-1;0;0;-1;29.0
202300000349;203 850 342;155 679 924;B01;1;1;1;2;1984.0;0;1;8;-1;-1; -1;-1;38.0
202300000349;203 850 345;155 679 925;A01;1;1;4;1;1987.0;0;8;0;-1;-1; -1;-1;35.0
202300000390;203 850 252;155 679 856;A01;1;1;1;2;1999.0;1;1;0;-1;-1; -1;-1;23.0
202300000390;203 850 254;155 679 858;B01;1;1;4;1;1973.0;5;8;0;-1;-1; -1;-1;49.0
202300000423;203 850 167;155 679 796;A01;1;1;4;1;1993.0;0;8;0;-1;-1; -1;-1;29.0
202300000423;203 850 169;155 679 797;B01;1;1;1;1;1990.0;0;2;0;-1;-1; -1;-1;32.0
202300000433;203 850 145;155 679 780;A01;1;1;2;1;1983.0;-1;-1;-1;-1;-1; -1;-1;39.0
202300000437;203 850 135;155 679 771;A01;1;1;2;1;1955.0;-1;-1;-1;-1;-1; -1;-1;67.0
202300000465;203 850 071;155 679 726;B01;1;1;4;2;2002.0;1;2;0;-1;0;0;-1;20.0
202300000465;203 850 072;155 679 727;A01;1;1;1;2;1944.0;0;1;0;-1;0;0;-1;78.0
202300000484;203 850 031;155 679 694;A01;1;1;1;2;1935.0;3;1;8;-1;0;0;-1;87.0
202300000484;203 850 032;155 679 695;B01;1;1;3;2;1965.0;0;8;0;-1;0;0;-1;57.0
202300000489;203 850 022;155 679 687;A01;1;1;3;1;1985.0;5;2;8;-1;0;0;-1;37.0
202300000489;203 850 023;155 679 688;B01;1;1;1;1;1966.0;0;1;0;-1;0;0;-1;56.0
202300000494;203 850 011;155 679 677;B01;1;1;4;1;1995.0;0;2;-1;-1;-1; -1;-1;27.0
202300000494;203 850 012;155 679 678;A01;1;1;1;2;1991.0;0;1;-1;-1;-1; -1;-1;31.0
202300000499;203 849 997;155 679 669;A01;10;3;4;1;1969.0;0;0;-1;-1;5;9;1;53.0
202300000499;203 849 998;155 679 669;A01;1;1;1;1;2003.0;5;8;0;-1;0;0;-1;19.0
202300000520;203 849 945;155 679 627;CA01;1;1;1;2;2004.0;5;1;0;-1;-1; -1;-1;18.0
202300000520;203 849 948;155 679 630;B01;1;1;4;1;1964.0;5;8;0;-1;-1; -1;-1;58.0
202300000520;203 849 950;155 679 632;C01;1;1;4;1;1965.0;5;8;0;-1;-1; -1;-1;57.0
202300000524;203 849 937;155 679 622;A01;1;1;1;1;2000.0;5;8;0;-1;-1; -1;-1;22.0
202300000524;203 849 939;155 679 624;B01;1;1;4;2;1979.0;1;8;8;-1;-1; -1;-1;43.0
202300000526;203 849 933;155 679 618;B01;1;1;1;1;1956.0;5;1;8;-1;-1; -1;-1;66.0
202300000526;203 849 935;155 679 620;A01;1;1;4;1;2004.0;5;8;8;-1;-1; -1;-1;18.0
202300000528;203 849 928;155 679 614;A01;1;1;1;2;1943.0;5;1;8;-1;-1; -1;-1;79.0
202300000528;203 849 931;155 679 616;B01;1;1;4;2;1992.0;5;8;8;-1;-1; -1;-1;30.0
202300000531;203 849 922;155 679 608;A01;1;1;1;1;1947.0;0;1;0;-1;-1; -1;-1;75.0
202300000531;203 849 924;155 679 610;B01;1;1;4;1;1980.0;9;8;0;-1;-1; -1;-1;42.0
202300000537;203 849 897;155 679 596;B01;1;1;4;2;1992.0;0;2;0;-1;-1; -1;-1;30.0
202300000537;203 849 898;155 679 597;A01;1;1;1;2;1983.0;5;1;0;-1;-1; -1;-1;39.0
202300000537;203 849 899;155 679 597;A01;2;2;1;2;2010.0;5;1;0;-1;-1; -1;-1;12.0
202300000537;203 849 900;155 679 597;A01;3;2;1;2;2012.0;5;1;0;-1;-1; -1;-1;10.0
202300000541;203 849 888;155 679 591;A01;1;1;1;1;1996.0;5;8;0;-1;-1; -1;-1;26.0
202300000541;203 849 890;155 679 591;A01;10;3;4;1;2007.0;2;0;-1;-1;8;2;3;15.0
202300000545;203 849 882;155 679 585;B01;1;1;4;2;1993.0;0;8;0;-1;-1; -1;-1;29.0
202300000545;203 849 884;155 679 586;A01;1;1;1;2;1968.0;0;8;0;-1;0;0;-1;54.0
202300000567;203 849 831;155 679 551;A01;1;1;1;1;1966.0;4;0;-1;-1;-1; -1;-1;56.0
202300000567;203 849 832;155 679 552;B01;1;1;3;2;1999.0;0;0;-1;-1;-1; -1;-1;23.0
202300000570;203 849 823;155 679 544;A01;1;1;1;1;1966.0;1;1;0;-1;-1; -1;-1;56.0
202300000570;203 849 825;155 679 546;B01;1;1;4;1;1971.0;0;0;0;-1;-1; -1;-1;51.0
202300000584;203 849 787;155 679 514;A01;1;1;1;1;1950.0;5;1;0;-1;-1; -1;-1;72.0
202300000584;203 849 790;155 679 516;C01;1;1;4;2;2015.0;5;2;0;-1;-1; -1;-1;7.0
202300000584;203 849 791;155 679 517;B01;1;1;3;1;1981.0;5;8;0;-1;-1; -1;-1;41.0
202300000586;203 849 786;155 679 513;A01;1;1;4;2;1965.0;1;8;0;-1;-1; -1;-1;57.0
202300000595;203 849 762;155 679 495;A01;1;1;1;1;1968.0;0;2;8;-1;-1; -1;-1;54.0
202300000595;203 849 763;155 679 496;B01;1;1;3;1;2006.0;0;8;0;-1;-1; -1;-1;16.0
202300000606;203 849 740;155 679 475;A01;1;1;1;1;1945.0;4;1;4;-1;-1; -1;-1;77.0
202300000606;203 849 741;155 679 476;B01;1;1;3;1;1994.0;1;8;0;-1;-1; -1;-1;28.0
202300000607;203 849 738;155 679 473;A01;1;1;1;1;1970.0;1;1;0;-1;-1; -1;-1;52.0
202300000607;203 849 739;155 679 474;B01;1;1;4;1;1999.0;0;8;0;-1;-1; -1;-1;23.0
202300000614;203 849 724;155 679 463;B01;1;1;4;1;1958.0;5;2;8;-1;-1; -1;-1;64.0
202300000614;203 849 727;155 679 465;Z01;1;1;1;-1;;-1;-1;-1;-1;0;0;-1;
202300000622;203 849 708;155 679 448;B01;1;1;4;1;1964.0;5;2;8;-1;-1; -1;-1;58.0
202300000622;203 849 709;155 679 449;A01;1;1;1;1;1998.0;5;1;0;-1;-1; -1;-1;24.0
202300000625;203 849 701;155 679 443;A01;1;1;1;1;2001.0;1;8;6;-1;-1; -1;-1;21.0
202300000625;203 849 703;155 679 444;B01;1;1;4;1;2005.0;5;8;0;-1;-1; -1;-1;17.0
202300000626;203 849 700;155 679 441;B01;1;1;4;1;1988.0;1;2;0;-1;-1; -1;-1;34.0
202300000626;203 849 702;155 679 442;A01;1;1;1;1;1988.0;1;2;6;-1;-1; -1;-1;34.0
202300000627;203 849 697;155 679 438;A01;1;1;1;1;1967.0;1;2;8;-1;-1; -1;-1;55.0
202300000627;203 849 699;155 679 440;B01;1;1;4;2;1968.0;1;2;0;-1;-1; -1;-1;54.0
202300000628;203 849 696;155 679 437;B01;1;1;4;1;2005.0;5;2;0;-1;-1; -1;-1;17.0
202300000628;203 849 698;155 679 439;A01;1;1;1;1;1996.0;1;1;0;-1;-1; -1;-1;26.0
202300000634;203 849 682;155 679 424;B01;1;1;4;1;1980.0;1;2;4;-1;-1; -1;-1;42.0
202300000634;203 849 684;155 679 426;A01;1;1;1;2;1976.0;0;1;0;-1;-1; -1;-1;46.0
202300000658;203 849 632;155 679 390;A01;1;1;1;2;1975.0;1;8;0;-1;-1; -1;-1;47.0
202300000658;203 849 633;155 679 391;B01;1;1;4;2;1976.0;1;2;4;-1;-1; -1;-1;46.0
202300000660;203 849 625;155 679 384;A01;10;3;4;2;1991.0;1;0;-1;-1;5;2;1;31.0
202300000660;203 849 626;155 679 384;A01;1;1;1;1;1972.0;0;2;0;-1;-1; -1;-1;50.0
202300000665;203 849 615;155 679 376;B01;1;1;3;1;1989.0;0;2;0;-1;-1; -1;-1;33.0
202300000665;203 849 618;155 679 378;A01;1;1;1;1;2005.0;0;8;0;-1;-1; -1;-1;17.0
202300000668;203 849 610;155 679 370;B01;1;1;4;2;1974.0;9;2;0;-1;-1; -1;-1;48.0
202300000668;203 849 612;155 679 373;A01;1;1;1;2;1943.0;9;1;0;-1;-1; -1;-1;79.0
202300000671;203 849 604;155 679 365;A01;1;1;1;1;1990.0;5;1;-1;-1;0;0;-1;32.0
202300000671;203 849 605;155 679 366;B01;1;1;3;1;1942.0;5;2;4;9;0;0;-1;80.0
202300000691;203 849 553;155 679 331;B01;1;1;4;1;1975.0;5;8;0;-1;-1; -1;-1;47.0
202300000691;203 849 554;155 679 332;A01;1;1;1;1;1968.0;5;1;0;-1;-1; -1;-1;54.0
202300000692;203 849 551;155 679 329;A01;1;1;1;1;1959.0;5;1;0;-1;-1; -1;-1;63.0
202300000692;203 849 552;155 679 330;B01;1;1;3;1;1959.0;5;0;0;-1;-1; -1;-1;63.0
202300000709;203 849 510;155 679 299;Y01;1;1;4;2;2001.0;0;2;0;-1;0;0;-1;21.0
202300000709;203 849 511;155 679 300;A01;1;1;1;2;1969.0;0;1;0;-1;0;0;-1;53.0
202300000719;203 849 478;155 679 281;A01;1;1;4;2;1965.0;9;8;0;-1;-1; -1;-1;57.0
202300000719;203 849 479;155 679 282;B01;1;1;1;2;1985.0;9;1;0;-1;-1; -1;-1;37.0
202300000722;203 849 470;155 679 275;A01;1;1;4;2;1986.0;5;8;0;-1;-1; -1;-1;36.0
202300000723;203 849 468;155 679 273;B01;1;1;4;1;1987.0;9;8;0;-1;-1; -1;-1;35.0
202300000723;203 849 469;155 679 274;A01;1;1;1;2;1962.0;9;1;0;-1;-1; -1;-1;60.0
202300000728;203 849 457;155 679 265;B01;1;1;4;1;1997.0;9;8;0;-1;-1; -1;-1;25.0
202300000728;203 849 458;155 679 266;A01;1;1;4;1;2002.0;5;2;0;-1;-1; -1;-1;20.0
202300000754;203 849 398;155 679 219;A01;1;1;4;1;1960.0;5;2;-1;-1;0;0;-1;62.0
202300000754;203 849 399;155 679 220;B01;1;1;3;1;1947.0;5;2;-1;-1;0;0;-1;75.0
202300000754;203 849 401;155 679 222;C01;1;1;4;1;1957.0;5;2;-1;-1;0;0;-1;65.0
202300000754;203 849 403;155 679 223;D01;1;1;4;1;1954.0;5;2;-1;-1;0;0;-1;68.0
202300000765;203 849 369;155 679 201;B01;1;1;4;1;1985.0;9;8;8;-1;-1; -1;-1;37.0
202300000765;203 849 370;155 679 202;A01;3;2;1;1;1986.0;9;1;0;-1;-1; -1;-1;36.0
202300000765;203 849 371;155 679 202;A01;1;1;1;1;1970.0;4;1;8;-1;-1; -1;-1;52.0
202300000776;203 849 341;155 679 181;B01;1;1;4;2;1966.0;9;8;0;-1;-1; -1;-1;56.0
202300000776;203 849 344;155 679 184;A01;1;1;1;1;1972.0;5;1;0;-1;-1; -1;-1;50.0
202300000782;203 849 331;155 679 173;A01;1;1;1;1;1967.0;9;1;0;-1;-1; -1;-1;55.0
202300000782;203 849 332;155 679 174;B01;1;1;4;1;1970.0;1;8;0;-1;-1; -1;-1;52.0
202300000793;203 849 301;155 679 154;A01;1;1;1;1;1975.0;0;1;0;-1;-1; -1;-1;47.0
202300000793;203 849 303;155 679 156;B01;1;1;4;1;1967.0;1;2;0;-1;-1; -1;-1;55.0
202300000802;203 849 285;155 679 142;B01;1;1;4;1;1956.0;5;2;0;-1;-1; -1;-1;66.0
202300000802;203 849 289;155 679 145;A01;1;1;1;2;2004.0;4;8;0;-1;-1; -1;-1;18.0
202300000802;203 849 290;155 679 145;A01;2;2;1;2;1977.0;4;8;0;-1;-1; -1;-1;45.0
202300000811;203 849 273;155 679 130;A01;1;1;1;1;1986.0;0;8;0;-1;-1; -1;-1;36.0
202300000811;203 849 275;155 679 131;Y01;1;1;4;1;1969.0;5;0;-1;-1;1;1;1;53.0
202300000821;203 849 253;155 679 113;A01;1;1;1;1;1980.0;5;1;-1;-1;0;0;-1;42.0
202300000821;203 849 255;155 679 115;B01;1;1;3;2;1965.0;0;2;-1;-1;0;0;-1;57.0
202300000826;203 849 241;155 679 105;B01;1;1;4;1;1989.0;1;8;0;-1;-1; -1;-1;33.0
202300000826;203 849 244;155 679 107;A01;1;1;1;1;1967.0;1;2;6;-1;-1; -1;-1;55.0
202300000829;203 849 233;155 679 100;A01;10;3;1;1;1983.0;1;0;0;0;4;3;1;39.0
202300000829;203 849 235;155 679 100;A01;1;1;4;1;1984.0;1;8;0;-1;-1; -1;-1;38.0
202300000832;203 849 224;155 679 094;B01;1;1;4;2;1972.0;1;8;0;-1;-1; -1;-1;50.0
202300000832;203 849 225;155 679 095;A01;1;1;1;1;1965.0;1;8;0;-1;-1; -1;-1;57.0
202300000839;203 849 210;155 679 082;A01;1;1;1;2;1968.0;1;1;-1;-1;0;0;-1;54.0
202300000839;203 849 212;155 679 084;B01;1;1;4;1;1977.0;1;0;-1;-1;0;0;-1;45.0
202300000842;203 849 205;155 679 077;B01;1;1;4;2;2006.0;0;8;0;-1;-1; -1;-1;16.0
202300000842;203 849 209;155 679 081;A01;1;1;1;-1;;0;1;-1;-1;-1; -1;-1;
202300000845;203 849 195;155 679 070;A01;1;1;1;1;1974.0;4;8;0;-1;-1; -1;-1;48.0
202300000845;203 849 197;155 679 072;B01;1;1;4;1;1948.0;9;8;0;-1;-1; -1;-1;74.0
202300000849;203 849 188;155 679 064;A01;1;1;1;-1;;-1;-1;-1;-1;-1; -1;-1;
202300000849;203 849 190;155 679 066;B01;1;1;4;1;1967.0;1;2;4;-1;-1; -1;-1;55.0
202300000899;203 849 075;155 678 988;B01;1;1;1;1;1984.0;1;1;-1;-1;0;0;-1;38.0
202300000899;203 849 080;155 678 990;A01;1;1;4;1;1959.0;5;2;6;-1;0;0;-1;63.0
202300000900;203 849 065;155 678 985;B01;1;1;1;1;1987.0;1;1;-1;-1;0;0;-1;35.0
202300000900;203 849 069;155 678 987;A01;1;1;3;1;1959.0;5;2;-1;-1;0;0;-1;63.0
202300000913;203 849 033;155 678 963;A01;1;1;1;1;1983.0;4;1;-1;-1;0;0;-1;39.0
202300000913;203 849 036;155 678 965;B01;1;1;4;1;1959.0;5;2;6;-1;0;0;-1;63.0
202300000919;203 849 025;155 678 955;A01;1;1;4;1;2010.0;0;0;-1;-1;0;0;-1;12.0
202300000919;203 849 027;155 678 958;B01;1;1;1;2;1987.0;3;8;-1;-1;0;0;-1;35.0
202300000921;203 849 019;155 678 950;A01;1;1;1;1;1978.0;1;8;-1;-1;0;0;-1;44.0
202300000921;203 849 020;155 678 951;B01;1;1;3;1;1995.0;9;0;-1;-1;0;0;-1;27.0
202300000926;203 849 007;155 678 939;B01;1;1;4;2;1976.0;5;2;-1;-1;0;0;-1;46.0
202300000926;203 849 008;155 678 941;A01;1;1;1;1;2001.0;1;1;-1;-1;0;0;-1;21.0
202300000933;203 848 986;155 678 925;A01;1;1;1;1;1985.0;4;8;-1;-1;0;0;-1;37.0
202300000933;203 848 988;155 678 926;B01;1;1;3;1;2000.0;4;0;-1;-1;0;0;-1;22.0
202300000950;203 848 952;155 678 895;A01;1;1;1;2;1958.0;5;1;0;-1;0;0;-1;64.0
202300000950;203 848 956;155 678 899;B01;1;1;3;1;2013.0;2;0;-1;-1;0;0;-1;9.0
202300000953;203 848 941;155 678 888;A01;1;1;1;1;1976.0;4;1;-1;-1;0;0;-1;46.0
202300000953;203 848 943;155 678 890;B01;1;1;3;1;1951.0;0;2;-1;-1;0;0;-1;71.0
202300000965;203 848 910;155 678 868;A01;1;1;4;1;2008.0;2;2;0;-1;-1; -1;-1;14.0
202300000997;203 848 827;155 678 804;A01;10;3;4;2;1963.0;0;0;-1;-1;3;3;1;59.0
202300000997;203 848 828;155 678 804;A01;1;1;1;1;2000.0;0;8;0;-1;0;0;-1;22.0
202300001001;203 848 820;155 678 798;A01;1;1;1;2;2000.0;0;1;8;-1;-1; -1;-1;22.0
202300001001;203 848 822;155 678 800;B01;1;1;4;2;1970.0;0;2;0;-1;-1; -1;-1;52.0
202300001008;203 848 800;155 678 783;A01;1;1;1;1;1944.0;3;1;-1;-1;0;0;-1;78.0
202300001008;203 848 803;155 678 785;B01;1;1;2;2;1955.0;5;2;-1;-1;0;0;-1;67.0
202300001017;203 848 779;155 678 770;A01;1;1;1;2;1941.0;9;1;-1;-1;0;0;-1;81.0
202300001017;203 848 782;155 678 772;B01;1;1;4;1;2011.0;2;0;-1;-1;0;0;-1;11.0
202300001020;203 848 776;155 678 766;A01;1;1;1;1;1978.0;5;1;-1;-1;0;0;-1;44.0
202300001020;203 848 777;155 678 767;B01;1;1;3;1;1936.0;5;0;-1;-1;0;0;-1;86.0
202300001022;203 848 772;155 678 763;B01;1;1;4;1;1978.0;0;8;-1;-1;-1; -1;-1;44.0
202300001022;203 848 775;155 678 765;A01;1;1;1;1;1963.0;0;1;-1;-1;-1; -1;-1;59.0
202300001026;203 848 764;155 678 757;B01;1;1;1;1;2001.0;1;8;8;-1;-1; -1;-1;21.0
202300001026;203 848 766;155 678 759;A01;1;1;4;1;1996.0;1;8;8;-1;-1; -1;-1;26.0
202300001045;203 848 718;155 678 721;B01;1;1;3;1;1978.0;5;8;0;-1;-1; -1;-1;44.0
202300001045;203 848 722;155 678 726;A01;1;1;1;1;2003.0;1;1;0;-1;-1; -1;-1;19.0
202300001045;203 848 723;155 678 726;A01;2;2;1;1;2003.0;1;1;0;-1;-1; -1;-1;19.0
202300001055;203 848 690;155 678 700;A01;1;1;1;1;1971.0;0;1;0;-1;0;0;-1;51.0
202300001055;203 848 692;155 678 702;B01;1;1;4;2;1957.0;0;8;0;-1;0;0;-1;65.0
202300001074;203 848 637;155 678 665;B01;1;1;4;1;1994.0;1;2;-1;-1;-1; -1;-1;28.0
202300001074;203 848 641;155 678 669;A01;1;1;1;1;1995.0;1;1;-1;-1;-1; -1;-1;27.0
202300001081;203 848 626;155 678 655;B01;1;1;4;2;1994.0;9;8;0;-1;-1; -1;-1;28.0
202300001081;203 848 630;155 678 658;A01;1;1;1;1;1983.0;9;8;0;-1;-1; -1;-1;39.0
202300001092;203 848 597;155 678 637;B01;1;1;4;2;1983.0;9;8;0;-1;-1; -1;-1;39.0
202300001092;203 848 602;155 678 641;A01;1;1;1;1;2002.0;4;8;0;-1;-1; -1;-1;20.0
202300001102;203 848 570;155 678 614;B01;1;1;4;2;1990.0;9;8;0;-1;-1; -1;-1;32.0
202300001102;203 848 574;155 678 619;A01;1;1;1;1;1984.0;4;1;8;-1;-1; -1;-1;38.0
202300001107;203 848 560;155 678 608;A01;10;3;4;2;1990.0;1;8;8;-1;3;3;1;32.0
202300001107;203 848 563;155 678 608;A01;1;1;1;1;1994.0;1;2;8;-1;4;3;-1;28.0
202300001120;203 848 529;155 678 583;A01;1;1;1;2;1989.0;0;1;0;-1;-1; -1;-1;33.0
202300001120;203 848 533;155 678 586;B01;1;1;4;1;2003.0;0;8;0;-1;-1; -1;-1;19.0
202300001130;203 848 505;155 678 566;A01;1;1;3;1;1958.0;5;0;-1;-1;-1;0;-1;64.0
202300001130;203 848 507;155 678 566;A01;10;3;1;1;1986.0;5;0;-1;-1;8;5;1;36.0
202300001131;203 848 503;155 678 565;A01;1;1;1;2;1960.0;0;1;8;-1;-1; -1;-1;62.0
202300001131;203 848 508;155 678 569;B01;1;1;4;2;1972.0;1;8;0;-1;-1; -1;-1;50.0
202300001144;203 848 476;155 678 542;A01;1;1;1;2;1981.0;5;1;0;-1;-1; -1;-1;41.0
202300001144;203 848 481;155 678 546;B01;1;1;3;1;1996.0;1;0;-1;-1;0;0;-1;26.0
202300001163;203 848 429;155 678 508;B01;1;1;1;1;1991.0;9;1;0;-1;0;0;-1;31.0
202300001163;203 848 433;155 678 512;A01;1;1;4;2;1987.0;1;8;0;-1;0;0;-1;35.0
202300001170;203 848 414;155 678 499;A01;1;1;4;1;1994.0;9;2;0;-1;-1; -1;-1;28.0
202300001170;203 848 417;155 678 502;B01;1;1;1;1;1988.0;9;1;0;-1;-1; -1;-1;34.0
202300001172;203 848 408;155 678 494;A01;1;1;1;1;1970.0;4;1;8;-1;0;0;-1;52.0
202300001172;203 848 412;155 678 497;B01;1;1;4;2;1968.0;5;8;0;-1;0;0;-1;54.0
202300001175;203 848 404;155 678 490;A01;1;1;4;1;2003.0;5;8;0;-1;-1; -1;-1;19.0
202300001175;203 848 406;155 678 492;B01;1;1;1;1;1977.0;4;1;0;-1;-1; -1;-1;45.0
202300001184;203 848 383;155 678 472;A01;1;1;1;1;1997.0;9;2;0;-1;-1; -1;-1;25.0
202300001184;203 848 385;155 678 472;A01;10;3;4;2;1987.0;5;0;-1;-1;2;3;1;35.0
202300001191;203 848 361;155 678 455;B01;1;1;3;2;1970.0;5;2;-1;-1;0;0;-1;52.0
202300001191;203 848 367;155 678 459;A01;1;1;1;1;1952.0;3;1;-1;-1;0;0;-1;70.0
202300001198;203 848 353;155 678 447;B01;1;1;4;1;1995.0;1;8;0;-1;-1; -1;-1;27.0
202300001198;203 848 356;155 678 449;A01;1;1;1;1;1980.0;1;1;0;-1;-1; -1;-1;42.0
202300001204;203 848 339;155 678 437;A01;1;1;4;1;1944.0;5;2;-1;-1;0;0;-1;78.0
202300001204;203 848 341;155 678 439;B01;1;1;1;1;1947.0;5;8;-1;-1;0;0;-1;75.0
202300001204;203 848 342;155 678 439;B01;2;2;1;1;1931.0;5;8;-1;-1;0;0;-1;91.0
202300001209;203 848 330;155 678 430;A01;1;1;4;1;1983.0;9;8;0;-1;-1; -1;-1;39.0
202300001209;203 848 331;155 678 431;Z01;1;1;1;-1;;-1;-1;-1;-1;-1; -1;-1;
202300001216;203 848 317;155 678 419;B01;1;1;4;2;1975.0;1;2;6;-1;-1; -1;-1;47.0
202300001216;203 848 318;155 678 420;A01;1;1;1;1;1964.0;4;1;-1;-1;-1; -1;-1;58.0
202300001221;203 848 304;155 678 408;A01;1;1;1;1;1994.0;9;2;0;-1;-1; -1;-1;28.0
