Num_Acc;place;catu;grav;sexe;trajet;secu;locp;actp;etatp;an_nais;num_veh;age
200600000004;1;1;1;1;5;11.0;0;0;0;1933.0;A01;89.0
200600000004;1;1;4;1;2;92.0;0;0;0;1993.0;B01;29.0
200600000023;1;1;3;1;5;92.0;0;0;0;1942.0;B01;80.0
200600000023;1;1;1;2;5;11.0;0;0;0;1985.0;A01;37.0
200600000028;1;1;1;2;4;11.0;0;0;0;1954.0;A01;68.0
200600000028;1;1;3;1;5;93.0;0;0;0;1936.0;B01;86.0
200600000059;1;1;3;1;5;21.0;0;0;0;1934.0;A01;88.0
200600000059;1;1;1;1;4;13.0;0;0;0;1970.0;B01;52.0
200600000068;1;1;1;1;0;11.0;0;0;0;1980.0;A01;42.0
200600000068;1;1;4;1;5;93.0;0;0;0;1938.0;B01;84.0
200600000280;1;1;3;1;5;43.0;0;0;0;1943.0;B01;79.0
200600000280;1;1;1;1;5;11.0;0;0;0;1956.0;A01;66.0
200600000286;1;1;1;1;5;13.0;0;0;0;1970.0;A01;52.0
200600000286;1;1;3;1;5;93.0;0;0;0;1961.0;B01;61.0
200600000289;1;1;1;1;5;93.0;0;0;0;1990.0;A01;32.0
200600000289;1;1;4;1;5;21.0;0;0;0;1962.0;B01;60.0
200600000298;1;1;1;2;5;11.0;0;0;0;1966.0;A01;56.0
200600000298;1;1;3;2;5;91.0;0;0;0;1950.0;B01;72.0
200600000314;1;1;1;1;0;11.0;0;0;0;1977.0;A01;45.0
200600000314;1;1;4;1;5;93.0;0;0;0;1986.0;B01;36.0
200600000357;1;1;4;1;0;21.0;0;0;0;1976.0;B01;46.0
200600000441;1;1;1;1;5;93.0;0;0;0;1994.0;A01;28.0
200600000441;1;1;4;1;5;23.0;0;0;0;1955.0;B01;67.0
200600000441;5;2;4;2;0;23.0;0;0;0;1955.0;B01;67.0
200600000483;1;1;3;2;0;93.0;0;0;0;1966.0;B01;56.0
200600000483;1;1;1;1;0;13.0;0;0;0;1951.0;A01;71.0
200600000509;1;1;4;1;2;0.0;0;0;0;1990.0;A01;32.0
200600000527;1;1;4;1;0;23.0;0;0;0;1962.0;B01;60.0
200600000527;1;1;1;2;0;13.0;0;0;0;1977.0;A01;45.0
200600000565;1;1;1;1;1;11.0;0;0;0;1973.0;A01;49.0
200600000565;1;1;3;1;0;0.0;0;0;0;1972.0;B01;50.0
200600000567;1;1;3;1;5;22.0;0;0;0;1943.0;B01;79.0
200600000567;1;1;3;1;5;22.0;0;0;0;1989.0;A01;33.0
200600000575;1;1;3;1;1;21.0;0;0;0;1988.0;A01;34.0
200600000575;1;1;4;1;5;21.0;0;0;0;1969.0;C01;53.0
200600000575;1;1;4;1;0;21.0;0;0;0;1944.0;B01;78.0
200600000618;1;1;1;2;4;11.0;0;0;0;1972.0;B01;50.0
200600000618;1;1;3;2;1;0.0;0;0;0;1955.0;A01;67.0
200600000631;1;1;4;1;1;21.0;0;0;0;1951.0;A01;71.0
200600000631;1;1;1;1;1;11.0;0;0;0;1954.0;B01;68.0
200600000634;1;1;1;2;9;11.0;0;0;0;1980.0;A01;42.0
200600000634;1;1;4;2;9;91.0;0;0;0;1986.0;B01;36.0
200600000635;1;1;3;1;2;21.0;0;0;0;1993.0;A01;29.0
200600000635;2;2;3;1;0;91.0;0;0;0;1992.0;A01;30.0
200600000635;1;1;1;2;1;11.0;0;0;0;1957.0;B01;65.0
200600000636;1;1;4;2;1;93.0;0;0;0;1949.0;A01;73.0
200600000636;1;1;1;1;1;11.0;0;0;0;1970.0;B01;52.0
200600000660;1;1;4;1;1;92.0;0;0;0;1987.0;A01;35.0
200600000670;1;1;1;1;1;13.0;0;0;0;1984.0;A01;38.0
200600000670;1;1;4;1;2;93.0;0;0;0;1990.0;B01;32.0
200600000686;1;1;1;1;5;11.0;0;0;0;1925.0;A01;97.0
200600000686;1;1;4;2;5;22.0;0;0;0;1921.0;B01;101.0
200600000700;1;1;1;1;9;13.0;0;0;0;1926.0;A01;96.0
200600000700;1;1;3;1;5;21.0;0;0;0;1949.0;B01;73.0
200600000708;1;1;1;1;4;11.0;0;0;0;1948.0;A01;74.0
200600000708;1;1;4;1;2;23.0;0;0;0;1985.0;B01;37.0
200600000710;1;1;3;1;1;23.0;0;0;0;1965.0;B01;57.0
200600000718;1;1;3;2;5;23.0;0;0;0;1949.0;A01;73.0
200600000718;1;1;1;2;4;11.0;0;0;0;1958.0;B01;64.0
200600000725;1;1;1;1;4;11.0;0;0;0;1971.0;B01;51.0
200600000725;1;1;3;1;5;93.0;0;0;0;1992.0;A01;30.0
200600000726;1;1;1;2;5;11.0;0;0;0;1966.0;A01;56.0
200600000726;2;2;1;2;0;11.0;0;0;0;1985.0;A01;37.0
