Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
201300000026;0;1;0;12.0;0.0;1.0;0.0;A01
201300000050;0;1;0;0.0;2.0;1.0;21.0;B02
201300000056;0;1;0;0.0;0.0;1.0;1.0;A01
201300000068;0;1;0;0.0;2.0;8.0;0.0;B02
201300000085;0;1;0;0.0;2.0;7.0;1.0;B02
201300000092;0;1;0;0.0;2.0;4.0;2.0;B02
201300000100;0;1;0;0.0;0.0;4.0;1.0;B02
201300000131;0;1;0;0.0;2.0;4.0;0.0;B02
201300000140;0;1;0;0.0;2.0;0.0;1.0;A01
201300000140;0;1;0;0.0;2.0;0.0;1.0;B02
201300000142;0;1;0;0.0;1.0;1.0;5.0;A01
201300000185;0;1;0;0.0;2.0;4.0;0.0;B02
201300000192;0;1;0;0.0;2.0;1.0;19.0;B02
201300000193;0;1;0;0.0;2.0;1.0;1.0;B02
201300000212;0;1;0;0.0;2.0;1.0;1.0;A01
201300000214;0;1;0;0.0;2.0;8.0;15.0;B02
201300000265;0;1;0;0.0;2.0;7.0;2.0;B02
201300000269;0;1;0;0.0;2.0;8.0;15.0;B02
201300000336;0;1;0;0.0;2.0;4.0;1.0;B02
201300000339;0;1;0;0.0;0.0;4.0;1.0;C03
201300000348;0;1;0;0.0;2.0;1.0;9.0;B02
201300000356;0;1;0;0.0;2.0;1.0;5.0;B02
201300000356;0;1;0;0.0;2.0;1.0;5.0;C03
201300000356;0;1;0;0.0;2.0;0.0;5.0;D04
201300000414;0;1;0;0.0;0.0;6.0;1.0;B02
201300000437;0;1;0;0.0;2.0;7.0;13.0;A01
201300000447;0;1;0;0.0;2.0;1.0;19.0;A01
201300000452;0;1;0;0.0;2.0;4.0;1.0;A01
201300000462;0;1;0;0.0;2.0;4.0;1.0;B02
201300000475;1;1;0;0.0;2.0;3.0;1.0;A01
201300000476;0;1;0;0.0;2.0;1.0;1.0;B02
201300000502;0;1;0;0.0;2.0;8.0;1.0;B02
201300000518;0;1;0;0.0;2.0;1.0;1.0;B02
201300000571;0;1;0;0.0;0.0;7.0;1.0;A01
201300000628;0;1;0;0.0;0.0;4.0;2.0;C03
201300000628;0;1;0;0.0;0.0;4.0;2.0;B02
201300000631;0;1;0;0.0;2.0;3.0;13.0;A01
201300000632;0;1;0;0.0;2.0;1.0;1.0;B02
201300000652;0;1;0;0.0;2.0;8.0;19.0;A01
201300000675;0;1;0;0.0;2.0;1.0;0.0;B02
201300000679;0;1;0;0.0;2.0;7.0;2.0;B02
201300000686;0;1;0;0.0;2.0;8.0;1.0;B02
201300000717;0;1;0;0.0;0.0;6.0;1.0;A01
201300000768;0;1;0;0.0;2.0;1.0;1.0;B02
201300000779;0;1;0;0.0;0.0;6.0;1.0;B02
201300000786;0;1;0;0.0;2.0;4.0;1.0;B02
201300000788;0;1;0;0.0;2.0;8.0;1.0;B02
201300000807;0;1;0;0.0;2.0;3.0;15.0;B02
201300000809;0;1;0;0.0;2.0;1.0;15.0;B02
201300000813;0;1;0;0.0;0.0;4.0;13.0;B02
201300000816;0;1;0;0.0;2.0;1.0;0.0;B02
201300000827;0;1;0;0.0;2.0;0.0;15.0;B02
201300000841;0;1;0;0.0;2.0;1.0;1.0;B02
201300000864;0;1;0;0.0;0.0;8.0;0.0;B02
201300000869;0;1;0;0.0;2.0;1.0;13.0;A01
201300000889;0;1;0;0.0;2.0;8.0;1.0;B02
201300000909;0;1;0;0.0;0.0;4.0;1.0;B02
201300001002;0;1;0;0.0;2.0;4.0;1.0;B02
201300001008;0;1;0;0.0;2.0;8.0;1.0;B02
201300001041;0;1;0;0.0;2.0;1.0;1.0;B02
201300001041;0;1;0;0.0;2.0;1.0;2.0;C03
201300001045;0;1;0;0.0;2.0;4.0;13.0;B02
201300001056;0;1;0;0.0;2.0;8.0;1.0;B02
201300001058;0;1;0;0.0;2.0;1.0;1.0;B02
201300001058;0;1;0;0.0;2.0;4.0;1.0;A01
201300001068;0;1;0;0.0;2.0;4.0;1.0;B02
201300001121;0;1;0;0.0;2.0;3.0;1.0;B02
201300001155;0;1;0;0.0;2.0;2.0;15.0;B02
201300001164;0;1;0;0.0;2.0;1.0;1.0;B02
201300001167;0;1;0;0.0;2.0;3.0;2.0;A01
201300001172;0;1;0;0.0;2.0;1.0;19.0;A01
201300001187;0;1;0;0.0;2.0;8.0;1.0;A01
201300001193;0;1;0;0.0;0.0;4.0;2.0;B02
201300001210;0;1;0;0.0;2.0;3.0;21.0;B02
201300001229;0;1;0;0.0;2.0;7.0;1.0;B02
201300001241;0;1;0;0.0;2.0;8.0;1.0;B02
201300001267;0;1;0;0.0;0.0;8.0;1.0;B02
201300001296;0;1;0;0.0;2.0;1.0;1.0;B02
201300001298;0;1;0;0.0;2.0;8.0;15.0;B02
201300001306;0;1;0;0.0;0.0;4.0;2.0;B02
201300001309;0;1;0;12.0;0.0;0.0;1.0;A01
201300001316;0;1;0;0.0;2.0;4.0;1.0;B02
201300001319;0;1;0;0.0;2.0;8.0;1.0;B02
201300001327;0;1;0;0.0;2.0;8.0;1.0;B02
201300001332;0;1;0;0.0;2.0;8.0;10.0;B02
201300001338;0;1;0;0.0;0.0;4.0;2.0;B02
201300001356;0;1;0;0.0;2.0;7.0;15.0;B02
201300001361;0;1;0;0.0;0.0;4.0;0.0;B02
201300001363;0;1;0;0.0;2.0;1.0;1.0;B02
201300001436;0;1;0;0.0;0.0;6.0;2.0;B01
201300001453;0;1;0;0.0;0.0;0.0;1.0;B01
201300001517;0;1;0;0.0;2.0;7.0;19.0;B01
201300001518;0;1;0;0.0;2.0;1.0;19.0;A01
201300001524;0;1;0;0.0;2.0;1.0;1.0;B01
201300001541;0;1;0;0.0;2.0;1.0;1.0;B01
201300001566;0;1;0;0.0;0.0;4.0;2.0;B01
201300001575;0;1;0;0.0;2.0;1.0;19.0;B01
201300001600;0;1;0;0.0;2.0;8.0;1.0;B01
201300001606;0;1;0;0.0;2.0;8.0;1.0;B01
201300001622;0;1;0;0.0;2.0;8.0;1.0;B01
201300001637;0;1;0;0.0;2.0;1.0;19.0;B01
201300001696;0;1;0;0.0;0.0;7.0;1.0;B02
201300001697;0;1;0;0.0;2.0;8.0;15.0;B02
201300001701;0;1;0;0.0;0.0;8.0;11.0;B02
201300001746;0;1;0;0.0;0.0;4.0;1.0;B02
201300001762;0;1;0;0.0;2.0;8.0;1.0;A01
201300001784;0;1;0;0.0;2.0;8.0;19.0;A01
201300001786;0;1;0;0.0;2.0;8.0;2.0;B02
201300001800;0;1;0;0.0;2.0;4.0;1.0;B02
201300001800;0;1;0;0.0;2.0;4.0;1.0;C03
201300001804;0;1;0;0.0;2.0;7.0;19.0;B02
201300001808;0;1;0;0.0;0.0;7.0;19.0;A01
201300001836;0;1;0;0.0;2.0;1.0;19.0;B02
201300001855;0;1;0;0.0;2.0;7.0;13.0;B02
201300001873;0;1;0;0.0;0.0;7.0;1.0;B02
201300001887;0;1;0;0.0;2.0;7.0;1.0;B02
201300001895;0;1;0;0.0;2.0;1.0;13.0;B02
201300001899;0;1;0;0.0;0.0;6.0;13.0;A01
201300001926;0;1;0;0.0;2.0;4.0;1.0;B02
