Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
201300000026;3;417.0;;;2.0;2.0;0.0;200.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0
201300000050;4;0.0;;;1.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;60.0;1.0;0.0;4.0;99.0
201300000056;4;0.0;;;2.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;58.0;1.0;0.0;1.0;0.0
201300000068;3;941.0;;;2.0;0.0;33.0;475.0;1.0;0.0;1.0;0.0;60.0;0.0;3.0;1.0;99.0
201300000085;5;0.0;;;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;99.0
201300000092;3;964.0;;;2.0;2.0;29.0;150.0;0.0;1.0;3.0;0.0;24.0;1.0;0.0;1.0;0.0
201300000100;3;951.0;;;2.0;2.0;7.0;300.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201300000131;4;0.0;;;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201300000140;3;56.0;;;2.0;2.0;6.0;965.0;0.0;0.0;1.0;0.0;61.0;1.0;0.0;1.0;99.0
201300000142;6;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
201300000185;3;919.0;;;2.0;2.0;11.0;700.0;0.0;2.0;1.0;0.0;73.0;1.0;0.0;1.0;0.0
201300000192;4;0.0;;;2.0;2.0;0.0;4.0;0.0;4.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201300000193;4;1.0;;;2.0;2.0;0.0;0.0;0.0;4.0;1.0;0.0;57.0;1.0;0.0;1.0;99.0
201300000212;3;186.0;;;2.0;0.0;5.0;0.0;0.0;2.0;3.0;0.0;58.0;1.0;0.0;1.0;0.0
201300000214;3;171.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;40.0;1.0;0.0;1.0;99.0
201300000265;3;227.0;;;2.0;2.0;92.0;230.0;0.0;1.0;1.0;0.0;0.0;2.0;5.0;1.0;99.0
201300000269;3;158.0;;;2.0;2.0;6.0;270.0;0.0;3.0;1.0;56.0;56.0;1.0;0.0;3.0;99.0
201300000336;3;938.0;;;2.0;2.0;16.0;750.0;0.0;4.0;1.0;0.0;63.0;1.0;0.0;1.0;0.0
201300000339;3;929.0;;;2.0;2.0;31.0;600.0;0.0;0.0;1.0;0.0;72.0;2.0;0.0;1.0;0.0
201300000348;3;26.0;;;2.0;2.0;21.0;400.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;99.0
201300000356;3;532.0;;;2.0;2.0;4.0;100.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0
201300000414;3;923.0;;;0.0;2.0;32.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;99.0
201300000437;4;0.0;;;2.0;2.0;0.0;0.0;0.0;4.0;2.0;0.0;53.0;1.0;0.0;1.0;0.0
201300000447;4;0.0;;;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;68.0;1.0;0.0;1.0;0.0
201300000452;3;1001.0;;;2.0;2.0;52.0;0.0;0.0;0.0;1.0;0.0;75.0;2.0;0.0;1.0;0.0
201300000462;3;137.0;;;1.0;2.0;10.0;0.0;0.0;1.0;0.0;0.0;85.0;1.0;5.0;1.0;99.0
201300000475;3;40.0;;;2.0;2.0;0.0;0.0;0.0;1.0;3.0;0.0;70.0;2.0;0.0;1.0;99.0
201300000476;4;0.0;;;0.0;2.0;0.0;0.0;0.0;1.0;1.0;42.0;0.0;1.0;0.0;1.0;0.0
201300000502;3;76.0;;;2.0;0.0;6.0;500.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
201300000518;4;;;;2.0;2.0;;;0.0;1.0;1.0;;;1.0;0.0;1.0;0.0
201300000571;3;206.0;;;2.0;2.0;1.0;265.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201300000628;3;6015.0;;;2.0;3.0;81.0;800.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0
201300000631;3;80.0;;;2.0;2.0;40.0;920.0;0.0;1.0;1.0;0.0;51.0;1.0;0.0;1.0;99.0
201300000632;3;31.0;;;2.0;0.0;18.0;939.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;1.0;0.0
201300000652;3;915.0;;;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;78.0;1.0;0.0;1.0;99.0
201300000675;3;67.0;;;2.0;2.0;24.0;420.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;99.0
201300000679;3;70.0;;;2.0;2.0;1.0;500.0;0.0;1.0;1.0;0.0;59.0;1.0;0.0;1.0;99.0
201300000686;3;33.0;;;2.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0
201300000717;3;51.0;;;2.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;65.0;1.0;5.0;1.0;3.0
201300000768;3;313.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;45.0;0.0;1.0;0.0;1.0;99.0
201300000779;3;20.0;;;2.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;55.0;1.0;0.0;1.0;99.0
201300000786;9;0.0;;;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;30.0;9.0;0.0;3.0;99.0
201300000788;4;1.0;;;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;65.0;1.0;0.0;1.0;99.0
201300000807;3;313.0;;;2.0;2.0;74.0;690.0;0.0;2.0;1.0;0.0;59.0;1.0;0.0;1.0;99.0
201300000809;3;313.0;;;2.0;2.0;81.0;0.0;0.0;1.0;1.0;0.0;70.0;1.0;0.0;1.0;0.0
201300000813;3;47.0;;;2.0;2.0;9.0;200.0;0.0;2.0;1.0;0.0;62.0;2.0;0.0;1.0;0.0
201300000816;4;;;;;;;;;;;;;;0.0;1.0;0.0
201300000827;3;166.0;;;2.0;0.0;7.0;310.0;0.0;1.0;1.0;0.0;70.0;2.0;0.0;1.0;99.0
201300000841;3;113.0;;;2.0;0.0;22.0;460.0;0.0;1.0;4.0;0.0;67.0;1.0;0.0;1.0;0.0
201300000864;3;47.0;;;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0
201300000869;3;53.0;;;2.0;0.0;0.0;0.0;0.0;0.0;3.0;50.0;0.0;1.0;0.0;1.0;0.0
201300000889;3;155.0;;;2.0;0.0;62.0;260.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
201300000909;3;33.0;;;2.0;2.0;27.0;344.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;0.0
201300001002;4;0.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;60.0;1.0;0.0;1.0;99.0
201300001008;4;;;;2.0;2.0;;;0.0;1.0;1.0;0.0;0.0;1.0;5.0;1.0;0.0
201300001041;3;23.0;;;2.0;2.0;8.0;0.0;0.0;1.0;1.0;0.0;65.0;2.0;5.0;1.0;99.0
201300001045;3;132.0;;;2.0;2.0;2.0;812.0;0.0;2.0;1.0;0.0;80.0;1.0;0.0;1.0;99.0
201300001056;3;786.0;;;2.0;2.0;71.0;530.0;0.0;1.0;1.0;0.0;50.0;1.0;0.0;1.0;99.0
201300001058;3;786.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;70.0;2.0;0.0;1.0;99.0
201300001068;3;56.0;;;2.0;3.0;11.0;350.0;3.0;1.0;1.0;7.0;115.0;1.0;5.0;1.0;99.0
201300001121;4;12.0;;;2.0;2.0;0.0;0.0;0.0;1.0;3.0;0.0;42.0;1.0;0.0;1.0;0.0
201300001155;3;109.0;;;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;99.0
201300001164;4;2.0;;;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;58.0;1.0;0.0;1.0;0.0
201300001167;3;75.0;;;2.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;53.0;1.0;0.0;1.0;99.0
201300001172;3;778.0;;;2.0;0.0;32.0;904.0;0.0;0.0;1.0;67.0;0.0;1.0;0.0;1.0;0.0
201300001187;3;775.0;;;3.0;2.0;8.0;460.0;0.0;1.0;1.0;0.0;64.0;1.0;0.0;1.0;0.0
201300001193;3;201.0;;;2.0;2.0;2.0;828.0;0.0;0.0;1.0;0.0;69.0;1.0;0.0;1.0;0.0
