Num_Acc;place;catu;grav;sexe;trajet;secu;locp;actp;etatp;an_nais;num_veh;age
201600000015;1.0;1;3;1;0.0;21.0;0.0;0.0;0.0;1970.0;B02;52.0
201600000015;1.0;1;1;1;0.0;21.0;0.0;0.0;0.0;1964.0;C03;58.0
201600000015;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1992.0;A01;30.0
201600000052;1.0;1;1;2;3.0;11.0;0.0;0.0;0.0;1966.0;A01;56.0
201600000052;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;2003.0;B02;19.0
201600000070;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1927.0;A01;95.0
201600000070;1.0;1;3;2;5.0;1.0;0.0;0.0;0.0;1955.0;B02;67.0
201600000076;1.0;1;1;2;9.0;11.0;0.0;0.0;0.0;1945.0;A01;77.0
201600000076;1.0;1;3;1;9.0;22.0;0.0;0.0;0.0;1954.0;B02;68.0
201600000083;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1965.0;A01;57.0
201600000083;1.0;1;1;1;4.0;91.0;0.0;0.0;0.0;1968.0;B02;54.0
201600000084;1.0;1;1;2;1.0;13.0;0.0;0.0;0.0;1997.0;Z01;25.0
201600000084;1.0;1;4;1;5.0;42.0;0.0;0.0;0.0;1974.0;A02;48.0
201600000159;1.0;1;1;2;9.0;11.0;0.0;0.0;0.0;1972.0;A01;50.0
201600000159;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1970.0;B02;52.0
201600000164;1.0;1;2;1;5.0;1.0;0.0;0.0;0.0;1926.0;B02;96.0
201600000164;1.0;1;1;1;4.0;11.0;0.0;0.0;0.0;1990.0;A01;32.0
201600000167;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;1988.0;B02;34.0
201600000167;1.0;1;1;1;9.0;11.0;0.0;0.0;0.0;1979.0;A01;43.0
201600000206;1.0;1;3;2;0.0;22.0;0.0;0.0;0.0;2009.0;A01;13.0
201600000206;1.0;1;1;1;0.0;11.0;0.0;0.0;0.0;1960.0;B02;62.0
201600000206;2.0;2;1;1;0.0;11.0;0.0;0.0;0.0;1960.0;B02;62.0
201600000208;1.0;1;1;1;4.0;11.0;0.0;0.0;0.0;1998.0;A01;24.0
201600000208;1.0;1;2;2;9.0;22.0;0.0;0.0;0.0;1970.0;B02;52.0
201600000209;1.0;1;4;1;5.0;21.0;0.0;0.0;0.0;1955.0;A01;67.0
201600000233;1.0;1;1;1;2.0;11.0;0.0;0.0;0.0;1978.0;A01;44.0
201600000233;1.0;1;3;2;1.0;1.0;0.0;0.0;0.0;1988.0;B02;34.0
201600000285;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1988.0;B02;34.0
201600000285;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1956.0;A01;66.0
201600000286;1.0;1;3;1;5.0;22.0;0.0;0.0;0.0;1946.0;A01;76.0
201600000286;1.0;1;1;1;4.0;11.0;0.0;0.0;0.0;1995.0;B02;27.0
201600000286;2.0;2;1;1;0.0;11.0;0.0;0.0;0.0;1993.0;B02;29.0
201600000295;1.0;1;4;1;9.0;21.0;0.0;0.0;0.0;2001.0;A01;21.0
201600000295;1.0;1;1;1;4.0;11.0;0.0;0.0;0.0;1982.0;B02;40.0
201600000304;1.0;1;1;2;4.0;11.0;0.0;0.0;0.0;1968.0;A01;54.0
201600000304;1.0;1;3;1;5.0;1.0;0.0;0.0;0.0;2007.0;B02;15.0
201600000314;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1975.0;A01;47.0
201600000314;1.0;1;1;1;5.0;11.0;0.0;0.0;0.0;1997.0;B02;25.0
201600000331;1.0;1;1;2;1.0;21.0;0.0;0.0;0.0;2000.0;A01;22.0
201600000331;1.0;1;3;1;5.0;21.0;0.0;0.0;0.0;1963.0;B02;59.0
201600000348;1.0;1;2;1;5.0;41.0;0.0;0.0;0.0;1951.0;B02;71.0
201600000348;1.0;1;1;1;1.0;11.0;0.0;0.0;0.0;1995.0;A01;27.0
